
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.6 (shown are averages)
------------------------------
             eval-loss     lower-CI     upper-CI  n-seeds    train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config365     9.301251     8.639223     9.963280      100     1.137237       1.602506        1.966159     8.817383         8.328386       7.865951           7.698746        7.628093            7.541336       7.390235           7.383926        7.310949            7.331456     7.231663         7.278986
config129     9.306650     8.702973     9.910327      100     1.184915       0.885214        1.859624     9.236417        10.459156       9.199565           8.421435        9.190352            7.912005       9.181139           7.402575        9.178068            7.232765     9.174997         7.062955
config407     9.319568     8.806781     9.832356      100     0.491235       0.767900        1.714881     8.430599         9.292326       9.397590           8.551668        9.639338            8.366503       9.881086           8.181339        9.961668            8.119617    10.042251         8.057896
config99      9.373489     8.852531     9.894446      100     0.340389       0.792981        1.271429    11.400935         6.443508      11.174326           8.580508       11.117674            9.114758      11.061022           9.649008       11.042138            9.827091    11.023253        10.005174
config301     9.404398     8.884388     9.924409      100     0.350252       0.601222        2.183081     9.359502         6.687141      11.470476           8.803176       11.998219            9.332185      12.525962           9.861194       12.701877           10.037530    12.877791        10.213866
config37      9.413483     8.884134     9.942832      100     1.868320       1.809024        1.329908     7.421125         7.378465       7.361128           7.604459        7.346129            7.660958       7.331130           7.717456        7.326130            7.736289     7.321131         7.755122
config244     9.457122     8.853018    10.061225      100     0.478502       0.503303        2.155765     9.362849        11.883811       7.735751           8.953818        7.328976            8.221320       6.922201           7.488822        6.786610            7.244656     6.651018         7.000489
config53      9.502076     8.970186    10.033965      100     0.677683       0.868239        1.861069     9.978395        10.037841       9.821828           8.633837        9.782686            8.282836       9.743544           7.931835        9.730497            7.814835     9.717450         7.697835
config309     9.596733     9.100547    10.092919      100     1.575575       1.498342        1.518210     9.011290         8.628908       8.063847           8.098391        7.826986            7.965762       7.590125           7.833133        7.511171            7.788923     7.432218         7.744713
config234     9.612068     8.945317    10.278818      100     0.325810       0.914991        1.851271     9.905487        10.437530       8.771106           8.697077        8.487511            8.261963       8.203916           7.826850        8.109384            7.681812     8.014852         7.536774
config236     9.719013     9.099267    10.338758      100     1.847031       2.171239        2.021053     7.197181         7.416968       6.823627           7.547774        6.730239            7.580475       6.636850           7.613176        6.605721            7.624077     6.574591         7.634977
config467     9.886862     9.252032    10.521692      100     1.141023       1.756667        1.836152     8.647460         7.583966       9.664479           8.130195        9.918733            8.266752      10.172988           8.403310       10.257740            8.448829    10.342491         8.494348
config413     9.894061     9.297999    10.490123      100     1.806080       1.146345        1.724959     8.270562        10.402990       9.053668           8.747716        9.249444            8.333898       9.445221           7.920080        9.510480            7.782140     9.575739         7.644201
config495     9.923954     9.312527    10.535382      100     2.387891       1.146870        1.235303     9.337648         7.618218       9.635087           8.777085        9.709447            9.066801       9.783807           9.356518        9.808593            9.453090     9.833380         9.549662
config302    10.076476     9.547586    10.605367      100     1.594554       1.582846        1.521945     7.009039        11.738952       7.675096           8.493630        7.841611            7.682300       8.008125           6.870970        8.063630            6.600526     8.119135         6.330083
config215    10.107066     9.308185    10.905947      100     0.682069       1.310160        1.607172     9.325812        10.026351       8.801583           8.796906        8.670526            8.489544       8.539469           8.182183        8.495784            8.079729     8.452098         7.977276
config253    10.325361     9.732129    10.918594      100     1.627782       1.691109        1.831767     8.149249        12.518640       7.466444           8.634252        7.295743            7.663156       7.125042           6.692059        7.068141            6.368360     7.011241         6.044661
config198    10.433664     9.811672    11.055657      100     1.484155       2.325639        1.420804     7.930074        10.077016       7.527023           8.108025        7.426260            7.615778       7.325498           7.123530        7.291910            6.959447     7.258322         6.795365
config394    10.436945     9.464642    11.409249      100    15.589875       1.523184        1.156594    21.914701         9.073293      17.867582           8.913761       16.855803            8.873878      15.844023           8.833995       15.506763            8.820701    15.169503         8.807407
config130    10.456484     9.712818    11.200151      100     2.042489       1.617102        1.297645     7.755035        10.255996       7.736441           8.839382        7.731792            8.485229       7.727144           8.131076        7.725594            8.013025     7.724045         7.894973
config295    10.538231     9.774694    11.301768      100     0.706730       1.051750        1.705566     9.014955         9.700369       8.756323           9.486481        8.691664            9.433009       8.627006           9.379537        8.605454            9.361713     8.583901         9.343889
config287    10.540249     9.805813    11.274685      100     1.489694       1.371418        2.391382    10.140557         6.643897       9.561506           9.168831        9.416743            9.800065       9.271981          10.431298        9.223726           10.641709     9.175472        10.852121
config11     10.615818     9.868586    11.363050      100    54.808987       2.359937        1.984168    43.646655         7.091816      33.982909           8.255881       31.566972            8.546897      29.151035           8.837913       28.345723            8.934918    27.540411         9.031924
config490    10.621650     9.772556    11.470744      100     2.006877       2.237310        1.211249     8.154467         8.991010       7.949176           8.384340        7.897853            8.232672       7.846530           8.081005        7.829422            8.030449     7.812315         7.979893
config389    10.629011    10.041447    11.216575      100     1.409833       3.142273        1.533817     7.480109         9.828501       6.849743           7.486738        6.692152            6.901297       6.534560           6.315857        6.482030            6.120710     6.429499         5.925563
config93     10.885282    10.269158    11.501407      100     1.722076       2.092660        2.232992     7.077054        11.205446       7.562357           8.792623        7.683683            8.189417       7.805009           7.586211        7.845451            7.385142     7.885893         7.184073
config184    10.963351    10.159272    11.767431      100     0.355521       0.608176        1.405480    10.251258        12.377647       9.409095          10.355175        9.198554            9.849558       8.988013           9.343940        8.917833            9.175401     8.847652         9.006861
config68     10.988161    10.184164    11.792157      100     1.557897       1.787714        1.177842     9.561980         9.156578       9.518061           9.200447        9.507082            9.211414       9.496102           9.222382        9.492442            9.226037     9.488782         9.229693
config256    11.054224    10.460490    11.647959      100     1.613839       1.905760        0.973583     8.935662        13.605717       8.219503           9.148465        8.040463            8.034152       7.861423           6.919839        7.801743            6.548401     7.742063         6.176963
config352    11.062141    10.334314    11.789969      100     1.049718       1.420004        1.985809    10.471848         9.861365      10.931039           9.642137       11.045837            9.587330      11.160635           9.532523       11.198900            9.514254    11.237166         9.495985
config126    11.074038    10.350645    11.797430      100     0.798968       0.935964        0.740832    10.698124        13.022839      11.506579          10.138073       11.708693            9.416882      11.910807           8.695690       11.978178            8.455293    12.045549         8.214896
config156    11.078013    10.418268    11.737759      100     2.317392       2.250990        2.686997     7.743462         5.263033       7.487137           8.827023        7.423056            9.718020       7.358975          10.609018        7.337614           10.906017     7.316254        11.203016
config373    11.106560    10.259467    11.953654      100     0.847462       1.568302        1.655228    11.567935        10.257773       9.683358           9.538258        9.212213            9.358379       8.741069           9.178500        8.584021            9.118541     8.426973         9.058581
config24     11.169077    10.475397    11.862756      100     2.041389       2.232763        1.117290     9.442869         9.661038       9.540165           8.936313        9.564490            8.755132       9.588814           8.573951        9.596922            8.513557     9.605030         8.453164
config87     11.180939    10.469565    11.892314      100     1.567774       2.703663        0.829998     8.220944         8.267784       8.027064           8.477277        7.978594            8.529650       7.930123           8.582023        7.913967            8.599481     7.897810         8.616938
config217    11.333501    10.545891    12.121111      100     1.592530       2.153847        1.047997    10.212785         8.861581       9.996617           9.179654        9.942575            9.259172       9.888533           9.338690        9.870519            9.365196     9.852505         9.391702
config346    11.436088    10.615976    12.256201      100     1.430716       2.193996        1.379653     9.243882        11.385042       8.856102           9.242093        8.759157            8.706355       8.662213           8.170618        8.629898            7.992039     8.597583         7.813459
config97     11.502831    10.717538    12.288123      100     0.455326       0.591767        1.238500    10.588250        15.385547      11.019677          10.911064       11.127533            9.792443      11.235390           8.673822       11.271342            8.300949    11.307294         7.928075
config162    11.509838    10.954159    12.065516      100     2.156878       2.649671        1.312899     8.635760         8.926155       7.897194           8.860166        7.712553            8.843669       7.527911           8.827172        7.466364            8.821673     7.404817         8.816174
config436    11.512727    10.812020    12.213434      100     0.258944       0.409548        1.739154    10.548845        16.770741      10.065387          11.103179        9.944522            9.686289       9.823658           8.269399        9.783370            7.797102     9.743081         7.324805
config10     11.615580    10.792298    12.438862      100     1.803453       1.435630        1.042658     8.325388         9.622138       7.953881          10.179950        7.861005           10.319403       7.768128          10.458856        7.737169           10.505340     7.706210        10.551824
config79     11.625688    10.937710    12.313667      100     1.356514       1.147923        0.885020     8.481323        15.779822       8.250924          10.477765        8.193324            9.152251       8.135724           7.826737        8.116524            7.384899     8.097325         6.943061
config4      11.628696    10.668394    12.588999      100     2.119119       1.373525        2.296300    12.131172        12.570582      11.015581          10.255172       10.736684            9.676319      10.457786           9.097466       10.364820            8.904515    10.271854         8.711565
config128    11.630088    10.881582    12.378594      100     0.293715       0.629111        1.435199     9.743217        15.278651      11.315146          11.000977       11.708128            9.931558      12.101110           8.862140       12.232104            8.505667    12.363099         8.149194
config209    11.630295    10.826278    12.434312      100     1.043039       1.710586        0.965831     9.704027        11.701421       9.441341           9.919710        9.375670            9.474282       9.309999           9.028854        9.288108            8.880378     9.266218         8.731902
config347    11.657720    11.033028    12.282413      100     2.829828       4.230679        1.765019     6.797426         9.131248       6.555931           7.427041        6.495558            7.000990       6.435184           6.574938        6.415059            6.432921     6.394935         6.290903
config395    11.679168    10.839254    12.519082      100    36.576224       3.708525        1.462130    30.433228         7.354741      24.475678           7.970643       22.986291            8.124618      21.496904           8.278593       21.000441            8.329919    20.503979         8.381244
config337    11.688820    10.953902    12.423739      100     5.734377       3.465411        1.575407    10.559690         6.233710      10.812927           8.223409       10.876236            8.720834      10.939545           9.218259       10.960648            9.384067    10.981752         9.549876
config500    11.714167    10.943870    12.484464      100     1.005463       2.031862        1.429240    10.069650        11.849921       9.314567           9.682304        9.125796            9.140400       8.937026           8.598496        8.874102            8.417861     8.811179         8.237226
config329    11.730020    10.954102    12.505939      100     5.868413       2.352040        0.827756    12.693493        11.068118      11.402284           9.377981       11.079481            8.955446      10.756679           8.532912       10.649078            8.392067    10.541477         8.251223
config388    11.810408    11.120679    12.500137      100     0.787332       1.713449        1.202702    10.904904        15.266805       9.680435          10.096959        9.374318            8.804498       9.068201           7.512036        8.966162            7.081216     8.864123         6.650395
config212    11.825953    11.162330    12.489576      100    11.826367       3.997566        1.909225    12.580915         4.956640      10.844837           7.828387       10.410817            8.546323       9.976797           9.264260        9.832124            9.503572     9.687451         9.742884
config224    11.828964    10.982280    12.675648      100     0.713057       1.208234        2.460218     8.471020        15.109790       8.296605          10.620730        8.253001            9.498465       8.209397           8.376200        8.194862            8.002112     8.180328         7.628024
config471    11.845487    11.109400    12.581573      100     0.481364       0.807008        1.620251    12.474207        16.565750      10.867631          11.038479       10.465987            9.656661      10.064343           8.274843        9.930462            7.814238     9.796581         7.353632
config114    11.874681    10.926552    12.822810      100     0.952412       0.872514        1.905045     9.912622        16.088973      10.482840          11.002167       10.625394            9.730466      10.767949           8.458764       10.815467            8.034864    10.862985         7.610963
config281    11.878037    10.949491    12.806582      100     1.291011       1.345252        2.095614     9.942565         9.416702      10.217834          10.532785       10.286652           10.811806      10.355469          11.090827       10.378408           11.183834    10.401347        11.276841
config92     11.891045    11.108957    12.673133      100     1.929024       1.929450        0.935086     9.824194        10.257797       9.952629           9.961595        9.984738            9.887544      10.016847           9.813494       10.027550            9.788810    10.038253         9.764127
config476    11.896904    11.102294    12.691514      100     1.411843       1.354449        1.834917     7.852131        18.637584       7.065614          10.542455        6.868985            8.518673       6.672356           6.494891        6.606813            5.820297     6.541270         5.145703
config331    11.957544    11.123779    12.791309      100     1.208157       1.298213        2.015058     9.625481        17.225605       8.998658          10.659331        8.841952            9.017763       8.685246           7.376194        8.633011            6.829005     8.580775         6.281815
config120    11.969103    11.190776    12.747430      100    11.365301       3.924440        1.361547    12.413363         7.818807      10.787507           8.044663       10.381043            8.101127       9.974579           8.157591        9.839091            8.176412     9.703603         8.195234
config199    12.010963     8.483851    15.538075      100     2.054095       2.693228        1.535579     6.365738         9.477575       6.589598           9.317735        6.645563            9.277775       6.701528           9.237815        6.720183            9.224495     6.738838         9.211175
config324    12.030727    11.023059    13.038394      100     1.661339       1.937976        2.185140     7.912662        14.768453       7.912043          10.092750        7.911889            8.923825       7.911734           7.754899        7.911683            7.365257     7.911631         6.975615
config63     12.068924    11.237231    12.900618      100     1.331553       0.127623        1.695005     7.916456        23.810417       7.155942          11.941302        6.965814            8.974023       6.775685           6.006744        6.712309            5.017651     6.648933         4.028558
config36     12.106007    11.385443    12.826571      100     0.350560       0.729137        1.630800     9.698314        17.421454       9.045724          11.376870        8.882577            9.865724       8.719430           8.354578        8.665047            7.850863     8.610665         7.347147
config148    12.108068    11.207669    13.008467      100     0.692610       1.720857        1.950900    10.370751        14.983542       9.419289          10.387211        9.181423            9.238128       8.943558           8.089045        8.864269            7.706018     8.784981         7.322990
config170    12.124634    11.369925    12.879344      100     1.244639       2.006697        1.410442    10.779152        13.625909       9.778478          10.117937        9.528309            9.240944       9.278141           8.363951        9.194751            8.071620     9.111362         7.779289
config95     12.148847    11.459860    12.837833      100     1.734388       2.554040        2.033250     8.895230         8.363611      10.214115           9.594807       10.543836            9.902605      10.873557          10.210404       10.983464           10.313004    11.093371        10.415604
config47     12.185035    11.335852    13.034218      100     1.726263       2.442914        1.713753     8.641095        10.276358       8.734474           9.742121        8.757819            9.608562       8.781163           9.475003        8.788945            9.430484     8.796727         9.385964
config165    12.252264    11.575316    12.929212      100     2.195979       2.708613        2.016577     7.835591        14.225072       7.947477           9.543652        7.975449            8.373296       8.003420           7.202941        8.012744            6.812823     8.022068         6.422704
config112    12.255172    11.518345    12.991999      100     2.091450       3.210739        1.571369     6.503628        15.250397       6.699241           9.044434        6.748145            7.492943       6.797048           5.941452        6.813349            5.424288     6.829650         4.907124
config410    12.313011    11.595329    13.030692      100     0.247657       0.202713        1.625441    10.517087        20.046389      10.882819          12.110298       10.974252           10.126275      11.065685           8.142253       11.096163            7.480912    11.126641         6.819571
config61     12.393584    11.606967    13.180202      100     0.162926       0.254363        1.812805    12.213740        17.524530      11.054393          12.139222       10.764556           10.792895      10.474719           9.446568       10.378107            8.997792    10.281495         8.549017
config417    12.406409    11.676494    13.136324      100    45.525880       2.790804        1.468312    37.808868        12.257992      29.509426           9.615605       27.434566            8.955008      25.359706           8.294411       24.668086            8.074212    23.976465         7.854013
config421    12.439837    11.712423    13.167251      100     1.846948       1.723497        1.819704     6.930863        19.207113       7.094362          10.716340        7.135237            8.593647       7.176111           6.470953        7.189736            5.763389     7.203361         5.055825
config137    12.476592    11.750955    13.202229      100     3.714881       3.121734        1.342159     7.773901        14.545275       7.542206           9.354859        7.484282            8.057255       7.426358           6.759651        7.407050            6.327116     7.387742         5.894581
config275    12.533509    11.718368    13.348649      100     1.054120       1.550682        1.466318    11.384551        11.538811      12.229072          10.982826       12.440202           10.843830      12.651332          10.704833       12.721709           10.658501    12.792086        10.612169
config325    12.533662    11.727187    13.340137      100     0.278539       0.264377        2.108724    11.593338        21.163763      10.243834          12.269285        9.906458           10.045665       9.569082           7.822046        9.456623            7.080839     9.344165         6.339633
config84     12.576189    11.812000    13.340379      100     0.950063       0.706365        0.915923     7.939375        20.429820       7.611076          11.869824        7.529001            9.729825       7.446926           7.589826        7.419568            6.876493     7.392210         6.163160
config177    12.578573    11.697380    13.459767      100     1.858816       1.799909        1.600744    10.046802        13.776200      10.003481          10.778664        9.992651           10.029280       9.981821           9.279895        9.978211            9.030101     9.974600         8.780306
config191    12.594444    11.531129    13.657760      100     0.993704       1.712570        1.658813     9.031451        11.988449      11.164319          10.881874       11.697536           10.605230      12.230752          10.328586       12.408491           10.236372    12.586230        10.144157
config143    12.640748    11.760753    13.520743      100     1.332237       1.728062        1.738538     8.627865         8.324550      10.214982          10.912687       10.611762           11.559721      11.008541          12.206755       11.140801           12.422433    11.273060        12.638111
config151    12.649482    11.905078    13.393887      100     0.816174       1.836781        3.237733    12.957946        11.908463      12.932224          10.812701       12.925794           10.538761      12.919363          10.264820       12.917220           10.173507    12.915077        10.082193
config472    12.671960    11.979581    13.364339      100     3.266835       2.990634        1.699091     8.195145        11.976530       8.315657           9.681325        8.345786            9.107524       8.375914           8.533723        8.385956            8.342456     8.395999         8.151189
config431    12.712858    11.731622    13.694095      100     0.587565       1.250370        2.637334     9.792472        18.075001       9.383089          11.462488        9.280743            9.809360       9.178397           8.156232        9.144282            7.605189     9.110167         7.054147
config340    12.808190    11.798897    13.817483      100     0.338302       1.277148        1.878436     9.203923        11.572099       8.536648          11.531043        8.369829           11.520779       8.203011          11.510515        8.147404           11.507093     8.091798        11.503672
config168    12.811682    12.052929    13.570436      100     0.851074       1.546893        1.296257    12.148797        15.307138      10.777246          11.264789       10.434358           10.254202      10.091471           9.243615        9.977175            8.906752     9.862879         8.569890
config55     12.832525    11.977472    13.687578      100     1.967175       1.791273        1.656653     6.690066        18.497443       7.046247          11.041252        7.135293            9.177205       7.224338           7.313157        7.254020            6.691808     7.283701         6.070459
config429    12.854441    11.907104    13.801778      100     2.388922       3.174219        1.209664     8.125516        15.455702       8.369814           9.680222        8.430889            8.236352       8.491964           6.792482        8.512322            6.311192     8.532680         5.829902
config66     12.910372    11.931292    13.889453      100     0.128761       0.770171        0.996926    15.505070        12.418155      15.414902          12.140201       15.392361           12.070713      15.369819          12.001224       15.362305           11.978061    15.354791        11.954899
config387    12.937538    12.086446    13.788630      100     2.403368       3.011415        1.530237     8.149090        13.524739       8.573481           9.926123        8.679579            9.026469       8.785676           8.126815        8.821042            7.826930     8.856408         7.527045
config44     12.948541    12.121581    13.775501      100     0.596854       0.879930        1.556078    11.437826        17.481546      10.594840          12.068610       10.384094           10.715376      10.173348           9.362142       10.103099            8.911064    10.032850         8.459987
config116    12.950616    12.151185    13.750047      100     1.996760       3.217065        2.625986     8.836306        12.152178       9.294147           9.733551        9.408608            9.128894       9.523068           8.524238        9.561222            8.322686     9.599375         8.121133
config298    12.986491    12.078841    13.894142      100     1.303406       2.113021        1.568965    11.883748        12.966868      11.446600          10.873470       11.337313           10.350120      11.228026           9.826771       11.191597            9.652321    11.155168         9.477871
config406    13.011688    12.059624    13.963752      100     0.366841       0.592552        1.908714    11.132827        19.886890      10.251675          12.419137       10.031387           10.552198       9.811099           8.685260        9.737670            8.062947     9.664240         7.440634
config1      13.015868    12.098270    13.933466      100     2.816560       3.888940        1.849584     7.409059         7.541498       7.929076           9.126928        8.059080            9.523285       8.189084           9.919643        8.232419           10.051762     8.275753        10.183881
config247    13.028737    12.010050    14.047424      100     0.552667       0.613559        2.234082    14.267943        15.644392      13.261496          12.415177       13.009884           11.607874      12.758273          10.800570       12.674402           10.531469    12.590532        10.262368
config104    13.030011    12.362571    13.697451      100     1.660932       3.260480        1.086082     7.903257         8.516155      10.808681           9.769531       11.535037           10.082875      12.261393          10.396219       12.503512           10.500667    12.745630        10.605115
config264    13.182806    12.405289    13.960323      100     1.555650       2.175241        1.548722     7.542625        20.274395       6.660873          11.007565        6.440435            8.690858       6.219997           6.374150        6.146518            5.601915     6.073038         4.829679
config45     13.203933    12.218607    14.189260      100     0.269874       0.366534        2.068486    13.689339        14.776644      12.636561          12.837399       12.373366           12.352588      12.110172          11.867777       12.022440           11.706173    11.934709        11.544570
config140    13.222151    12.435825    14.008476      100     3.428318       3.766350        0.922416     8.871183         7.580237       8.939161           9.455801        8.956156            9.924691       8.973150          10.393582        8.978815           10.549879     8.984480        10.706176
config293    13.237893    12.339333    14.136453      100     3.191276       4.760863        1.876063     8.145421         7.992107       7.761137           8.477030        7.665066            8.598261       7.568995           8.719492        7.536972            8.759902     7.504948         8.800312
config360    13.246996    12.359258    14.134735      100     0.294735       0.537962        1.655097    12.466495        20.280981      10.761339          12.709034       10.335050           10.816047       9.908760           8.923061        9.766664            8.292065     9.624568         7.661069
config208    13.301715    12.519904    14.083526      100     1.573186       2.412106        1.340101     8.251962         9.104596      10.377816          10.889609       10.909279           11.335862      11.440743          11.782116       11.617897           11.930867    11.795052        12.079618
config397    13.343839    12.556867    14.130811      100     3.523716       4.703807        1.429961     8.308454         7.733728       8.127006           8.640031        8.081644            8.866607       8.036282           9.093183        8.021162            9.168708     8.006041         9.244233
config317    13.354032    12.591217    14.116847      100     3.835630       4.647817        1.254764     7.840697         9.196958       7.513730           8.706215        7.431989            8.583529       7.350247           8.460843        7.323000            8.419948     7.295753         8.379052
config475    13.402538    12.638057    14.167019      100     2.837755       4.414367        2.280208     7.975713        12.944642       8.300672           8.988172        8.381912            7.999054       8.463151           7.009936        8.490231            6.680231     8.517311         6.350525
config91     13.427732    12.579227    14.276238      100     1.214449       2.502306        1.295904     9.563368         8.661629      11.248428          10.925426       11.669692           11.491375      12.090957          12.057325       12.231379           12.245974    12.371801        12.434624
config31     13.435437    12.413412    14.457462      100     0.893545       2.302988        2.371310     8.676929        15.115408      11.070650          11.132449       11.669081           10.136710      12.267511           9.140970       12.466988            8.809057    12.666465         8.477143
config246    13.466537    11.344077    15.588998      100    92.805730       4.486658        1.479371    66.101660         7.040915      50.725328           8.979880       46.881245            9.464621      43.037162           9.949362       41.755801           10.110942    40.474440        10.272523
config60     13.478520    12.732548    14.224492      100     9.288453       4.900128        1.088346    10.829942         8.794436       9.836896           8.578393        9.588634            8.524382       9.340373           8.470371        9.257619            8.452367     9.174865         8.434364
config90     13.480274    12.702474    14.258073      100     3.776717       5.400245        1.918266     6.987351         7.821432       6.786695           8.080029        6.736531            8.144678       6.686367           8.209328        6.669645            8.230878     6.652924         8.252427
config385    13.507245    12.487435    14.527054      100     0.996075       1.078071        1.602228     9.741652        16.520364       9.404830          12.429173        9.320624           11.406376       9.236419          10.383578        9.208350           10.042645     9.180282         9.701713
config78     13.519953    11.809971    15.229935      100    67.018997       3.490409        1.109874    50.742108        13.012439      39.456117          10.029544       36.634619            9.283821      33.813122           8.538097       32.872622            8.289522    31.932123         8.040948
config146    13.552109    12.476440    14.627778      100     0.303365       0.569062        1.445508    14.441624        15.004316      15.724553          12.983047       16.045285           12.477730      16.366017          11.972412       16.472928           11.803973    16.579839        11.635534
config443    13.559065    12.643681    14.474449      100    19.414741       3.603603        1.995051    21.041033        10.839636      17.827529           9.955462       17.024153            9.734419      16.220777           9.513375       15.952985            9.439694    15.685193         9.366013
config172    13.569220    12.748010    14.390431      100     1.638611       3.431932        1.472793     7.748185         7.314774       9.799326          10.137289       10.312111           10.842917      10.824896          11.548546       10.995825           11.783755    11.166753        12.018965
config150    13.570007    12.592193    14.547821      100     0.659144       2.059229        1.436637    11.290799         9.513744      12.773784          11.510778       13.144530           12.010036      13.515277          12.509294       13.638859           12.675714    13.762441        12.842133
config259    13.592886    12.777333    14.408439      100     0.080357       0.233557        2.723699    12.006823        22.366270      11.776061          13.359330       11.718370           11.107594      11.660680           8.855859       11.641450            8.105281    11.622219         7.354702
config353    13.725178    12.778830    14.671526      100     0.254943       0.329619        1.938139    10.627203        22.360607       9.820029          13.395559        9.618235           11.154297       9.416442           8.913035        9.349178            8.165948     9.281913         7.418861
config424    13.728653    12.646849    14.810457      100     0.877617       0.758970        0.898787    13.394868        13.338284      12.551653          12.969683       12.340849           12.877533      12.130045          12.785383       12.059777           12.754666    11.989509        12.723949
config228    13.745442    12.883530    14.607353      100     1.715940       4.484877        2.398320     7.098986        13.882164       7.539716           9.260564        7.649898            8.105165       7.760081           6.949765        7.796808            6.564631     7.833536         6.179498
config445    13.750952    12.782147    14.719757      100     1.072905       1.567120        1.966334    11.726417        17.783679      11.062251          12.183832       10.896210           10.783870      10.730168           9.383908       10.674821            8.917254    10.619474         8.450600
config39     13.756518    12.891129    14.621907      100     0.615075       1.168697        2.202734     9.639705        17.118317      11.415781          12.587821       11.859801           11.455197      12.303820          10.322573       12.451826            9.945032    12.599833         9.567490
config384    13.778619    12.720503    14.836734      100     0.867913       1.025111        2.587118    10.857588        20.938199       9.808962          12.753508        9.546806           10.707335       9.284649           8.661162        9.197264            7.979104     9.109878         7.297047
config237    13.873076    12.906357    14.839794      100    24.048045       3.446402        1.152272    24.489256         9.731321      20.206064          10.426674       19.135266           10.600512      18.064468          10.774350       17.707535           10.832296    17.350602        10.890242
config19     13.879280    12.928295    14.830264      100     0.285270       0.496255        0.736827    15.185156        18.351160      13.477132          13.383025       13.050126           12.140991      12.623120          10.898957       12.480785           10.484946    12.338449        10.070934
config200    13.908593    13.035785    14.781402      100     2.662934       3.399147        0.913645     8.980440         8.564950      10.235008          10.509446       10.548650           10.995570      10.862292          11.481694       10.966840           11.643736    11.071387        11.805777
config322    13.929063    12.978646    14.879480      100     2.508822       4.112490        1.275613     8.942675        12.441061       9.098258           9.816573        9.137154            9.160450       9.176050           8.504328        9.189015            8.285621     9.201980         8.066913
config119    13.998366    13.093806    14.902926      100     2.836906       3.866518        1.325647     9.428487        11.190177      10.251142          10.131848       10.456806            9.867266      10.662470           9.602684       10.731024            9.514490    10.799579         9.426296
config446    14.004293    12.991710    15.016875      100     3.598885       3.958097        1.309885     8.851147         7.137880       8.718185          10.046196        8.684944           10.773275       8.651704          11.500354        8.640623           11.742714     8.629543        11.985074
config305    14.057040    13.103931    15.010149      100     0.270778       0.741222        1.280524    13.667983        23.095499      11.058518          13.315817       10.406152           10.870897       9.753786           8.425977        9.536330            7.611003     9.318875         6.796030
