
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.6 (shown are averages)
------------------------------
             eval-loss     lower-CI     upper-CI  n-seeds   train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config174     7.673957     7.333633     8.014280      100    0.714597       1.052529        1.571958     4.798983         5.687860       6.810303           6.621428        7.313133            6.854820       7.815963           7.088212        7.983573            7.166010     8.151183         7.243807
config156     7.685511     7.275047     8.095975      100    0.897810       0.452750        1.137693     6.674168         7.454120       6.780674           7.232761        6.807301            7.177422       6.833928           7.122082        6.842803            7.103636     6.851679         7.085189
config320     7.686298     7.224897     8.147698      100    0.095757       0.613260        1.670129     8.214646         5.432423       7.512352           7.073037        7.336779            7.483191       7.161206           7.893345        7.102681            8.030062     7.044157         8.166780
config60      7.709470     7.313789     8.105152      100    0.296849       0.320044        2.504260     7.656122         6.646309       8.591027           7.389426        8.824753            7.575206       9.058479           7.760985        9.136388            7.822912     9.214297         7.884838
config455     7.748005     7.406844     8.089166      100    1.688336       0.995955        1.261363     7.434347         7.270370       6.564177           6.752050        6.346634            6.622470       6.129091           6.492890        6.056577            6.449697     5.984063         6.406504
config41      7.781243     7.358443     8.204043      100    0.684261       0.774932        1.507445     6.825838         7.710024       6.561566           7.006311        6.495498            6.830383       6.429430           6.654455        6.407407            6.595812     6.385385         6.537169
config25      7.791970     7.416621     8.167319      100    0.640803       0.551076        2.229167     6.141200        10.966296       6.392780           7.240894        6.455675            6.309543       6.518570           5.378192        6.539535            5.067742     6.560500         4.757292
config453     7.806693     7.433949     8.179437      100    0.261937       0.557073        1.635896     6.673655         7.658590       7.696430           7.249620        7.952123            7.147377       8.207817           7.045135        8.293048            7.011054     8.378279         6.976973
config334     7.812788     7.385261     8.240316      100    4.266134       0.977060        1.646055     8.694403         7.650548       8.035780           6.835729        7.871124            6.632024       7.706469           6.428319        7.651584            6.360417     7.596698         6.292516
config64      7.817762     7.412091     8.223433      100    0.268329       0.365919        1.651443     8.205776        11.155645       7.474800           7.451842        7.292056            6.525892       7.109312           5.599941        7.048398            5.291291     6.987483         4.982640
config479     7.827746     7.481041     8.174451      100    0.310259       0.462673        1.371308     5.973644         8.873428       7.591362           7.365073        7.995791            6.987984       8.400221           6.610895        8.535031            6.485199     8.669841         6.359503
config454     7.840943     7.495584     8.186301      100    0.401804       0.402673        0.923057     5.998121        10.270066       7.243520           7.438270        7.554870            6.730321       7.866219           6.022372        7.970003            5.786389     8.073786         5.550406
config460     7.852093     7.456478     8.247708      100    0.059573       0.331489        1.203021    10.238846         6.462235       9.117084           7.520604        8.836643            7.785197       8.556203           8.049789        8.462723            8.137986     8.369243         8.226184
config237     7.862404     7.479021     8.245786      100    0.421239       0.076133        2.024048     5.856933        12.588356       7.540206           7.786271        7.961025            6.585750       8.381843           5.385229        8.522116            4.985055     8.662388         4.584881
config278     7.885997     7.449742     8.322251      100    1.720426       1.768698        1.496665     5.834469         5.334396       5.885664           6.117299        5.898462            6.313024       5.911261           6.508750        5.915527            6.573992     5.919793         6.639234
config482     7.888597     7.517975     8.259219      100    0.265644       0.233923        1.855674     6.646873        11.046056       8.327121           7.654674        8.747183            6.806829       9.167245           5.958983        9.307266            5.676368     9.447287         5.393753
config290     7.933044     7.549462     8.316627      100    0.725609       0.473511        2.235437     7.160058         9.196214       7.329204           7.459533        7.371491            7.025363       7.413777           6.591192        7.427873            6.446469     7.441968         6.301746
config189     7.947719     7.544398     8.351040      100    1.138227       1.404108        1.719123     6.937262         6.559527       6.569310           6.543611        6.477322            6.539632       6.385335           6.535653        6.354672            6.534327     6.324009         6.533000
config176     7.953924     7.554613     8.353236      100    0.301819       0.323544        1.484049     8.113217         7.024574       7.860232           7.630381        7.796986            7.781833       7.733740           7.933284        7.712658            7.983768     7.691576         8.034252
config215     7.963897     7.594897     8.332897      100    1.356468       1.363920        0.961339     6.019858         4.331542       5.579062           6.599977        5.468864            7.167086       5.358665           7.734195        5.321932            7.923231     5.285199         8.112267
config94      7.976705     7.605636     8.347774      100    1.725249       1.458910        1.711381     6.333611         6.292279       5.995106           6.517795        5.910480            6.574174       5.825854           6.630553        5.797645            6.649346     5.769436         6.668139
config177     8.003141     7.579604     8.426677      100    1.328394       0.848619        1.085036     6.818249         8.411560       6.719311           7.154522        6.694576            6.840262       6.669842           6.526003        6.661597            6.421249     6.653352         6.316496
config69      8.017041     7.610380     8.423702      100    0.492562       0.909450        0.895034     7.277193         6.311797       6.834089           7.107591        6.723313            7.306539       6.612537           7.505487        6.575612            7.571803     6.538686         7.638119
config224     8.040184     7.637250     8.443118      100    0.521630       0.801661        1.151534     6.491961        10.530441       6.350033           7.238523        6.314551            6.415543       6.279069           5.592564        6.267242            5.318237     6.255414         5.043910
config48      8.095883     7.728415     8.463350      100    1.022586       0.899324        1.022328     7.187450         7.973219       6.770808           7.196559        6.666647            7.002394       6.562487           6.808228        6.527767            6.743507     6.493047         6.678785
config371     8.097140     7.611168     8.583111      100    0.105567       0.175767        2.592830     7.729611         8.227714       7.341236           7.921372        7.244143            7.844787       7.147049           7.768201        7.114684            7.742673     7.082320         7.717144
config169     8.112599     7.728783     8.496415      100    0.425454       0.423393        1.437180     9.387534         7.923199       9.488242           7.689206        9.513419            7.630708       9.538596           7.572210        9.546989            7.552710     9.555381         7.533211
config423     8.127792     7.680090     8.575494      100    0.291434       1.057708        1.583536     6.985862         9.183749       6.843567           7.070084        6.807994            6.541668       6.772420           6.013252        6.760562            5.837113     6.748704         5.660974
config6       8.164403     7.727579     8.601228      100    0.096334       0.166970        1.170635     8.109865        11.996460       7.244726           7.997434        7.028441            6.997677       6.812156           5.997920        6.740061            5.664668     6.667967         5.331416
config81      8.178171     7.665452     8.690891      100    0.321902       0.595043        1.910884     8.725639         9.328936       7.821175           7.583129        7.595059            7.146677       7.368943           6.710225        7.293571            6.564741     7.218199         6.419257
config483     8.181813     7.763927     8.599700      100    1.541099       0.849401        1.521026     6.292813         5.517595       6.582235           7.332412        6.654591            7.786117       6.726946           8.239821        6.751065            8.391056     6.775183         8.542290
config443     8.192389     7.756258     8.628521      100    1.707727       1.236680        2.587921     6.711504         4.450276       6.354554           6.955709        6.265316            7.582068       6.176079           8.208426        6.146333            8.417212     6.116587         8.625998
config53      8.195397     7.744706     8.646088      100    0.399187       0.921153        1.172841     7.179758         9.299925       6.867234           7.274244        6.789102            6.767824       6.710971           6.261403        6.684928            6.092597     6.658884         5.923790
config339     8.197118     7.709065     8.685172      100    4.739673       1.786979        0.830999     8.338867         7.350661       7.840874           6.410139        7.716376            6.175009       7.591878           5.939879        7.550378            5.861502     7.508879         5.783125
config155     8.258092     7.850486     8.665698      100    0.396467       0.311871        1.015575     9.270293        10.667031       8.110882           7.946222        7.821029            7.266019       7.531176           6.585817        7.434558            6.359083     7.337941         6.132348
config132     8.260670     7.805440     8.715901      100    0.239953       0.329192        2.019599     7.855414         8.128081       7.694371           7.931478        7.654110            7.882328       7.613849           7.833177        7.600428            7.816793     7.587008         7.800410
config136     8.265561     7.862070     8.669051      100    0.872291       0.897023        0.936438     6.430843        10.294034       6.226713           7.368538        6.175680            6.637164       6.124648           5.905790        6.107637            5.661999     6.090626         5.418207
config474     8.307993     7.819837     8.796150      100    0.238242       0.246136        2.236141     6.800661        13.119599       6.775864           8.061857        6.769665            6.797422       6.763466           5.532986        6.761400            5.111507     6.759333         4.690029
config270     8.324853     7.867595     8.782111      100    1.266818       2.016186        1.152278     6.923345         5.704016       6.559793           6.308667        6.468905            6.459830       6.378017           6.610992        6.347721            6.661380     6.317425         6.711768
config260     8.382893     7.909050     8.856735      100    1.046654       1.378913        1.771802     7.129179         5.892181       7.190291           7.003980        7.205569            7.281930       7.220846           7.559879        7.225939            7.652529     7.231032         7.745179
config179     8.417268     7.974152     8.860384      100    0.329181       0.149042        1.577864     8.816403         9.599546       8.431516           8.268226        8.335294            7.935396       8.239072           7.602566        8.206999            7.491623     8.174925         7.380679
config306     8.480193     8.035887     8.924498      100    0.897537       1.188419        1.709789     6.910432         8.319946       7.027868           7.291774        7.057227            7.034731       7.086586           6.777687        7.096372            6.692006     7.106158         6.606325
config379     8.497195     8.109959     8.884431      100    1.794181       0.928218        1.909663     8.572874         8.792528       8.332256           7.568977        8.272102            7.263089       8.211948           6.957201        8.191897            6.855238     8.171845         6.753276
config50      8.498896     8.082728     8.915064      100    0.646900       0.445253        1.372905     6.049855        13.621748       6.041309           8.053643        6.039173            6.661617       6.037036           5.269590        6.036324            4.805581     6.035612         4.341573
config484     8.536985     8.054045     9.019926      100    1.111931       1.512829        1.813184     6.268084        11.028640       5.815006           7.024156        5.701737            6.023035       5.588467           5.021914        5.550711            4.688207     5.512954         4.354500
config397     8.638836     8.190579     9.087093      100    6.627524       1.047098        1.445255    12.015189         5.175344      11.216341           7.591738       11.016629            8.195837      10.816917           8.799936       10.750346            9.001302    10.683775         9.202668
config54      8.661271     8.292233     9.030309      100    1.487196       1.290346        1.034147     6.644982        10.599103       6.536063           7.370925        6.508834            6.563880       6.481604           5.756836        6.472528            5.487821     6.463451         5.218806
config264     8.666422     8.216143     9.116700      100    0.442535       0.785810        0.987677     7.571739        10.623050       7.545212           7.880612        7.538580            7.195002       7.531948           6.509393        7.529738            6.280856     7.527527         6.052320
config217     8.695580     8.198648     9.192513      100    1.708920       2.072641        1.219732     6.214354         6.252181       6.188296           6.622939        6.181781            6.715628       6.175267           6.808318        6.173095            6.839214     6.170924         6.870111
config328     8.704587     8.272679     9.136494      100    0.488755       0.568072        1.341313     7.037938        12.658479       6.870504           8.136515        6.828645            7.006024       6.786787           5.875533        6.772834            5.498702     6.758881         5.121872
config5       8.708718     8.297800     9.119635      100    0.210766       0.359631        1.326251     8.519079         7.283572       8.297600           8.349086        8.242231            8.615465       8.186861           8.881843        8.168405            8.970636     8.149948         9.059429
config440     8.713319     8.221443     9.205195      100    0.097424       0.193337        1.839492     8.393125         9.235334       8.021324           8.519982        7.928374            8.341144       7.835424           8.162307        7.804441            8.102694     7.773457         8.043081
config487     8.726459     8.274864     9.178055      100    0.745622       0.796046        2.086058     7.382759         9.160770       7.656182           7.930413        7.724538            7.622824       7.792894           7.315235        7.815679            7.212705     7.838464         7.110175
config244     8.733692     8.262248     9.205136      100    0.265493       0.943444        1.320241     7.824910        10.494625       7.542873           7.790248        7.472364            7.114154       7.401855           6.438060        7.378352            6.212695     7.354849         5.987330
config70      8.750686     8.279507     9.221866      100    1.090150       1.451815        1.171033     6.698175         6.943169       6.672256           7.298872        6.665776            7.387797       6.659296           7.476723        6.657136            7.506365     6.654976         7.536007
config232     8.758772     8.283071     9.234473      100    2.205340       2.356530        1.731781     6.070383         5.492156       5.818308           6.402241        5.755290            6.629763       5.692271           6.857284        5.671264            6.933124     5.650258         7.008965
config123     8.818678     8.330649     9.306708      100    0.410466       0.350623        1.698144     8.304827        14.254180       7.213367           8.468056        6.940502            7.021524       6.667638           5.574993        6.576683            5.092816     6.485728         4.610639
config202     8.866024     8.437717     9.294332      100    0.834187       1.243755        1.336951     6.791450        11.257350       6.274460           7.622270        6.145212            6.713500       6.015964           5.804730        5.972882            5.501806     5.929799         5.198883
config210     8.878269     8.439055     9.317482      100    0.454253       0.603095        1.486070     7.657364        11.349340       7.509397           8.275174        7.472405            7.506632       7.435413           6.738091        7.423083            6.481910     7.410752         6.225730
config153     8.888519     8.479007     9.298032      100    0.384080       0.636148        1.452217     9.161239         8.598906       8.764901           8.252372        8.665817            8.165738       8.566733           8.079104        8.533705            8.050226     8.500676         8.021349
config263     8.927194     8.474690     9.379697      100    0.225890       0.112017        1.159833     7.179171        14.766034       6.619795           8.815177        6.479951            7.327463       6.340108           5.839748        6.293493            5.343843     6.246878         4.847939
config87      8.937709     8.491179     9.384239      100    0.434581       0.878351        1.682024     8.104464        10.132111       7.952214           8.059358        7.914152            7.541170       7.876089           7.022982        7.863402            6.850253     7.850714         6.677524
config381     8.939029     8.447489     9.430569      100    1.213849       1.318231        1.086626     7.197541         8.687959       6.856324           7.620799        6.771020            7.354009       6.685716           7.087219        6.657281            6.998289     6.628846         6.909359
config125     8.981660     8.511278     9.452042      100    1.046525       1.295197        1.138557     6.880809        10.284961       6.755646           7.686462        6.724355            7.036838       6.693064           6.387213        6.682634            6.170672     6.672204         5.954130
config88      8.983663     8.499515     9.467811      100    0.108377       0.191239        1.601806     8.673647        12.772477       8.017918           8.792424        7.853986            7.797411       7.690054           6.802398        7.635410            6.470727     7.580766         6.139055
config143     9.050340     8.634076     9.466604      100    0.169010       0.379501        1.595358     7.168194         9.228886       8.731136           8.670838        9.121871            8.531326       9.512607           8.391814        9.642852            8.345310     9.773097         8.298806
config393     9.070415     8.662625     9.478206      100    1.161229       0.523286        1.625753     6.750277        13.684536       6.408799           8.547129        6.323430            7.262778       6.238061           5.978426        6.209604            5.550309     6.181148         5.122192
config367     9.070865     8.589183     9.552548      100    1.057028       0.873818        2.174930     7.414684         8.740730       7.685514           8.197048        7.753222            8.061127       7.820930           7.925206        7.843499            7.879899     7.866068         7.834593
config172     9.079472     8.577217     9.581727      100    0.468805       0.691584        3.334092     8.360452         8.446097       8.716335           8.387888        8.805306            8.373336       8.894276           8.358784        8.923933            8.353933     8.953590         8.349082
config330     9.088524     8.655626     9.521422      100    0.791022       0.884027        1.754520     6.846918        11.601303       7.275819           8.204497        7.383044            7.355296       7.490269           6.506094        7.526011            6.223027     7.561753         5.939960
config286     9.108683     8.603682     9.613684      100    1.346409       1.456833        2.323175    10.328893         9.267531       9.781273           7.651850        9.644369            7.247930       9.507464           6.844010        9.461829            6.709369     9.416194         6.574729
config226     9.156267     8.684854     9.627680      100    0.328817       0.597168        1.115310     8.340159         8.929783       8.023372           8.559099        7.944175            8.466428       7.864979           8.373757        7.838580            8.342867     7.812181         8.311976
config113     9.243587     8.771899     9.715275      100    0.242293       0.497248        1.322208     7.711211         8.760794       8.555030           8.746339        8.765985            8.742726       8.976940           8.739112        9.047258            8.737907     9.117576         8.736703
config225     9.273489     8.802595     9.744384      100    1.824221       2.120107        1.109418     6.524810         7.024642       6.895994           7.153383        6.988791            7.185568       7.081587           7.217753        7.112519            7.228482     7.143451         7.239210
config194     9.278354     8.819378     9.737331      100    0.367731       0.525345        1.286593     6.918206        15.737802       6.923845           8.753009        6.925255            7.006811       6.926665           5.260613        6.927135            4.678547     6.927605         4.096481
config103     9.290132     8.807651     9.772612      100    0.207849       0.256225        1.978158     7.519628        14.824261       7.754764           9.033906        7.813548            7.586318       7.872331           6.138729        7.891926            5.656200     7.911521         5.173670
config258     9.297303     8.826804     9.767801      100    1.477864       2.326244        1.695497     6.713533         9.797693       6.690625           6.971059        6.684898            6.264400       6.679171           5.557741        6.677262            5.322188     6.675353         5.086635
config190     9.299644     8.784269     9.815020      100    1.165470       1.738160        1.853318     6.959102         9.502627       6.662641           7.561484        6.588526            7.076198       6.514411           6.590913        6.489706            6.429151     6.465001         6.267389
config204     9.312788     8.843616     9.781961      100    0.191964       0.205736        2.074005     9.106521        14.971369       8.252280           9.107052        8.038719            7.640973       7.825159           6.174894        7.753972            5.686201     7.682786         5.197508
config257     9.319259     8.871958     9.766560      100    0.627442       0.788760        1.571407     6.219440        10.873176       8.168887           8.530499        8.656249            7.944829       9.143610           7.359160        9.306064            7.163937     9.468518         6.968714
config357     9.325998     8.767057     9.884939      100    0.122911       0.139691        1.377810     8.061825        15.538108       7.189582           9.186307        6.971521            7.598357       6.753460           6.010407        6.680773            5.481090     6.608086         4.951773
config297     9.327708     8.806629     9.848788      100    2.203505       3.357949        1.271650     5.519438         6.280221       5.277053           5.969760        5.216457            5.892144       5.155861           5.814529        5.135662            5.788657     5.115464         5.762785
config291     9.331727     8.908727     9.754727      100    2.077647       1.161112        1.764182     8.088160        11.239284       7.599269           8.170615        7.477046            7.403448       7.354824           6.636281        7.314083            6.380558     7.273342         6.124836
config76      9.344354     8.881679     9.807029      100    1.095758       0.705408        0.946409     9.596993         8.259594       9.448719           8.638946        9.411651            8.733784       9.374583           8.828622        9.362227            8.860235     9.349871         8.891848
config299     9.407276     8.915198     9.899353      100    0.655833       0.700390        1.143505     7.306957        14.139815       6.506509           8.706885        6.306397            7.348653       6.106285           5.990420        6.039581            5.537676     5.972877         5.084932
config68      9.418734     8.927530     9.909937      100    0.034338       0.126828        1.957829    10.079344         8.799338       9.889863           9.291906        9.842493            9.415048       9.795123           9.538189        9.779332            9.579237     9.763542         9.620284
config72      9.455090     8.994746     9.915434      100    0.110968       0.324011        2.284949     7.536776        10.238271       8.818151           9.131079        9.138494            8.854281       9.458838           8.577483        9.565619            8.485217     9.672400         8.392952
config250     9.457071     8.959772     9.954370      100    0.909251       1.388147        1.410379     8.606804         9.021571       8.680961           8.068924        8.699500            7.830762       8.718039           7.592601        8.724219            7.513214     8.730399         7.433826
config82      9.464607     9.012342     9.916872      100    1.059786       1.243607        1.082323     6.479254        12.457448       6.418476           8.221000        6.403282            7.161888       6.388087           6.102775        6.383023            5.749738     6.377958         5.396701
config170     9.468709     8.980689     9.956728      100    0.030797       0.144617        1.552564     9.443512        11.741227       8.999526           9.324092        8.888530            8.719808       8.777533           8.115524        8.740534            7.914096     8.703536         7.712668
config470     9.484267     9.008418     9.960117      100    0.380139       0.557685        0.891996     9.096156        11.100947       8.897914           8.926582        8.848353            8.382991       8.798793           7.839400        8.782273            7.658203     8.765752         7.477006
config422     9.487283     8.836841    10.137726      100    0.358113       0.570859        1.877884     8.604645        12.230821       8.184160           8.916424        8.079039            8.087825       7.973918           7.259226        7.938877            6.983026     7.903837         6.706826
config173     9.505971     9.067420     9.944522      100    0.236094       0.484382        1.198302     7.690365        13.308330       8.345490           9.021589        8.509271            7.949904       8.673052           6.878219        8.727646            6.520991     8.782240         6.163762
config28      9.513440     9.033881     9.992999      100    0.941114       0.802308        1.451307     7.248343        13.176755       6.973936           8.711132        6.905335            7.594726       6.836733           6.478321        6.813866            6.106186     6.790998         5.734050
config65      9.514746     9.091942     9.937550      100    1.296426       0.674646        0.941687     5.816958        16.946513       5.352909           8.840100        5.236897            6.813497       5.120885           4.786894        5.082214            4.111359     5.043543         3.435825
config458     9.548191     9.116263     9.980120      100    1.682617       1.231962        1.551595     8.196483        13.294978       8.131170           8.316230        8.114842            7.071543       8.098514           5.826856        8.093071            5.411960     8.087628         4.997064
config62      9.554302     9.072195    10.036409      100    0.167989       0.262827        2.145111     8.304702        14.867710       8.356691           9.291476        8.369688            7.897417       8.382685           6.503358        8.387018            6.038672     8.391350         5.573986
config404     9.577298     9.102872    10.051724      100    0.632967       1.396520        2.020614     6.269472         5.778419       8.235721           8.180778        8.727283            8.781368       9.218845           9.381957        9.382699            9.582154     9.546553         9.782351
config3       9.581217     9.094550    10.067885      100    2.283601       2.065389        1.089532     6.565485         7.469928       7.427821           7.515829        7.643405            7.527304       7.858989           7.538779        7.930851            7.542604     8.002712         7.546429
config346     9.594340     8.988652    10.200029      100    0.369090       0.116043        1.457838     7.036638        18.154238       6.494547           9.478297        6.359025            7.309312       6.223502           5.140326        6.178328            4.417331     6.133154         3.694336
config252     9.609510     9.102124    10.116896      100    0.873787       0.918349        1.153320     7.812238        10.930249       8.105437           8.691160        8.178737            8.131388       8.252036           7.571616        8.276470            7.385025     8.300903         7.198435
config282     9.613108     9.120691    10.105524      100    0.506741       0.271349        1.072872     8.943548        13.269181       8.506595           9.341759        8.397357            8.359903       8.288119           7.378048        8.251706            7.050763     8.215293         6.723478
config52      9.626986     9.131508    10.122464      100    0.887098       0.167195        1.753930     7.024112        15.992884       7.340632           9.459791        7.419762            7.826517       7.498892           6.193244        7.525268            5.648819     7.551645         5.104395
config59      9.640233     9.130044    10.150422      100    1.899191       3.093672        0.961646     5.516452         9.183003       5.295938           6.546561        5.240810            5.887450       5.185682           5.228340        5.167306            5.008636     5.148930         4.788933
config118     9.648133     9.179254    10.117012      100    0.379623       1.090177        0.935662     6.982193         7.789265       8.791340           8.557956        9.243627            8.750129       9.695914           8.942301        9.846676            9.006359     9.997438         9.070417
config360     9.672598     9.261076    10.084120      100    0.195737       0.429274        1.796179     5.937329        14.040845       8.314523           9.243324        8.908822            8.043943       9.503120           6.844563        9.701220            6.444770     9.899319         6.044976
config333     9.685043     9.236005    10.134081      100    0.059747       0.051141        1.218062     8.651748        16.768492       7.997767           9.633903        7.834272            7.850255       7.670777           6.066608        7.616278            5.472059     7.561780         4.877510
config198     9.706350     9.222009    10.190691      100    0.746502       1.420406        1.856065     5.661923         7.155091       7.961444           8.285944        8.536324            8.568657       9.111204           8.851370        9.302831            8.945608     9.494458         9.039845
config272     9.712717     8.819457    10.605976      100   25.778433       1.631604        1.876892    22.598050         8.015692      19.195423           8.081112       18.344766            8.097467      17.494109           8.113823       17.210557            8.119274    16.927005         8.124726
config473     9.745301     9.169902    10.320701      100    0.867907       0.791653        1.819442     7.595088        12.556102       8.339651           8.953648        8.525792            8.053034       8.711933           7.152421        8.773980            6.852216     8.836027         6.552012
config372     9.753711     9.232589    10.274833      100    0.698695       1.042425        1.578481     8.337211         8.687719       8.726966           8.711286        8.824404            8.717178       8.921843           8.723070        8.954322            8.725034     8.986802         8.726997
config269     9.828055     9.301573    10.354538      100    1.248422       2.529639        1.011422     5.702450         5.284704       8.172451           7.298416        8.789951            7.801844       9.407451           8.305272        9.613285            8.473081     9.819118         8.640891
config288     9.834165     9.321880    10.346450      100    2.259216       2.821073        2.472716     5.998934         5.457597       5.949160           7.013092        5.936716            7.401966       5.924272           7.790840        5.920125            7.920464     5.915977         8.050089
config98      9.834655     9.381246    10.288065      100    1.500020       1.857869        0.881885     5.960355         7.670298       8.934169           7.976787        9.677623            8.053409      10.421076           8.130031       10.668894            8.155572    10.916712         8.181112
config106     9.849641     9.372320    10.326963      100    0.816642       0.503152        1.412710     6.390625        16.268266       6.355146           9.346489        6.346276            7.616045       6.337407           5.885601        6.334450            5.308786     6.331493         4.731971
config141     9.861754     9.301346    10.422163      100    0.182452       0.148993        1.919999     8.523508        16.512777       8.170149           9.712762        8.081810            8.012758       7.993470           6.312754        7.964024            5.746086     7.934577         5.179418
config147     9.881339     9.407209    10.355469      100    1.440334       2.672290        1.372333     5.200692         4.620384       6.669735           7.209048        7.036996            7.856214       7.404257           8.503381        7.526677            8.719103     7.649097         8.934825
config445     9.892826     9.404771    10.380881      100    1.194700       2.281660        1.370620     6.691704        12.568332       6.515457           7.611166        6.471395            6.371875       6.427334           5.132583        6.412646            4.719486     6.397959         4.306389
config207     9.901907     9.449932    10.353882      100    0.372540       0.865856        1.306981     7.619215        12.445854       9.015025           9.036052        9.363978            8.183601       9.712930           7.331150        9.829248            7.047000     9.945565         6.762850
config92      9.910125     9.420318    10.399931      100    1.060013       1.150237        1.289025     6.408118        14.601318       6.313388           8.759887        6.289706            7.299530       6.266024           5.839172        6.258130            5.352386     6.250235         4.865600
config500     9.920608     9.401876    10.439340      100    0.153664       0.737683        2.023161     7.490646        14.082419       7.649376           9.182925        7.689059            7.958051       7.728742           6.733178        7.741969            6.324886     7.755197         5.916595
config465     9.922590     9.355661    10.489519      100    1.027359       1.374046        1.934234     7.835545         8.850321       8.126579           8.548544        8.199337            8.473100       8.272095           8.397656        8.296348            8.372508     8.320601         8.347360
config294     9.924993     9.460125    10.389861      100    0.131820       0.779453        1.045979     8.244602        13.805931       7.782326           9.145540        7.666757            7.980442       7.551188           6.815344        7.512665            6.426978     7.474142         6.038612
config160     9.926313     9.309188    10.543437      100    0.360083       0.709748        1.809942     8.594441        11.741933      11.087624           9.216565       11.710920            8.585223      12.334216           7.953881       12.541981            7.743434    12.749746         7.532987
config238     9.977069     9.464248    10.489889      100    0.364528       0.799191        1.409189     7.496534         8.083516       7.182759           9.177877        7.104315            9.451468       7.025871           9.725058        6.999723            9.816255     6.973576         9.907452
config412     9.999428     9.514909    10.483947      100    2.377782       2.886126        2.126083     6.050962        10.488234       5.790824           7.113302        5.725789            6.269569       5.660755           5.425836        5.639076            5.144592     5.617398         4.863347
config475    10.000142     9.493721    10.506563      100    1.165754       1.900147        1.613342     6.954422        10.816787       7.228839           8.099995        7.297444            7.420796       7.366048           6.741598        7.388916            6.515199     7.411784         6.288800
config444    10.001899     9.492901    10.510896      100    1.112562       1.471959        1.376020     8.183093         8.183623       8.829273           8.529939        8.990818            8.616518       9.152363           8.703097        9.206211            8.731957     9.260059         8.760817
config184    10.031850     9.594216    10.469483      100    3.341049       3.359246        1.191626     5.353836         9.591252       5.393696           6.672603        5.403662            5.942941       5.413627           5.213279        5.416949            4.970058     5.420270         4.726837
config8      10.039698     9.494280    10.585115      100    0.290512       0.916039        1.545705     8.346605         9.917005       8.050010           9.123658        7.975861            8.925321       7.901712           8.726984        7.876996            8.660872     7.852279         8.594760
