
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.6 (shown are averages)
------------------------------
              eval-loss      lower-CI      upper-CI  n-seeds     train-mae  train-uUB-mae  train-time_min   test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95   test-qloss1  test-uUB-qloss1
config74   1.164443e+06  1.046362e+06  1.282524e+06      100  3.398851e+01   1.542954e+03        0.974165  1.415482e+06     1.495358e+06   1.163549e+06       1.162900e+06    1.100566e+06        1.079786e+06   1.037583e+06       9.966712e+05    1.016589e+06        9.689663e+05  9.955943e+05     9.412615e+05
config113  1.165731e+06  1.049332e+06  1.282130e+06      100  5.649225e+01   7.894781e+02        2.126682  1.445303e+06     1.622663e+06   1.167313e+06       1.164942e+06    1.097816e+06        1.050512e+06   1.028318e+06       9.360812e+05    1.005153e+06        8.979378e+05  9.819867e+05     8.597943e+05
config126  1.166623e+06  1.049373e+06  1.283873e+06      100  1.285673e+02   7.824281e+02        1.265203  1.494647e+06     1.574671e+06   1.139081e+06       1.165840e+06    1.050189e+06        1.063633e+06   9.612975e+05       9.614250e+05    9.316669e+05        9.273558e+05  9.020364e+05     8.932866e+05
config198  1.172620e+06  1.053228e+06  1.292013e+06      100  2.997515e+02   1.307734e+03        2.224885  1.454862e+06     1.939354e+06   1.193919e+06       1.171312e+06    1.128684e+06        9.793019e+05   1.063448e+06       7.872916e+05    1.041703e+06        7.232881e+05  1.019958e+06     6.592846e+05
config425  1.173614e+06  1.052934e+06  1.294294e+06      100  3.640710e+02   1.962605e+03        1.397021  1.461905e+06     1.483065e+06   1.166441e+06       1.171651e+06    1.092575e+06        1.093798e+06   1.018709e+06       1.015944e+06    9.940874e+05        9.899929e+05  9.694654e+05     9.640417e+05
config171  1.174139e+06  1.055507e+06  1.292770e+06      100  2.721468e+02   2.935913e+03        1.219175  1.420405e+06     2.015680e+06   1.117040e+06       1.171203e+06    1.041199e+06        9.600835e+05   9.653583e+05       7.489642e+05    9.400779e+05        6.785911e+05  9.147976e+05     6.082180e+05
config200  1.175189e+06  1.057665e+06  1.292713e+06      100  1.213212e+04   1.586467e+03        1.164551  1.574355e+06     1.463732e+06   1.217779e+06       1.173603e+06    1.128635e+06        1.101070e+06   1.039491e+06       1.028538e+06    1.009776e+06        1.004360e+06  9.800617e+05     9.801831e+05
config437  1.177407e+06  1.057057e+06  1.297756e+06      100  4.390135e+01   1.366667e+03        1.167262  1.484547e+06     1.795899e+06   1.216102e+06       1.176040e+06    1.148991e+06        1.021075e+06   1.081879e+06       8.661107e+05    1.059509e+06        8.144558e+05  1.037138e+06     7.628009e+05
config19   1.177774e+06  1.058888e+06  1.296661e+06      100  9.556824e+00   5.322863e+02        1.414907  1.424201e+06     2.068635e+06   1.163545e+06       1.177242e+06    1.098381e+06        9.543940e+05   1.033217e+06       7.315458e+05    1.011496e+06        6.572631e+05  9.897746e+05     5.829804e+05
config120  1.178897e+06  1.059667e+06  1.298128e+06      100  4.894051e+01   1.826878e+03        2.044276  1.374444e+06     2.051740e+06   1.124300e+06       1.177070e+06    1.061764e+06        9.584029e+05   9.992277e+05       7.397355e+05    9.783823e+05        6.668464e+05  9.575370e+05     5.939573e+05
config190  1.180265e+06  1.063103e+06  1.297426e+06      100  2.123221e+01   1.148783e+03        2.658874  1.454723e+06     1.483747e+06   1.113654e+06       1.179116e+06    1.028387e+06        1.102958e+06   9.431199e+05       1.026800e+06    9.146975e+05        1.001414e+06  8.862751e+05     9.760284e+05
config188  1.186599e+06  1.068024e+06  1.305173e+06      100  3.165732e+01   1.209844e+03        1.376041  1.411794e+06     1.615465e+06   1.212465e+06       1.185389e+06    1.162632e+06        1.077870e+06   1.112800e+06       9.703507e+05    1.096189e+06        9.345110e+05  1.079579e+06     8.986714e+05
config39   1.189619e+06  1.068529e+06  1.310709e+06      100  1.004373e+01   5.027144e+02        2.279143  1.439648e+06     1.568915e+06   1.205298e+06       1.189117e+06    1.146710e+06        1.094167e+06   1.088122e+06       9.992175e+05    1.068593e+06        9.675676e+05  1.049064e+06     9.359178e+05
config470  1.194576e+06  1.075681e+06  1.313472e+06      100  4.320840e+01   7.773164e+02        2.060058  1.601908e+06     1.793944e+06   1.180288e+06       1.193799e+06    1.074883e+06        1.043763e+06   9.694782e+05       8.937267e+05    9.343432e+05        8.437146e+05  8.992082e+05     7.937025e+05
config197  1.196207e+06  1.076854e+06  1.315560e+06      100  8.117683e+02   2.954632e+03        1.772646  1.315447e+06     1.572333e+06   1.218667e+06       1.193252e+06    1.194472e+06        1.098482e+06   1.170277e+06       1.003712e+06    1.162212e+06        9.721218e+05  1.154147e+06     9.405318e+05
config175  1.201459e+06  1.078855e+06  1.324064e+06      100  1.664181e+01   8.906644e+02        1.576382  1.521352e+06     1.890055e+06   1.199375e+06       1.200569e+06    1.118881e+06        1.028197e+06   1.038387e+06       8.558255e+05    1.011555e+06        7.983683e+05  9.847241e+05     7.409110e+05
config228  1.202145e+06  1.080122e+06  1.324169e+06      100  2.943439e+01   4.795319e+02        1.129902  1.628539e+06     1.711978e+06   1.217598e+06       1.201666e+06    1.114863e+06        1.074088e+06   1.012128e+06       9.465098e+05    9.778830e+05        9.039838e+05  9.436380e+05     8.614578e+05
config274  1.203736e+06  1.082498e+06  1.324975e+06      100  1.334993e+00   2.843775e+03        1.231077  1.436133e+06     1.785080e+06   1.226623e+06       1.200893e+06    1.174246e+06        1.054846e+06   1.121869e+06       9.087988e+05    1.104410e+06        8.601165e+05  1.086951e+06     8.114342e+05
config315  1.204619e+06  1.081614e+06  1.327623e+06      100  5.291194e+01   2.053568e+03        1.590969  1.482762e+06     2.276949e+06   1.118428e+06       1.202565e+06    1.027345e+06        9.339694e+05   9.362610e+05       6.653735e+05    9.058998e+05        5.758415e+05  8.755386e+05     4.863095e+05
config250  1.205390e+06  1.083700e+06  1.327079e+06      100  6.933804e+00   9.918609e+02        2.024424  1.457359e+06     2.050310e+06   1.184477e+06       1.204398e+06    1.116256e+06        9.929197e+05   1.048035e+06       7.814415e+05    1.025295e+06        7.109488e+05  1.002555e+06     6.404561e+05
config376  1.205637e+06  1.082218e+06  1.329057e+06      100  1.466804e+01   9.982924e+02        1.869958  1.498806e+06     2.048173e+06   1.203131e+06       1.204639e+06    1.129212e+06        9.937557e+05   1.055293e+06       7.828721e+05    1.030653e+06        7.125776e+05  1.006013e+06     6.422831e+05
config353  1.206391e+06  1.079114e+06  1.333667e+06      100  2.695881e+03   1.675920e+04        1.751489  1.467954e+06     1.563922e+06   1.179604e+06       1.189631e+06    1.107516e+06        1.096059e+06   1.035428e+06       1.002486e+06    1.011399e+06        9.712954e+05  9.873701e+05     9.401045e+05
config284  1.207728e+06  1.085274e+06  1.330182e+06      100  2.516686e+01   3.840185e+03        1.409733  1.484161e+06     2.145223e+06   1.154812e+06       1.203888e+06    1.072475e+06        9.685541e+05   9.901377e+05       7.332203e+05    9.626920e+05        6.547757e+05  9.352463e+05     5.763311e+05
config107  1.208314e+06  1.085082e+06  1.331546e+06      100  2.158353e+01   6.613256e+02        1.830447  1.540146e+06     1.763855e+06   1.152053e+06       1.207653e+06    1.055030e+06        1.068602e+06   9.580070e+05       9.295513e+05    9.256659e+05        8.832011e+05  8.933249e+05     8.368508e+05
config323  1.211463e+06  1.090657e+06  1.332270e+06      100  4.189633e+00   1.496381e+03        1.601692  1.514381e+06     1.684137e+06   1.247662e+06       1.209967e+06    1.180982e+06        1.091424e+06   1.114302e+06       9.728816e+05    1.092076e+06        9.333674e+05  1.069849e+06     8.938533e+05
config312  1.213365e+06  1.090908e+06  1.335823e+06      100  9.613024e+03   8.571820e+03        1.658662  1.486300e+06     1.613564e+06   1.242530e+06       1.204793e+06    1.181587e+06        1.102601e+06   1.120644e+06       1.000408e+06    1.100330e+06        9.663437e+05  1.080016e+06     9.322794e+05
config33   1.215249e+06  1.091011e+06  1.339487e+06      100  3.962237e+00   1.340951e+03        1.444880  1.452995e+06     2.177383e+06   1.196247e+06       1.213908e+06    1.132060e+06        9.730394e+05   1.067873e+06       7.321707e+05    1.046478e+06        6.518811e+05  1.025082e+06     5.715916e+05
config294  1.217011e+06  1.092091e+06  1.341931e+06      100  1.681443e+01   2.062741e+03        2.411695  1.433250e+06     2.240410e+06   1.132567e+06       1.214948e+06    1.057396e+06        9.585826e+05   9.822258e+05       7.022171e+05    9.571689e+05        6.167619e+05  9.321120e+05     5.313067e+05
config211  1.218088e+06  1.095970e+06  1.340206e+06      100  9.653273e+02   1.010425e+04        1.586232  1.321671e+06     1.773820e+06   1.198502e+06       1.207984e+06    1.167710e+06        1.066525e+06   1.136918e+06       9.250664e+05    1.126654e+06        8.779134e+05  1.116390e+06     8.307604e+05
config356  1.218192e+06  1.093154e+06  1.343230e+06      100  6.203398e+01   1.134427e+03        1.931752  1.456129e+06     2.285842e+06   1.128451e+06       1.217057e+06    1.046532e+06        9.498613e+05   9.646121e+05       6.826651e+05    9.373056e+05        5.935997e+05  9.099992e+05     5.045343e+05
config287  1.219727e+06  1.095027e+06  1.344427e+06      100  4.907532e+01   7.263167e+03        0.811977  1.470829e+06     2.228212e+06   1.145076e+06       1.212464e+06    1.063638e+06        9.585265e+05   9.822001e+05       7.045894e+05    9.550541e+05        6.199437e+05  9.279081e+05     5.352980e+05
config76   1.225511e+06  1.101233e+06  1.349788e+06      100  1.350531e+01   2.683660e+03        0.971909  1.476800e+06     2.075358e+06   1.210480e+06       1.222827e+06    1.143900e+06        1.009694e+06   1.077320e+06       7.965618e+05    1.055127e+06        7.255176e+05  1.032934e+06     6.544734e+05
config85   1.226668e+06  1.097069e+06  1.356267e+06      100  2.792458e+04   1.950337e+04        1.860891  1.674021e+06     1.875394e+06   1.240522e+06       1.207165e+06    1.132147e+06        1.040107e+06   1.023772e+06       8.730497e+05    9.876475e+05        8.173639e+05  9.515226e+05     7.616780e+05
config271  1.227922e+06  1.102353e+06  1.353491e+06      100  4.182128e+01   5.862952e+03        1.383150  1.404178e+06     1.760768e+06   1.235449e+06       1.222059e+06    1.193266e+06        1.087382e+06   1.151084e+06       9.527046e+05    1.137023e+06        9.078121e+05  1.122962e+06     8.629197e+05
config119  1.229034e+06  1.107989e+06  1.350079e+06      100  5.549973e+02   8.486308e+03        1.076779  1.365392e+06     1.653318e+06   1.163752e+06       1.220548e+06    1.113342e+06        1.112355e+06   1.062932e+06       1.004163e+06    1.046129e+06        9.680987e+05  1.029325e+06     9.320345e+05
config56   1.232396e+06  1.105980e+06  1.358812e+06      100  4.345033e+00   5.905398e+02        1.817105  1.445895e+06     2.391096e+06   1.149375e+06       1.231806e+06    1.075245e+06        9.419828e+05   1.001114e+06       6.521601e+05    9.764043e+05        5.555526e+05  9.516942e+05     4.589450e+05
config99   1.232592e+06  1.106782e+06  1.358401e+06      100  3.863288e+02   1.173960e+03        1.483433  1.434055e+06     2.143302e+06   1.226803e+06       1.231418e+06    1.174990e+06        1.003447e+06   1.123176e+06       7.754754e+05    1.105905e+06        6.994850e+05  1.088634e+06     6.234946e+05
config415  1.236614e+06  1.110231e+06  1.362997e+06      100  1.690368e+01   1.162287e+03        1.897712  1.484561e+06     1.887995e+06   1.250723e+06       1.235452e+06    1.192264e+06        1.072316e+06   1.133804e+06       9.091800e+05    1.114318e+06        8.548015e+05  1.094831e+06     8.004229e+05
config82   1.238825e+06  1.111732e+06  1.365919e+06      100  4.312553e+03   5.939292e+03        0.983178  1.439135e+06     2.177332e+06   1.166561e+06       1.232886e+06    1.098417e+06        9.967748e+05   1.030274e+06       7.606633e+05    1.007559e+06        6.819595e+05  9.848447e+05     6.032557e+05
config276  1.245883e+06  1.120475e+06  1.371290e+06      100  3.192507e+03   1.920307e+03        2.601461  1.323080e+06     1.812509e+06   1.301026e+06       1.243962e+06    1.295513e+06        1.101826e+06   1.289999e+06       9.596889e+05    1.288161e+06        9.123099e+05  1.286323e+06     8.649310e+05
config103  1.247858e+06  1.118355e+06  1.377362e+06      100  1.210366e+03   2.418348e+03        1.006478  1.489991e+06     1.758778e+06   1.291746e+06       1.245440e+06    1.242185e+06        1.117105e+06   1.192624e+06       9.887706e+05    1.176104e+06        9.459924e+05  1.159583e+06     9.032141e+05
config395  1.249354e+06  1.122917e+06  1.375790e+06      100  1.344198e+04   8.716412e+03        1.252423  1.450853e+06     1.439022e+06   1.278234e+06       1.240637e+06    1.235079e+06        1.191041e+06   1.191924e+06       1.141445e+06    1.177539e+06        1.124913e+06  1.163154e+06     1.108381e+06
config293  1.250037e+06  1.122352e+06  1.377722e+06      100  8.274820e+02   3.656636e+03        1.098381  1.374160e+06     2.065013e+06   1.201181e+06       1.246381e+06    1.157936e+06        1.041723e+06   1.114692e+06       8.370646e+05    1.100277e+06        7.688453e+05  1.085862e+06     7.006259e+05
config418  1.252954e+06  1.127608e+06  1.378300e+06      100  5.223461e+01   1.598433e+03        1.831355  1.472568e+06     1.547121e+06   1.101315e+06       1.251356e+06    1.008502e+06        1.177414e+06   9.156893e+05       1.103473e+06    8.847517e+05        1.078825e+06  8.538140e+05     1.054178e+06
config370  1.255811e+06  1.121455e+06  1.390167e+06      100  1.948020e+04   5.616025e+03        1.196864  1.578034e+06     1.408887e+06   1.460649e+06       1.250195e+06    1.431303e+06        1.210522e+06   1.401957e+06       1.170849e+06    1.392175e+06        1.157625e+06  1.382392e+06     1.144400e+06
config245  1.257797e+06  1.128928e+06  1.386666e+06      100  1.476007e+03   3.486041e+03        1.717113  1.474839e+06     1.989108e+06   1.260252e+06       1.254311e+06    1.206605e+06        1.070612e+06   1.152958e+06       8.869123e+05    1.135075e+06        8.256792e+05  1.117193e+06     7.644461e+05
config374  1.258153e+06  1.128785e+06  1.387520e+06      100  2.866043e+01   2.684981e+03        1.023724  1.411547e+06     2.191048e+06   1.223561e+06       1.255468e+06    1.176564e+06        1.021573e+06   1.129568e+06       7.876775e+05    1.113902e+06        7.097125e+05  1.098237e+06     6.317474e+05
config208  1.258866e+06  1.130096e+06  1.387636e+06      100  4.891481e+01   8.848689e+03        0.667783  1.478980e+06     2.180057e+06   1.123479e+06       1.250017e+06    1.034604e+06        1.017507e+06   9.457292e+05       7.849969e+05    9.161041e+05        7.074936e+05  8.864791e+05     6.299902e+05
config449  1.260807e+06  1.132018e+06  1.389597e+06      100  5.586640e+01   2.765801e+04        1.082392  1.519799e+06     2.279424e+06   1.126579e+06       1.233149e+06    1.028274e+06        9.715804e+05   9.299694e+05       7.100115e+05    8.972011e+05        6.228219e+05  8.644327e+05     5.356323e+05
config475  1.266506e+06  1.136176e+06  1.396837e+06      100  1.208053e+00   2.283039e+03        1.918961  1.476178e+06     2.165672e+06   1.245962e+06       1.264223e+06    1.188407e+06        1.038861e+06   1.130853e+06       8.134989e+05    1.111668e+06        7.383781e+05  1.092484e+06     6.632574e+05
config77   1.267590e+06  1.140124e+06  1.395055e+06      100  2.394940e+02   4.191742e+03        0.896026  1.466610e+06     1.982172e+06   1.275176e+06       1.263398e+06    1.227318e+06        1.083704e+06   1.179459e+06       9.040109e+05    1.163507e+06        8.441130e+05  1.147554e+06     7.842152e+05
config51   1.267806e+06  1.136901e+06  1.398712e+06      100  1.388723e+01   2.710266e+03        1.888571  1.520749e+06     2.270248e+06   1.241704e+06       1.265096e+06    1.171943e+06        1.013808e+06   1.102182e+06       7.625198e+05    1.078928e+06        6.787571e+05  1.055675e+06     5.949944e+05
config22   1.268561e+06  1.142219e+06  1.394903e+06      100  2.287046e+01   1.977431e+03        2.401651  1.418679e+06     1.758102e+06   1.265119e+06       1.266584e+06    1.226730e+06        1.143704e+06   1.188340e+06       1.020825e+06    1.175543e+06        9.798648e+05  1.162747e+06     9.389049e+05
config27   1.268849e+06  1.139504e+06  1.398194e+06      100  7.942071e+00   4.083906e+02        2.566749  1.558344e+06     1.662867e+06   1.306150e+06       1.268441e+06    1.243101e+06        1.169834e+06   1.180053e+06       1.071227e+06    1.159037e+06        1.038359e+06  1.138020e+06     1.005490e+06
config326  1.268863e+06  1.139494e+06  1.398233e+06      100  2.149770e+04   1.413037e+04        1.701971  1.613704e+06     2.099044e+06   1.191905e+06       1.254733e+06    1.086455e+06        1.043655e+06   9.810057e+05       8.325774e+05    9.458558e+05        7.622181e+05  9.107059e+05     6.918588e+05
config421  1.269157e+06  1.140547e+06  1.397768e+06      100  4.938715e+01   6.774710e+02        2.506866  1.449699e+06     2.421456e+06   1.178197e+06       1.268480e+06    1.110322e+06        9.802356e+05   1.042447e+06       6.919914e+05    1.019822e+06        5.959101e+05  9.971967e+05     4.998287e+05
config272  1.270340e+06  1.142466e+06  1.398214e+06      100  1.796161e+02   1.707369e+03        1.247883  1.534598e+06     1.704299e+06   1.288369e+06       1.268633e+06    1.226811e+06        1.159716e+06   1.165254e+06       1.050800e+06    1.144735e+06        1.014494e+06  1.124216e+06     9.781886e+05
config497  1.273336e+06  1.142730e+06  1.403941e+06      100  3.125866e+02   1.814094e+04        1.567139  1.496381e+06     2.366089e+06   1.195919e+06       1.255195e+06    1.120803e+06        9.774712e+05   1.045687e+06       6.997476e+05    1.020649e+06        6.071731e+05  9.956104e+05     5.145986e+05
config97   1.273520e+06  1.141311e+06  1.405728e+06      100  4.485801e+04   1.387425e+04        1.004887  1.491323e+06     1.581726e+06   1.323153e+06       1.259645e+06    1.281111e+06        1.179125e+06   1.239068e+06       1.098605e+06    1.225054e+06        1.071765e+06  1.211040e+06     1.044925e+06
config130  1.277121e+06  1.149418e+06  1.404824e+06      100  4.041759e+00   1.872513e+03        1.837955  1.502340e+06     1.576090e+06   1.254004e+06       1.275249e+06    1.191921e+06        1.200039e+06   1.129837e+06       1.124828e+06    1.109142e+06        1.099758e+06  1.088447e+06     1.074688e+06
config205  1.278812e+06  1.151065e+06  1.406559e+06      100  2.616682e+01   1.611267e+03        2.130818  1.541456e+06     1.894559e+06   1.287658e+06       1.277201e+06    1.224208e+06        1.122861e+06   1.160759e+06       9.685218e+05    1.139609e+06        9.170753e+05  1.118459e+06     8.656288e+05
config481  1.279711e+06  1.139116e+06  1.420307e+06      100  1.150212e+05   6.636477e+04        0.960407  1.594287e+06     1.633966e+06   1.276838e+06       1.213347e+06    1.197476e+06        1.108192e+06   1.118113e+06       1.003037e+06    1.091659e+06        9.679853e+05  1.065205e+06     9.329337e+05
config221  1.280055e+06  1.146135e+06  1.413975e+06      100  5.612127e+04   3.796633e+04        0.935014  1.425040e+06     1.901677e+06   1.284107e+06       1.242089e+06    1.248873e+06        1.077192e+06   1.213640e+06       9.122944e+05    1.201896e+06        8.573287e+05  1.190151e+06     8.023629e+05
config471  1.280727e+06  1.150299e+06  1.411154e+06      100  5.862639e+01   4.734337e+03        1.126137  1.517591e+06     2.371872e+06   1.154131e+06       1.275992e+06    1.063266e+06        1.002022e+06   9.724008e+05       7.280524e+05    9.421124e+05        6.367291e+05  9.118241e+05     5.454058e+05
config14   1.280854e+06  1.154837e+06  1.406871e+06      100  3.486758e+01   1.665380e+03        1.337439  1.468973e+06     1.870041e+06   1.276331e+06       1.279189e+06    1.228170e+06        1.131476e+06   1.180009e+06       9.837624e+05    1.163956e+06        9.345247e+05  1.147902e+06     8.852870e+05
config104  1.282097e+06  1.154880e+06  1.409314e+06      100  1.572307e+03   7.277620e+03        1.801316  1.543564e+06     1.508342e+06   1.112105e+06       1.274819e+06    1.004240e+06        1.216439e+06   8.963748e+05       1.158058e+06    8.604199e+05        1.138598e+06  8.244650e+05     1.119138e+06
config72   1.283327e+06  1.154404e+06  1.412249e+06      100  9.992329e+00   1.381052e+03        1.406316  1.418316e+06     1.590023e+06   1.228616e+06       1.281945e+06    1.181191e+06        1.204926e+06   1.133766e+06       1.127907e+06    1.117958e+06        1.102234e+06  1.102150e+06     1.076561e+06
config314  1.283527e+06  1.151639e+06  1.415416e+06      100  4.890960e+00   2.509794e+03        1.464953  1.477853e+06     2.223213e+06   1.255177e+06       1.281017e+06    1.199508e+06        1.045469e+06   1.143839e+06       8.099198e+05    1.125282e+06        7.314036e+05  1.106726e+06     6.528873e+05
config358  1.284337e+06  1.153432e+06  1.415241e+06      100  1.388913e+02   2.198987e+03        0.704440  1.563079e+06     1.985080e+06   1.306307e+06       1.282138e+06    1.242114e+06        1.106402e+06   1.177921e+06       9.306664e+05    1.156523e+06        8.720878e+05  1.135125e+06     8.135093e+05
config408  1.288788e+06  1.161172e+06  1.416403e+06      100  2.109486e+01   3.423160e+03        1.943304  1.559631e+06     1.689842e+06   1.288177e+06       1.285365e+06    1.220313e+06        1.184245e+06   1.152449e+06       1.083126e+06    1.129828e+06        1.049419e+06  1.107207e+06     1.015713e+06
config258  1.288860e+06  1.159477e+06  1.418244e+06      100  2.818700e+03   1.480290e+04        1.849248  1.357046e+06     1.866096e+06   1.323065e+06       1.274058e+06    1.314570e+06        1.126048e+06   1.306074e+06       9.780386e+05    1.303243e+06        9.287021e+05  1.300411e+06     8.793656e+05
config196  1.288867e+06  1.155902e+06  1.421832e+06      100  7.402116e+00   1.781065e+03        1.903340  1.496495e+06     2.350988e+06   1.167659e+06       1.287086e+06    1.085450e+06        1.021111e+06   1.003241e+06       7.551355e+05    9.758379e+05        6.664770e+05  9.484349e+05     5.778186e+05
config286  1.291190e+06  1.158434e+06  1.423947e+06      100  2.730546e+03   1.582756e+04        1.402591  1.406890e+06     1.917659e+06   1.262846e+06       1.275363e+06    1.226835e+06        1.114789e+06   1.190824e+06       9.542145e+05    1.178820e+06        9.006898e+05  1.166817e+06     8.471650e+05
config215  1.292287e+06  1.161473e+06  1.423101e+06      100  1.987353e+02   1.991455e+03        2.034640  1.351658e+06     2.520453e+06   1.169449e+06       1.290295e+06    1.123896e+06        9.827559e+05   1.078344e+06       6.752165e+05    1.063160e+06        5.727034e+05  1.047976e+06     4.701902e+05
config291  1.292708e+06  1.160213e+06  1.425203e+06      100  1.311545e+01   6.518641e+02        1.532591  1.479688e+06     2.408970e+06   1.171151e+06       1.292056e+06    1.094017e+06        1.012828e+06   1.016883e+06       7.335996e+05    9.911716e+05        6.405235e+05  9.654602e+05     5.474474e+05
config32   1.292901e+06  1.165373e+06  1.420429e+06      100  2.107758e+01   1.730432e+04        1.025970  1.510389e+06     1.782247e+06   1.131408e+06       1.275597e+06    1.036662e+06        1.148934e+06   9.419172e+05       1.022272e+06    9.103354e+05        9.800511e+05  8.787536e+05     9.378302e+05
config195  1.292972e+06  1.164840e+06  1.421103e+06      100  7.002911e+00   8.157997e+02        1.926860  1.587297e+06     1.904581e+06   1.274113e+06       1.292156e+06    1.195817e+06        1.139050e+06   1.117521e+06       9.859437e+05    1.091422e+06        9.349083e+05  1.065323e+06     8.838729e+05
config345  1.295846e+06  1.163855e+06  1.427838e+06      100  7.214043e+00   1.083545e+03        1.488678  1.466376e+06     2.673297e+06   1.137986e+06       1.294763e+06    1.055889e+06        9.501291e+05   9.737911e+05       6.054955e+05    9.464253e+05        4.906176e+05  9.190595e+05     3.757397e+05
config324  1.296862e+06  1.161668e+06  1.432056e+06      100  4.131245e+01   1.242258e+03        1.731682  1.463946e+06     2.647458e+06   1.094659e+06       1.295620e+06    1.002337e+06        9.576600e+05   9.100152e+05       6.197003e+05    8.792412e+05        5.070471e+05  8.484673e+05     3.943939e+05
config202  1.299720e+06  1.170255e+06  1.429186e+06      100  2.848882e+02   3.524851e+04        2.087069  1.495019e+06     2.273322e+06   1.137623e+06       1.264472e+06    1.048273e+06        1.012259e+06   9.589243e+05       7.600465e+05    9.291412e+05        6.759756e+05  8.993581e+05     5.919048e+05
config60   1.301004e+06  1.167099e+06  1.434908e+06      100  2.608731e+00   1.516065e+03        1.744548  1.523929e+06     2.306341e+06   1.229137e+06       1.299488e+06    1.155439e+06        1.047774e+06   1.081741e+06       7.960610e+05    1.057175e+06        7.121565e+05  1.032609e+06     6.282521e+05
config248  1.301154e+06  1.168613e+06  1.433694e+06      100  3.971264e+02   1.764334e+04        2.227276  1.428540e+06     2.274101e+06   1.240672e+06       1.283510e+06    1.193705e+06        1.035863e+06   1.146738e+06       7.882150e+05    1.131082e+06        7.056658e+05  1.115426e+06     6.231166e+05
