
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.9 (shown are averages)
------------------------------
           eval-loss   lower-CI   upper-CI  n-seeds  train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config164   0.089003   0.083176   0.094830      100   0.002081       0.006070        1.097406     0.174962         0.199560       0.122199           0.121809        0.109009            0.102371       0.095818           0.082933        0.091421            0.076454     0.087024         0.069974
config362   0.090445   0.082754   0.098135      100   0.045393       0.007430        1.439626     0.253599         0.235156       0.169948           0.133728        0.149035            0.108371       0.128123           0.083014        0.121152            0.074562     0.114181         0.066109
config191   0.091711   0.086382   0.097039      100   0.008944       0.014075        1.261062     0.236953         0.379168       0.141503           0.178147        0.117641            0.127891       0.093778           0.077636        0.085824            0.060884     0.077870         0.044132
config166   0.091770   0.077331   0.106208      100   0.194462       0.014718        1.508064     0.238871         0.140418       0.168741           0.098174        0.151209            0.087613       0.133676           0.077052        0.127832            0.073532     0.121988         0.070011
config222   0.092274   0.084651   0.099898      100   0.005219       0.006112        1.887100     0.250980         0.319735       0.143797           0.164020        0.117001            0.125091       0.090206           0.086163        0.081274            0.073186     0.072342         0.060210
config141   0.092582   0.074122   0.111041      100   0.128584       0.020481        1.753134     0.236957         0.198036       0.134970           0.114079        0.109474            0.093090       0.083977           0.072101        0.075478            0.065105     0.066980         0.058108
config158   0.092977   0.085934   0.100019      100   0.002773       0.006583        1.619060     0.240342         0.261150       0.147804           0.144646        0.124670            0.115520       0.101535           0.086394        0.093823            0.076685     0.086112         0.066976
config253   0.093600   0.082504   0.104697      100   0.004671       0.014863        1.065339     0.209039         0.288026       0.117062           0.148500        0.094068            0.113619       0.071074           0.078737        0.063409            0.067110     0.055744         0.055483
config417   0.094182   0.087125   0.101239      100   0.007943       0.013884        1.040415     0.177890         0.229024       0.122795           0.129874        0.109021            0.105086       0.095248           0.080298        0.090656            0.072036     0.086065         0.063773
config387   0.094274   0.086182   0.102367      100   0.002870       0.013723        2.473658     0.118235         0.180798       0.112855           0.113967        0.111510            0.097259       0.110165           0.080551        0.109717            0.074982     0.109269         0.069413
config441   0.094311   0.075894   0.112727      100   0.051183       0.011463        1.678558     0.119340         0.224874       0.086735           0.130190        0.078584            0.106519       0.070432           0.082848        0.067715            0.074958     0.064998         0.067067
config388   0.096215   0.090320   0.102111      100   0.001379       0.021163        1.881453     0.139600         0.292157       0.077795           0.147420        0.062344            0.111236       0.046892           0.075052        0.041742            0.062991     0.036591         0.050930
config472   0.096380   0.081051   0.111709      100   0.407835       0.015738        1.216757     0.358940         0.150081       0.260095           0.103788        0.235384            0.092215       0.210672           0.080642        0.202435            0.076785     0.194198         0.072927
config93    0.096749   0.090808   0.102690      100   0.001720       0.006202        2.165693     0.190754         0.288436       0.120196           0.156510        0.102557            0.123528       0.084918           0.090547        0.079038            0.079553     0.073158         0.068559
config112   0.097345   0.090457   0.104233      100   0.003279       0.013817        1.486188     0.085878         0.174449       0.079903           0.113835        0.078409            0.098681       0.076916           0.083528        0.076418            0.078476     0.075920         0.073425
config40    0.097358   0.088197   0.106520      100   0.001596       0.015648        2.606688     0.131777         0.429424       0.078403           0.197615        0.065060            0.139663       0.051716           0.081711        0.047269            0.062393     0.042821         0.043076
config252   0.098027   0.091037   0.105018      100   0.003289       0.017582        1.749628     0.189797         0.393085       0.126583           0.184659        0.110779            0.132552       0.094976           0.080446        0.089708            0.063077     0.084440         0.045708
config46    0.098848   0.090493   0.107203      100   0.002675       0.005003        1.067738     0.170933         0.217778       0.100853           0.135156        0.083333            0.114500       0.065813           0.093845        0.059973            0.086959     0.054133         0.080074
config425   0.100244   0.082644   0.117845      100   1.165740       0.018564        2.508151     0.871306         0.213879       0.612788           0.125746        0.548159            0.103713       0.483529           0.081680        0.461986            0.074336     0.440443         0.066991
config35    0.100445   0.094021   0.106868      100   0.002107       0.006141        1.202509     0.130072         0.419270       0.078803           0.202626        0.065985            0.148465       0.053168           0.094304        0.048895            0.076251     0.044623         0.058197
config133   0.101154   0.092091   0.110217      100   0.004312       0.005957        1.399583     0.142050         0.104974       0.140400           0.098456        0.139987            0.096827       0.139574           0.095197        0.139437            0.094654     0.139299         0.094111
config325   0.101269   0.092473   0.110065      100   0.007632       0.025626        1.072745     0.110331         0.244308       0.069043           0.131865        0.058721            0.103754       0.048399           0.075643        0.044959            0.066273     0.041518         0.056902
config224   0.102669   0.094812   0.110527      100   0.005259       0.009650        2.583082     0.155136         0.383632       0.087106           0.189890        0.070098            0.141455       0.053091           0.093020        0.047422            0.076875     0.041752         0.060729
config171   0.102847   0.090877   0.114816      100   0.003464       0.030077        1.794987     0.103540         0.244982       0.058922           0.130174        0.047767            0.101472       0.036613           0.072770        0.032895            0.063202     0.029176         0.053635
config380   0.102880   0.094381   0.111380      100   0.003914       0.011749        1.561334     0.171392         0.307686       0.112128           0.163316        0.097311            0.127224       0.082495           0.091131        0.077557            0.079100     0.072618         0.067070
config371   0.102885   0.093519   0.112251      100   0.004678       0.008323        2.396423     0.258144         0.296562       0.161794           0.161895        0.137707            0.128228       0.113620           0.094562        0.105590            0.083340     0.097561         0.072117
config116   0.103652   0.092381   0.114923      100   0.914709       0.013730        1.362836     0.704706         0.164275       0.518899           0.114707        0.472447            0.102314       0.425995           0.089922        0.410511            0.085791     0.395027         0.081661
config484   0.104154   0.089559   0.118749      100   0.059801       0.027720        2.058495     0.146358         0.251625       0.093482           0.134831        0.080263            0.105632       0.067044           0.076434        0.062638            0.066701     0.058232         0.056968
config154   0.104555   0.095707   0.113404      100   0.031820       0.007970        1.636394     0.296099         0.321038       0.165518           0.171403        0.132873            0.133994       0.100228           0.096586        0.089346            0.084116     0.078464         0.071646
config323   0.105411   0.095844   0.114979      100   0.008216       0.020117        1.018273     0.152831         0.175018       0.116800           0.115202        0.107792            0.100248       0.098785           0.085294        0.095782            0.080310     0.092779         0.075325
config163   0.105499   0.099942   0.111057      100   0.005451       0.058295        2.205764     0.095317         0.222266       0.068396           0.105558        0.061666            0.076381       0.054936           0.047204        0.052692            0.037478     0.050449         0.027753
config223   0.105811   0.094436   0.117185      100   0.002956       0.028931        1.742767     0.077168         0.276992       0.045810           0.143584        0.037970            0.110232       0.030130           0.076880        0.027517            0.065762     0.024904         0.054645
config246   0.107830   0.098724   0.116935      100   0.004919       0.008889        1.640252     0.260900         0.312653       0.154175           0.170178        0.127493            0.134560       0.100812           0.098941        0.091918            0.087068     0.083024         0.075195
config248   0.108371   0.100262   0.116480      100   0.003259       0.013594        1.156394     0.178823         0.271167       0.132434           0.153573        0.120837            0.124175       0.109240           0.094777        0.105374            0.084977     0.101508         0.075178
config13    0.110431   0.100558   0.120303      100   0.002211       0.004153        2.879942     0.130159         0.110838       0.111143           0.107798        0.106389            0.107038       0.101635           0.106278        0.100050            0.106024     0.098465         0.105771
config370   0.110918   0.103570   0.118266      100   0.003392       0.006219        1.963449     0.270261         0.362080       0.169075           0.190493        0.143778            0.147596       0.118482           0.104699        0.110050            0.090400     0.101617         0.076101
config391   0.110926   0.104396   0.117455      100   0.003174       0.009889        1.463079     0.154249         0.429550       0.093186           0.210541        0.077921            0.155789       0.062655           0.101037        0.057567            0.082786     0.052478         0.064536
config64    0.111226   0.100879   0.121572      100   0.002917       0.015146        2.790091     0.172364         0.400995       0.113296           0.197718        0.098529            0.146899       0.083761           0.096080        0.078839            0.079140     0.073917         0.062200
config439   0.111399   0.103290   0.119508      100   0.079504       0.009062        1.289812     0.231250         0.455563       0.155215           0.220079        0.136206            0.161208       0.117197           0.102337        0.110861            0.082713     0.104524         0.063090
config114   0.111724   0.099715   0.123734      100   0.013109       0.027600        1.227113     0.169043         0.261732       0.115278           0.143326        0.101837            0.113725       0.088396           0.084124        0.083916            0.074257     0.079435         0.064390
config443   0.112547   0.098564   0.126531      100   0.005707       0.013599        1.172921     0.261667         0.292862       0.154434           0.163586        0.127625            0.131268       0.100817           0.098949        0.091881            0.088176     0.082945         0.077403
config19    0.112877   0.104228   0.121525      100   0.007349       0.009768        1.731511     0.226832         0.302667       0.160534           0.169628        0.143959            0.136369       0.127384           0.103109        0.121859            0.092022     0.116334         0.080936
config51    0.113637   0.103926   0.123348      100   0.003368       0.005634        1.247627     0.166285         0.189008       0.098106           0.135005        0.081061            0.121504       0.064016           0.108003        0.058335            0.103503     0.052653         0.099003
config267   0.113939   0.102306   0.125572      100   0.003641       0.012377        1.204249     0.248005         0.390145       0.140616           0.197756        0.113769            0.149659       0.086922           0.101562        0.077972            0.085529     0.069023         0.069497
config271   0.114826   0.084100   0.145552      100   0.043287       0.031357        1.927604     0.201801         0.307916       0.107061           0.158284        0.083375            0.120876       0.059690           0.083469        0.051795            0.070999     0.043900         0.058530
config410   0.115456   0.109189   0.121723      100   0.003166       0.007330        1.169443     0.145696         0.522427       0.079692           0.246226        0.063191            0.177176       0.046690           0.108125        0.041189            0.085109     0.035689         0.062092
config424   0.115970   0.104952   0.126987      100   0.010969       0.023575        2.197318     0.153684         0.393592       0.096616           0.192794        0.082349            0.142594       0.068082           0.092394        0.063327            0.075661     0.058571         0.058928
config400   0.116736   0.106068   0.127404      100   0.005156       0.033321        1.549126     0.134499         0.270989       0.083552           0.145940        0.070815            0.114678       0.058078           0.083416        0.053832            0.072995     0.049587         0.062574
config434   0.117423   0.110093   0.124752      100   0.002713       0.008139        1.917395     0.208854         0.288452       0.130525           0.169007        0.110942            0.139145       0.091360           0.109284        0.084833            0.099330     0.078305         0.089376
config330   0.117505   0.102476   0.132534      100   0.017062       0.034647        1.716044     0.118738         0.317472       0.076272           0.161063        0.065655            0.121960       0.055039           0.082858        0.051500            0.069824     0.047961         0.056790
config234   0.117603   0.103440   0.131765      100   0.346056       0.020374        1.414351     0.414391         0.256814       0.294365           0.150423        0.264359            0.123826       0.234352           0.097228        0.224350            0.088362     0.214348         0.079496
config91    0.118345   0.109797   0.126893      100   0.007677       0.016512        1.601433     0.144382         0.202822       0.107948           0.135496        0.098840            0.118665       0.089731           0.101833        0.086695            0.096223     0.083659         0.090612
config140   0.118567   0.111325   0.125809      100   0.002563       0.042728        1.328849     0.162396         0.362304       0.114564           0.171327        0.102606            0.123583       0.090647           0.075839        0.086661            0.059924     0.082675         0.044009
config145   0.119019   0.112571   0.125466      100   0.004326       0.005253        1.466420     0.130026         0.476459       0.083569           0.234663        0.071955            0.174214       0.060341           0.113765        0.056469            0.093616     0.052598         0.073466
config7     0.120795   0.109710   0.131880      100   0.003307       0.004373        1.274411     0.150750         0.124419       0.169232           0.119088        0.173853            0.117755       0.178473           0.116422        0.180013            0.115977     0.181553         0.115533
config316   0.120921   0.110229   0.131613      100   0.003878       0.007980        1.216696     0.235852         0.227936       0.163365           0.151273        0.145243            0.132107       0.127122           0.112941        0.121081            0.106553     0.115040         0.100164
config277   0.121365   0.020522   0.222208      100   0.420240       0.056090        1.811048     0.350709         0.170748       0.246151           0.100433        0.220012            0.082854       0.193872           0.065275        0.185159            0.059416     0.176446         0.053556
config344   0.122237   0.114031   0.130444      100   0.002908       0.009023        1.545790     0.208073         0.429865       0.141915           0.218764        0.125375            0.165989       0.108835           0.113214        0.103322            0.095622     0.097809         0.078031
config97    0.122458   0.114269   0.130647      100   0.001744       0.006631        1.375760     0.199541         0.248990       0.159317           0.160215        0.149260            0.138021       0.139204           0.115827        0.135852            0.108429     0.132500         0.101031
config347   0.123501   0.106007   0.140995      100   0.071121       0.018195        1.626215     0.185826         0.193716       0.135740           0.134776        0.123218            0.120041       0.110697           0.105306        0.106523            0.100395     0.102349         0.095483
config454   0.123786   0.114564   0.133009      100   0.004079       0.019734        2.115966     0.131834         0.251788       0.153392           0.153297        0.158782            0.128675       0.164171           0.104052        0.165968            0.095844     0.167764         0.087637
config269   0.124380   0.107695   0.141065      100   0.783296       0.021343        1.081548     0.652685         0.143072       0.478222           0.116382        0.434606            0.109709       0.390991           0.103037        0.376452            0.100813     0.361914         0.098589
config115   0.124426   0.117561   0.131292      100   0.003549       0.010356        1.382417     0.194188         0.518518       0.129623           0.248886        0.113482            0.181478       0.097341           0.114070        0.091960            0.091601     0.086580         0.069132
config426   0.124590   0.116955   0.132226      100   0.005112       0.010629        0.976496     0.301755         0.321492       0.170911           0.183138        0.138200            0.148549       0.105489           0.113961        0.094586            0.102432     0.083682         0.090902
config401   0.125873   0.112633   0.139113      100   0.032147       0.018215        2.234706     0.155078         0.416306       0.089850           0.210540        0.073543            0.159099       0.057236           0.107658        0.051801            0.090511     0.046365         0.073363
config328   0.126262   0.115570   0.136953      100   0.002915       0.010672        1.298545     0.221641         0.289406       0.163816           0.173528        0.149360            0.144559       0.134904           0.115589        0.130085            0.105933     0.125266         0.096277
config105   0.126480   0.117452   0.135507      100   0.004866       0.012945        1.666718     0.154453         0.308327       0.134496           0.178465        0.129507            0.146000       0.124517           0.113535        0.122854            0.102713     0.121191         0.091891
config217   0.127132   0.119342   0.134923      100   0.004119       0.030144        1.429880     0.210105         0.341161       0.127321           0.178379        0.106625            0.137684       0.085929           0.096989        0.079031            0.083423     0.072132         0.069858
config162   0.127226   0.120559   0.133894      100   0.001461       0.005300        1.700735     0.173142         0.506685       0.094182           0.250179        0.074442            0.186053       0.054702           0.121927        0.048122            0.100551     0.041542         0.079176
config226   0.127415   0.118037   0.136793      100   0.002290       0.020432        2.130065     0.134008         0.492024       0.086637           0.235330        0.074794            0.171157       0.062951           0.106983        0.059004            0.085592     0.055056         0.064201
config385   0.127906   0.086533   0.169280      100   0.030534       0.027866        1.810173     0.180242         0.192894       0.116684           0.130992        0.100794            0.115516       0.084904           0.100040        0.079608            0.094881     0.074311         0.089723
config190   0.128127   0.118835   0.137420      100   0.003976       0.005806        1.123295     0.199467         0.173598       0.131918           0.139413        0.115031            0.130867       0.098144           0.122321        0.092515            0.119473     0.086886         0.116624
config429   0.128204   0.119130   0.137279      100   0.005206       0.013988        2.370074     0.144556         0.478569       0.093251           0.235667        0.080425            0.174942       0.067599           0.114217        0.063323            0.093975     0.059048         0.073733
config353   0.128282   0.118841   0.137722      100   0.010190       0.011996        1.387646     0.238478         0.418143       0.144259           0.216905        0.120704            0.166595       0.097149           0.116286        0.089298            0.099516     0.081446         0.082746
config8     0.128302   0.111880   0.144724      100   0.082358       0.011852        1.478876     0.189673         0.130448       0.131794           0.121116        0.117324            0.118783       0.102854           0.116450        0.098031            0.115672     0.093207         0.114894
config68    0.128662   0.110753   0.146571      100   0.025434       0.014227        1.303978     0.207633         0.188632       0.138049           0.139168        0.120653            0.126802       0.103257           0.114436        0.097458            0.110313     0.091660         0.106191
config167   0.128898   0.117905   0.139891      100   0.004016       0.011448        1.260768     0.204087         0.257284       0.145201           0.164062        0.130480            0.140756       0.115758           0.117450        0.110851            0.109682     0.105944         0.101913
config343   0.129538   0.116929   0.142146      100   0.042511       0.027634        1.281358     0.175944         0.377747       0.114912           0.193851        0.099653            0.147877       0.084395           0.101904        0.079309            0.086579     0.074223         0.071254
config54    0.129587   0.117462   0.141713      100   0.017334       0.033333        1.915992     0.191368         0.405969       0.128871           0.199493        0.113246            0.147873       0.097622           0.096254        0.092414            0.079048     0.087206         0.061841
config66    0.130331   0.120908   0.139753      100   0.011559       0.014450        1.114484     0.169559         0.406368       0.103834           0.212710        0.087402            0.164295       0.070971           0.115881        0.065494            0.099743     0.060017         0.083605
config452   0.130798   0.119335   0.142262      100   0.131567       0.032921        1.153397     0.259818         0.314989       0.171079           0.170247        0.148894            0.134062       0.126709           0.097877        0.119314            0.085815     0.111919         0.073753
config291   0.130915   0.119736   0.142094      100   0.002675       0.008278        1.609567     0.145585         0.116081       0.158754           0.120452        0.162046            0.121545       0.165338           0.122638        0.166435            0.123002     0.167533         0.123366
config279   0.130986   0.123871   0.138101      100   0.002192       0.004243        1.500701     0.184376         0.495585       0.128342           0.249690        0.114334            0.188216       0.100326           0.126742        0.095656            0.106251     0.090987         0.085760
config356   0.132510   0.123198   0.141822      100   0.003915       0.008307        1.884478     0.289044         0.360377       0.182354           0.202927        0.155682            0.163565       0.129009           0.124203        0.120118            0.111082     0.111227         0.097961
config313   0.132870   0.121883   0.143856      100   0.014614       0.010018        2.279629     0.215952         0.588498       0.128398           0.278067        0.106509            0.200459       0.084620           0.122851        0.077324            0.096982     0.070028         0.071113
config212   0.132897   0.124133   0.141661      100   0.002351       0.005829        1.500060     0.272086         0.311467       0.188195           0.188535        0.167222            0.157802       0.146250           0.127068        0.139259            0.116824     0.132268         0.106580
config352   0.134138   0.125120   0.143155      100   0.002743       0.004454        1.553212     0.164661         0.329760       0.153264           0.196376        0.150415            0.163030       0.147566           0.129684        0.146616            0.118569     0.145666         0.107453
config324   0.134359   0.125449   0.143269      100   0.003549       0.007807        1.431616     0.207145         0.530951       0.128272           0.261352        0.108554            0.193952       0.088835           0.126552        0.082263            0.104086     0.075690         0.081619
config243   0.134553   0.123348   0.145758      100   0.002464       0.011516        2.163115     0.245914         0.396909       0.188491           0.214327        0.174136            0.168682       0.159780           0.123037        0.154995            0.107821     0.150209         0.092606
config453   0.135071   0.123858   0.146285      100   0.045490       0.023823        1.435218     0.201234         0.167944       0.115956           0.130147        0.094636            0.120697       0.073317           0.111248        0.066210            0.108098     0.059104         0.104949
config436   0.135704   0.123905   0.147503      100   0.006077       0.009464        0.934544     0.137120         0.159363       0.082544           0.137281        0.068900            0.131760       0.055255           0.126240        0.050707            0.124400     0.046159         0.122560
config478   0.135871   0.125592   0.146150      100   0.004230       0.015671        2.545439     0.132830         0.267035       0.148926           0.169145        0.152949            0.144672       0.156973           0.120200        0.158314            0.112042     0.159656         0.103885
config345   0.136311   0.127551   0.145070      100   0.004619       0.032494        1.208057     0.264035         0.400777       0.165191           0.202804        0.140480            0.153310       0.115769           0.103817        0.107532            0.087319     0.099295         0.070821
config177   0.137041   0.129481   0.144601      100   0.002267       0.009683        0.927303     0.239675         0.297446       0.160727           0.184054        0.140990            0.155706       0.121253           0.127358        0.114674            0.117909     0.108095         0.108459
config26    0.137145   0.127070   0.147220      100   0.002937       0.013410        2.905845     0.142894         0.205745       0.176133           0.151072        0.184443            0.137403       0.192753           0.123735        0.195523            0.119179     0.198293         0.114623
config490   0.137170   0.128332   0.146008      100   0.011584       0.041723        0.889307     0.164229         0.304546       0.118136           0.165146        0.106612            0.130296       0.095089           0.095446        0.091248            0.083830     0.087407         0.072213
config69    0.137248   0.095079   0.179417      100   0.027949       0.035664        1.172466     0.190028         0.222839       0.137349           0.142002        0.124179            0.121793       0.111009           0.101584        0.106619            0.094848     0.102230         0.088111
config468   0.137645   0.129712   0.145578      100   0.004082       0.036620        0.890446     0.254374         0.375314       0.161969           0.192454        0.138867            0.146739       0.115766           0.101024        0.108065            0.085786     0.100365         0.070548
config61    0.137922   0.128526   0.147318      100   0.029847       0.004364        1.365270     0.233102         0.542958       0.148265           0.270025        0.127056            0.201791       0.105847           0.133558        0.098777            0.110814     0.091707         0.088069
config257   0.138126   0.127467   0.148785      100   0.001614       0.005100        1.771123     0.245047         0.272929       0.199545           0.179661        0.188169            0.156343       0.176794           0.133026        0.173002            0.125254     0.169210         0.117481
config375   0.138704   0.129213   0.148195      100   0.003935       0.003071        1.293520     0.259908         0.529995       0.157179           0.267087        0.131497            0.201360       0.105815           0.135633        0.097254            0.113724     0.088693         0.091815
config301   0.138764   0.122952   0.154576      100   0.070798       0.018792        2.472967     0.258437         0.263671       0.165807           0.167872        0.142649            0.143922       0.119492           0.119972        0.111773            0.111989     0.104053         0.104006
config98    0.139629   0.128069   0.151189      100   0.018410       0.021088        1.410005     0.213933         0.355700       0.156172           0.197594        0.141732            0.158067       0.127292           0.118541        0.122479            0.105365     0.117665         0.092189
config194   0.139973   0.132181   0.147764      100   0.002320       0.009923        1.133199     0.157221         0.555511       0.089895           0.271870        0.073063            0.200960       0.056232           0.130050        0.050621            0.106413     0.045011         0.082776
config295   0.140142   0.109378   0.170907      100   0.108371       0.056731        1.701855     0.179160         0.299127       0.116270           0.155316        0.100548            0.119364       0.084826           0.083411        0.079585            0.071427     0.074344         0.059443
config122   0.140194   0.128343   0.152045      100   0.007805       0.011155        1.350356     0.186665         0.143680       0.137958           0.133919        0.125781            0.131479       0.113604           0.129039        0.109545            0.128225     0.105486         0.127412
