
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.75 (shown are averages)
------------------------------
            eval-loss    lower-CI    upper-CI  n-seeds   train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config323    2.212437    2.102160    2.322713      100    0.056519       0.083153        1.528410     2.813692         3.086503       2.252335           2.320728        2.111996            2.129284       1.971657           1.937840        1.924877            1.874025     1.878098         1.810210
config38     2.213027    2.107046    2.319008      100    0.015779       0.011098        2.479013     2.534218         5.771416       2.235776           2.915827        2.161166            2.201929       2.086556           1.488032        2.061685            1.250066     2.036815         1.012100
config21     2.217095    2.119885    2.314304      100    0.030878       0.044205        1.068109     2.757130         4.022551       2.311044           2.542822        2.199522            2.172890       2.088001           1.802958        2.050827            1.679647     2.013653         1.556336
config386    2.217935    2.121593    2.314278      100    0.010596       0.021085        1.583074     2.744609         2.813239       2.312626           2.320128        2.204630            2.196851       2.096634           2.073573        2.060635            2.032481     2.024637         1.991388
config29     2.224011    2.106284    2.341737      100    0.209580       0.175659        1.373516     2.288319         4.279397       2.161931           2.494561        2.130334            2.048352       2.098737           1.602143        2.088205            1.453407     2.077672         1.304670
config273    2.224726    2.109549    2.339904      100    0.025315       0.057217        1.115878     2.607416         2.651069       2.258639           2.264221        2.171445            2.167509       2.084251           2.070797        2.055186            2.038559     2.026121         2.006322
config180    2.225725    2.116258    2.335192      100    0.154643       0.074818        0.897451     2.329991         3.309017       2.009855           2.382529        1.929821            2.150907       1.849787           1.919285        1.823109            1.842078     1.796431         1.764871
config103    2.236783    2.141023    2.332542      100    0.017487       0.010320        1.612825     2.778580         5.922348       2.122354           2.965639        1.958298            2.226462       1.794241           1.487285        1.739556            1.240893     1.684870         0.994500
config462    2.238041    2.129130    2.346953      100    0.016114       0.104575        1.413788     2.797232         3.247640       2.253337           2.356301        2.117363            2.133466       1.981389           1.910632        1.936065            1.836353     1.890740         1.762075
config424    2.245388    2.142289    2.348486      100    0.100581       0.087273        0.854490     2.295126         2.794785       2.161986           2.285449        2.128700            2.158114       2.095415           2.030780        2.084320            1.988335     2.073225         1.945891
config119    2.250019    2.158512    2.341526      100    0.166305       0.036461        1.132375     2.301154         5.798605       2.036191           2.930568        1.969950            2.213559       1.903709           1.496549        1.881628            1.257546     1.859548         1.018543
config304    2.253505    2.153818    2.353192      100    0.007683       0.012978        1.456700     2.719750         5.651790       2.170594           2.922780        2.033305            2.240527       1.896016           1.558274        1.850253            1.330857     1.804490         1.103439
config83     2.257850    2.158734    2.356965      100    0.008989       0.014847        1.820165     2.766743         5.120713       2.248160           2.818545        2.118514            2.243003       1.988869           1.667461        1.945653            1.475613     1.902438         1.283766
config473    2.258063    2.164006    2.352121      100    0.064040       0.047588        1.150444     2.429517         4.884422       2.200159           2.745265        2.142820            2.210476       2.085480           1.675686        2.066367            1.497423     2.047254         1.319160
config149    2.260760    2.120724    2.400797      100    0.028161       0.128196        1.440468     2.786584         3.336622       2.235817           2.373376        2.098125            2.132564       1.960433           1.891753        1.914536            1.811482     1.868639         1.731212
config223    2.261489    2.142298    2.380681      100    0.384874       0.112100        1.246037     2.757181         3.027972       2.240573           2.325106        2.111421            2.149389       1.982269           1.973673        1.939218            1.915101     1.896168         1.856528
config226    2.262733    2.168977    2.356490      100    0.069521       0.038055        1.118458     2.613050         5.757288       2.191557           2.931201        2.086184            2.224679       1.980811           1.518157        1.945686            1.282650     1.910562         1.047142
config104    2.268581    2.183327    2.353834      100    0.072366       0.050887        1.007296     2.608915         5.951683       2.236524           2.964492        2.143427            2.217694       2.050329           1.470896        2.019296            1.221963     1.988264         0.973030
config363    2.272380    2.152014    2.392747      100    0.040373       0.098624        1.179923     2.775950         3.957316       2.354544           2.530468        2.249192            2.173756       2.143841           1.817044        2.108723            1.698140     2.073606         1.579236
config2      2.273953    2.168142    2.379764      100    0.512918       0.221917        1.308098     2.812379         3.530730       2.372923           2.347775        2.263058            2.052036       2.153194           1.756297        2.116573            1.657718     2.079952         1.559138
config245    2.275590    2.153099    2.398082      100    0.014590       0.033640        1.455272     2.615393         4.498636       2.494488           2.693287        2.464261            2.241950       2.434035           1.790613        2.423959            1.640167     2.413884         1.489722
config374    2.287919    2.144931    2.430908      100    0.209860       0.166370        2.271308     2.538424         3.004031       2.336790           2.298046        2.286381            2.121550       2.235973           1.945053        2.219170            1.886221     2.202367         1.827389
config284    2.290642    2.197838    2.383446      100    0.005192       0.008383        1.959801     2.581048         5.580186       2.275705           2.941845        2.199369            2.282259       2.123034           1.622674        2.097588            1.402812     2.072143         1.182951
config406    2.294709    2.183219    2.406200      100    0.083624       0.091484        0.914866     2.557128         3.572848       2.403525           2.477150        2.365125            2.203225       2.326724           1.929301        2.313924            1.837993     2.301123         1.746685
config369    2.299261    2.184618    2.413903      100    0.085986       0.111868        1.537285     2.342003         3.829757       2.123750           2.515865        2.069186            2.187392       2.014623           1.858919        1.996435            1.749429     1.978247         1.639938
config238    2.302430    2.206851    2.398008      100    0.014704       0.004785        2.038472     2.773245         6.334985       2.270059           3.105113        2.144262            2.297645       2.018465           1.490177        1.976533            1.221021     1.934601         0.951865
config441    2.303886    2.200149    2.407622      100    0.090188       0.080829        0.885385     2.349372         3.306148       2.278340           2.439675        2.260582            2.223056       2.242824           2.006438        2.236905            1.934232     2.230986         1.862026
config384    2.306445    2.205380    2.407509      100    0.011200       0.018762        2.101877     2.600448         5.969170       2.219311           3.023980        2.124027            2.287683       2.028743           1.551385        1.996981            1.305953     1.965220         1.060520
config159    2.308889    2.203995    2.413783      100    0.221642       0.070227        1.754424     2.460192         4.713231       2.479050           2.733576        2.483765            2.238662       2.488479           1.743748        2.490051            1.578777     2.491622         1.413805
config279    2.312141    2.202944    2.421338      100    0.082480       0.081300        1.289313     2.432163         4.149052       2.386755           2.614483        2.375402            2.230841       2.364050           1.847198        2.360266            1.719318     2.356482         1.591437
config125    2.313996    2.201642    2.426349      100    0.053690       0.260605        1.968817     2.332682         5.215707       2.361965           2.685854        2.369286            2.053391       2.376607           1.420928        2.379048            1.210107     2.381488         0.999285
config410    2.316408    2.222397    2.410419      100    0.009206       0.006192        1.561998     2.735053         6.218226       2.306047           3.091818        2.198795            2.310216       2.091544           1.528614        2.055793            1.268080     2.020043         1.007546
config165    2.317728    2.197005    2.438451      100    0.092326       0.161808        0.728742     2.746437         3.486088       2.290038           2.421954        2.175938            2.155920       2.061838           1.889887        2.023805            1.801209     1.985772         1.712531
config169    2.319427    2.196794    2.442059      100    0.034498       0.166984        2.309368     2.584977         4.829207       2.469259           2.687796        2.440330            2.152443       2.411400           1.617090        2.401757            1.438639     2.392114         1.260188
config449    2.326025    2.197877    2.454173      100    0.091661       0.197976        0.859185     2.754904         3.353066       2.287615           2.373052        2.170793            2.128049       2.053971           1.883046        2.015030            1.801378     1.976089         1.719710
config7      2.344953    2.254213    2.435693      100    0.009925       0.026008        1.850708     2.620786         4.482718       2.481087           2.751700        2.446162            2.318946       2.411237           1.886191        2.399596            1.741940     2.387954         1.597688
config66     2.345978    2.229397    2.462559      100    2.260314       0.181202        2.203777     3.642175         3.296512       3.172021           2.391124        3.054483            2.164777       2.936944           1.938429        2.897765            1.862980     2.858585         1.787531
config229    2.349991    2.232491    2.467490      100    1.059174       0.076213        0.886416     3.347970         4.813034       2.699623           2.781629        2.537536            2.273778       2.375450           1.765927        2.321421            1.596643     2.267392         1.427359
config412    2.356850    2.263683    2.450018      100    0.005677       0.022474        1.667667     2.649771         5.095898       2.638349           2.886680        2.635493            2.334376       2.632638           1.782072        2.631686            1.597970     2.630734         1.413869
config437    2.363245    2.258252    2.468237      100    0.015898       0.009297        1.237743     2.549741         6.317696       2.187278           3.146697        2.096663            2.353948       2.006047           1.561198        1.975842            1.296948     1.945637         1.032699
config60     2.369169    2.255511    2.482827      100    0.041485       0.065266        1.149822     2.593564         4.086436       2.318291           2.660410        2.249473            2.303903       2.180655           1.947397        2.157715            1.828561     2.134776         1.709726
config136    2.370643    2.233563    2.507723      100    0.404528       0.141100        2.182823     2.638986         2.771762       2.516417           2.337987        2.485775            2.229543       2.455132           2.121099        2.444918            2.084951     2.434704         2.048803
config271    2.376226    2.266657    2.485794      100    0.011295       0.102466        1.934804     2.453184         5.321244       2.486924           2.883257        2.495359            2.273760       2.503795           1.664263        2.506606            1.461097     2.509418         1.257932
config366    2.382439    2.277601    2.487277      100    0.017211       0.066596        1.227895     2.939997         2.577962       2.382322           2.368266        2.242903            2.315842       2.103484           2.263418        2.057011            2.245944     2.010538         2.228469
config255    2.384552    2.281152    2.487951      100    0.028256       0.023365        1.729476     2.775776         6.533150       2.362311           3.195580        2.258944            2.361187       2.155578           1.526794        2.121122            1.248663     2.086667         0.970533
config409    2.388753    2.289793    2.487714      100    0.044451       0.151061        1.899993     2.609835         5.336445       2.398215           2.857443        2.345310            2.237692       2.292405           1.617942        2.274770            1.411358     2.257135         1.204775
config433    2.390494    2.260513    2.520475      100    0.149694       0.142229        1.306212     2.497438         2.558843       2.369445           2.310381        2.337447            2.248265       2.305449           2.186149        2.294783            2.165444     2.284117         2.144739
config233    2.396075    2.289385    2.502765      100    0.124629       0.047803        1.307404     2.703488         5.745538       2.366751           3.027725        2.282566            2.348272       2.198382           1.668819        2.170321            1.442335     2.142259         1.215850
config453    2.399997    2.292842    2.507151      100    0.043508       0.032319        0.704414     2.819864         5.546625       2.651962           3.003467        2.609987            2.367677       2.568011           1.731888        2.554019            1.519958     2.540028         1.308028
config151    2.403364    2.306283    2.500445      100    0.016071       0.027611        1.143813     2.837280         2.744999       2.565547           2.449602        2.497614            2.375753       2.429681           2.301904        2.407036            2.277287     2.384392         2.252671
config251    2.406442    2.295723    2.517161      100    0.248565       0.112182        0.737582     2.590570         5.197837       2.130496           2.874975        2.015478            2.294260       1.900459           1.713544        1.862120            1.519972     1.823780         1.326401
config306    2.408909    2.281978    2.535840      100    0.041964       0.020437        1.227921     2.341112         4.937138       2.154541           2.898205        2.107898            2.388472       2.061255           1.878739        2.045708            1.708828     2.030160         1.538917
config260    2.410273    2.300189    2.520356      100    0.006574       0.031636        2.072318     2.419862         2.761993       2.459423           2.455308        2.469313            2.378636       2.479203           2.301965        2.482500            2.276408     2.485797         2.250850
config71     2.414949    2.195107    2.634790      100    0.064261       0.177735        1.835652     2.690914         4.440446       2.419991           2.677860        2.352261            2.237214       2.284530           1.796567        2.261953            1.649685     2.239376         1.502803
config105    2.424745    2.292811    2.556680      100    0.146393       0.092894        1.505371     2.684052         4.519867       2.471163           2.769455        2.417941            2.331852       2.364719           1.894249        2.346978            1.748381     2.329238         1.602513
config383    2.426731    2.326521    2.526941      100    0.002992       0.010998        1.408663     2.504820         5.754118       2.663386           3.083410        2.703027            2.415733       2.742669           1.748056        2.755883            1.525497     2.769096         1.302937
config150    2.430538    2.323425    2.537652      100    0.007516       0.042951        1.940749     2.696854         2.622832       2.543919           2.434636        2.505685            2.387588       2.467451           2.340539        2.454707            2.324856     2.441962         2.309173
config244    2.433896    2.333891    2.533901      100    0.009420       0.017092        1.519473     2.329032         5.044190       2.532452           2.942281        2.583307            2.416804       2.634161           1.891327        2.651113            1.716167     2.668065         1.541008
config209    2.439925    2.330756    2.549094      100    0.112420       0.055923        0.821843     2.780408         4.812346       2.634260           2.869671        2.597723            2.384002       2.561186           1.898333        2.549007            1.736443     2.536828         1.574554
config311    2.443491    2.320070    2.566913      100    0.025794       0.056236        2.782630     2.648162         5.871836       2.322845           3.084171        2.241516            2.387255       2.160186           1.690339        2.133077            1.458034     2.105967         1.225728
config206    2.448100    2.326476    2.569724      100    0.012383       0.023985        1.955688     2.649757         6.089964       2.289460           3.157285        2.199386            2.424115       2.109312           1.690946        2.079288            1.446556     2.049263         1.202166
config337    2.449701    2.315955    2.583447      100    0.007473       0.031783        1.860631     2.609985         2.530432       2.395341           2.440420        2.341681            2.417918       2.288020           2.395415        2.270133            2.387914     2.252246         2.380413
config446    2.451974    2.340239    2.563708      100    0.052439       0.055416        1.166511     2.949390         2.991695       2.686636           2.515586        2.620947            2.396558       2.555259           2.277531        2.533362            2.237855     2.511466         2.198179
config313    2.457924    2.358551    2.557297      100    0.020863       0.008802        1.291857     2.319391         6.250914       2.025697           3.209480        1.952274            2.449122       1.878850           1.688763        1.854376            1.435311     1.829901         1.181858
config173    2.461427    2.348697    2.574156      100    0.271366       0.056408        2.568273     3.061371         2.551117       2.806623           2.434238        2.742936            2.405018       2.679249           2.375799        2.658020            2.366059     2.636791         2.356319
config301    2.462498    2.328722    2.596274      100    0.030406       0.066908        1.981153     2.999246         5.629477       2.449901           3.042367        2.312565            2.395590       2.175229           1.748812        2.129450            1.533220     2.083672         1.317627
config183    2.466854    2.346662    2.587047      100    0.026946       0.086008        0.785695     2.707858         2.574266       2.379075           2.419530        2.296879            2.380846       2.214683           2.342162        2.187284            2.329268     2.159886         2.316373
config219    2.470293    2.305772    2.634813      100    0.475887       0.169703        1.101745     2.899639         3.510148       2.429724           2.542501        2.312245            2.300589       2.194766           2.058678        2.155606            1.978040     2.116447         1.897403
config162    2.478758    2.309098    2.648419      100    1.105625       0.331169        1.557940     2.983064         3.462865       2.462728           2.410644        2.332644            2.147589       2.202560           1.884533        2.159198            1.796848     2.115837         1.709163
config469    2.488909    2.379988    2.597831      100    0.027649       0.116951        1.087754     2.285359         4.207957       2.664314           2.739158        2.759053            2.371959       2.853791           2.004759        2.885371            1.882359     2.916950         1.759959
config214    2.490066    2.375061    2.605071      100    0.041274       0.083174        0.930212     2.599018         2.044346       2.323273           2.334383        2.254337            2.406892       2.185401           2.479402        2.162423            2.503572     2.139444         2.527741
config58     2.494147    2.386262    2.602031      100    0.132131       0.083968        1.120649     2.291333         6.421733       2.146525           3.212490        2.110323            2.410179       2.074121           1.607869        2.062053            1.340432     2.049986         1.072995
config399    2.494839    2.391006    2.598672      100    0.016716       0.047585        1.620112     2.620679         5.452958       2.350217           3.048395        2.282601            2.447254       2.214985           1.846113        2.192447            1.645733     2.169908         1.445353
config25     2.502359    2.386251    2.618468      100    0.021806       0.041802        1.881859     2.669861         5.819829       2.691354           3.132411        2.696728            2.460557       2.702101           1.788702        2.703893            1.564751     2.705684         1.340799
config436    2.509189    2.393779    2.624599      100    0.117388       0.127285        1.096183     2.893163         4.328937       2.369003           2.771311        2.237963            2.381904       2.106923           1.992498        2.063243            1.862695     2.019562         1.732893
config305    2.512261    2.409651    2.614871      100    0.009670       0.020183        1.749800     2.601181         6.891837       2.223987           3.372030        2.129689            2.492078       2.035390           1.612126        2.003958            1.318809     1.972525         1.025492
config357    2.520800    2.370706    2.670893      100    0.120533       0.181399        2.744137     2.614890         4.850242       2.627316           2.841569        2.630423            2.339401       2.633530           1.837232        2.634565            1.669843     2.635601         1.502454
config100    2.534740    2.302156    2.767325      100    0.211489       0.260784        1.223747     2.857714         3.040024       2.527150           2.427170        2.444509            2.273956       2.361868           2.120743        2.334321            2.069672     2.306774         2.018600
config458    2.542829    2.433911    2.651747      100    0.079930       0.018233        0.972929     2.764972         6.203681       2.547462           3.260413        2.493085            2.524596       2.438707           1.788779        2.420582            1.543507     2.402456         1.298234
config30     2.543707    2.390282    2.697131      100    0.053142       0.145571        1.672707     2.350923         2.535624       2.349259           2.425634        2.348843            2.398136       2.348426           2.370638        2.348288            2.361472     2.348149         2.352306
config434    2.555580    2.443649    2.667511      100    0.089124       0.067018        0.907782     2.324117         3.962995       2.698570           2.783448        2.792183            2.488562       2.885797           2.193675        2.917001            2.095380     2.948205         1.997084
config257    2.559388    2.441699    2.677077      100    0.015349       0.060657        2.007014     2.123397         3.279243       2.611691           2.654833        2.733764            2.498731       2.855838           2.342628        2.896529            2.290594     2.937220         2.238560
config268    2.560959    2.417731    2.704186      100    0.051218       0.039440        2.029500     2.428418         5.769373       2.178806           3.171089        2.116403            2.521519       2.054000           1.871948        2.033199            1.655424     2.012398         1.438901
config381    2.563614    2.452908    2.674319      100    0.188811       0.053345        1.835221     2.876492         2.105619       2.337391           2.429339        2.202616            2.510269       2.067841           2.591199        2.022916            2.618176     1.977991         2.645152
config372    2.567560    2.436366    2.698754      100    0.118503       0.298066        1.295054     2.623965         3.335199       2.349276           2.482635        2.280604            2.269494       2.211932           2.056353        2.189042            1.985306     2.166151         1.914259
config40     2.568345    2.455283    2.681407      100    0.026701       0.031321        1.257415     2.117348         4.187916       2.988879           2.867203        3.206762            2.537024       3.424645           2.206846        3.497273            2.096786     3.569901         1.986727
config389    2.570402    2.450311    2.690492      100    0.067060       0.097653        1.733049     2.658771         4.097117       2.518146           2.797622        2.482990            2.472749       2.447834           2.147875        2.436116            2.039584     2.424397         1.931293
config330    2.575036    2.476470    2.673602      100    0.136112       0.029757        1.468310     3.289027         6.675587       2.542406           3.371341        2.355750            2.545279       2.169095           1.719217        2.106877            1.443864     2.044658         1.168510
config47     2.578241    2.460440    2.696041      100    0.011907       0.037895        1.450572     2.318437         4.067629       2.841371           2.845802        2.972105            2.540346       3.102838           2.234889        3.146416            2.133071     3.189994         2.031252
config353    2.578449    2.431233    2.725665      100    0.208989       0.134288        0.979248     2.697675         3.032517       2.459012           2.561832        2.399346            2.444161       2.339680           2.326490        2.319791            2.287266     2.299903         2.248043
config76     2.578654    2.464470    2.692837      100    0.303918       0.041872        2.179455     2.405513         6.269897       2.206356           3.283405        2.156567            2.536782       2.106778           1.790158        2.090181            1.541284     2.073585         1.292410
config55     2.583028    2.475138    2.690918      100    0.019960       0.023034        1.615574     2.693011         6.380324       2.342404           3.324059        2.254753            2.559993       2.167101           1.795927        2.137884            1.541239     2.108667         1.286550
config450    2.584577    2.468273    2.700881      100    0.388083       0.122290        0.830575     2.721927         5.940949       2.437446           3.158019        2.366326            2.462287       2.295206           1.766555        2.271499            1.534644     2.247792         1.302733
config166    2.595651    2.481952    2.709350      100    0.336029       0.171133        1.038418     2.992142         5.476036       2.572849           3.034822        2.468025            2.424518       2.363202           1.814215        2.328261            1.610780     2.293319         1.407346
config346    2.599380    2.457672    2.741089      100    1.856867       0.329212        1.380214     3.281961         4.508798       2.765570           2.717894        2.636472            2.270168       2.507374           1.822442        2.464342            1.673200     2.421309         1.523958
config402    2.601313    2.481611    2.721015      100    0.017583       0.040661        1.565549     2.640812         3.055066       2.580745           2.659535        2.565729            2.560653       2.550712           2.461770        2.545706            2.428809     2.540701         2.395848
config175    2.603213    2.464392    2.742035      100    0.295833       0.099743        1.841107     2.461259         5.202444       2.902743           3.043265        3.013114            2.503470       3.123485           1.963675        3.160275            1.783744     3.197065         1.603812
config338    2.607090    2.482008    2.732173      100    0.067109       0.154610        1.092068     2.448551         2.380439       2.465612           2.438072        2.469877            2.452480       2.474143           2.466888        2.475564            2.471691     2.476986         2.476493
config74     2.615291    2.495792    2.734791      100    0.421865       0.018657        2.960848     2.698716         6.549713       2.535516           3.387251        2.494716            2.596635       2.453917           1.806019        2.440317            1.542481     2.426717         1.278942
config335    2.628111    2.499630    2.756592      100    0.068450       0.237361        1.340040     2.417539         3.739978       2.218791           2.660596        2.169104            2.390750       2.119417           2.120904        2.102854            2.030956     2.086292         1.941007
config243    2.629736    2.483427    2.776046      100    0.104152       0.290064        0.882355     2.568850         3.050024       2.281988           2.481742        2.210272            2.339672       2.138557           2.197601        2.114651            2.150245     2.090746         2.102888
config96     2.636865    2.464707    2.809024      100    0.084859       0.151740        1.533518     2.739607         3.067326       2.484833           2.601565        2.421140            2.485125       2.357446           2.368685        2.336215            2.329872     2.314984         2.291059
config454    2.638429    2.536497    2.740360      100    0.121990       0.118327        0.939738     2.493915         6.394902       2.322559           3.295062        2.279720            2.520102       2.236881           1.745142        2.222601            1.486822     2.208321         1.228502
config22     2.651573    2.544175    2.758972      100    0.016084       0.031372        1.665809     2.375785         6.606068       2.166849           3.417375        2.114615            2.620201       2.062381           1.823028        2.044969            1.557303     2.027558         1.291579
config217    2.659775    2.532192    2.787359      100    0.143609       0.190470        1.609959     2.689620         5.082693       2.549033           2.991983        2.513886            2.469305       2.478739           1.946627        2.467024            1.772401     2.455308         1.598175
config113    2.666602    2.501515    2.831690      100    0.095102       0.148163        1.749548     2.660139         4.322369       2.565961           2.879226        2.542416            2.518440       2.518872           2.157654        2.511023            2.037392     2.503175         1.917130
config348    2.669344    2.525180    2.813509      100    1.867033       0.189078        1.028792     3.408443         2.497673       3.211854           2.483748        3.162706            2.480266       3.113559           2.476785        3.097177            2.475624     3.080794         2.474464
config288    2.671818    2.551862    2.791774      100    0.013793       0.022105        2.086139     2.887089         2.955423       2.841171           2.710855        2.829692            2.649713       2.818212           2.588571        2.814386            2.568190     2.810559         2.547810
config382    2.675907    2.546956    2.804858      100    4.879761       0.225899        1.510481     5.106255         3.725698       4.350912           2.705146        4.162076            2.450008       3.973240           2.194870        3.910295            2.109824     3.847350         2.024778
config43     2.681808    2.285140    3.078476      100    0.972240       0.350359        1.704412     2.841684         5.815806       2.656336           3.028321        2.609999            2.331449       2.563663           1.634578        2.548217            1.402287     2.532771         1.169997
config4      2.686610    2.564472    2.808747      100    0.060074       0.070151        1.350264     2.496664         2.136465       2.436601           2.520460        2.421585            2.616458       2.406569           2.712457        2.401564            2.744456     2.396559         2.776456
config296    2.688344    2.518338    2.858351      100    0.122049       0.251244        1.838954     2.708045         4.739794       2.430834           2.897639        2.361531            2.437101       2.292228           1.976562        2.269127            1.823049     2.246026         1.669536
config148    2.692685    2.560539    2.824831      100    0.586698       0.041868        2.599812     3.054831         6.976393       2.533721           3.515933        2.403443            2.650818       2.273166           1.785702        2.229740            1.497331     2.186314         1.208959
config122    2.696609    2.523581    2.869636      100    0.196087       0.163171        1.384993     2.439891         2.441759       2.289507           2.515102        2.251911            2.533438       2.214315           2.551773        2.201783            2.557885     2.189251         2.563997
config465    2.701587    2.556005    2.847168      100    0.351976       0.204128        1.391074     2.826358         5.318115       2.397422           3.061590        2.290187            2.497459       2.182953           1.933327        2.147209            1.745283     2.111464         1.557240
config32     2.706174    2.557763    2.854585      100    0.216232       0.297837        1.531842     2.388828         3.103209       2.471656           2.547312        2.492363            2.408337       2.513070           2.269363        2.519973            2.223038     2.526875         2.176714
config438    2.710427    2.467143    2.953711      100    0.045556       0.225535        1.997457     3.018215         3.292534       2.557434           2.646420        2.442239            2.484891       2.327044           2.323363        2.288646            2.269520     2.250247         2.215677
config326    2.712639    2.536780    2.888499      100    0.370903       0.221584        1.611488     2.913839         2.570261       2.428373           2.506896        2.307007            2.491055       2.185640           2.475214        2.145185            2.469933     2.104730         2.464653
config392    2.714227    2.587922    2.840532      100    0.105586       0.067485        0.913780     2.688449         2.602879       2.552866           2.637969        2.518971            2.646742       2.485075           2.655514        2.473777            2.658438     2.462478         2.661363
config362    2.714271    2.595913    2.832629      100    0.029907       0.091688        1.615580     2.317476         3.905721       2.861706           2.879211        2.997764            2.622584       3.133822           2.365956        3.179174            2.280414     3.224527         2.194871
config174    2.714965    2.584261    2.845668      100    0.491607       0.075279        1.469965     2.736992         6.850014       2.397189           3.481751        2.312238            2.639685       2.227287           1.797619        2.198970            1.516931     2.170653         1.236242
config339    2.722918    2.530026    2.915810      100    0.919273       0.224837        1.723473     2.781074         5.865860       2.601567           3.171637        2.556690            2.498081       2.511813           1.824525        2.496854            1.600007     2.481895         1.375488
config118    2.729052    2.604464    2.853640      100    0.007210       0.052822        1.392256     2.489748         2.733118       2.627739           2.687608        2.662237            2.676230       2.696735           2.664853        2.708234            2.661060     2.719733         2.657268
config18     2.730821    2.578847    2.882795      100    0.317950       0.216505        1.827312     2.927281         4.563180       2.471914           2.924088        2.358073            2.514316       2.244231           2.104543        2.206284            1.967952     2.168336         1.831361
