
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.6 (shown are averages)
------------------------------
              eval-loss      lower-CI      upper-CI  n-seeds     train-mae  train-uUB-mae  train-time_min   test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95   test-qloss1  test-uUB-qloss1
config416  5.933581e+07  5.665760e+07  6.201402e+07      100  5.648605e+02   1.352894e+05        1.128528  7.368527e+07     9.119246e+07   6.054888e+07       5.920052e+07    5.726479e+07        5.120254e+07   5.398069e+07       4.320455e+07    5.288599e+07        4.053856e+07  5.179129e+07     3.787256e+07
config99   5.933989e+07  5.660509e+07  6.207468e+07      100  1.535338e+06   2.514675e+05        1.575150  7.398713e+07     9.171089e+07   6.461072e+07       5.908842e+07    6.226662e+07        5.093280e+07   5.992252e+07       4.277718e+07    5.914115e+07        4.005864e+07  5.835979e+07     3.734010e+07
config39   5.936104e+07  5.676254e+07  6.195953e+07      100  2.087620e+05   5.449932e+05        0.834940  7.298842e+07     9.110886e+07   5.880974e+07       5.881604e+07    5.526507e+07        5.074284e+07   5.172040e+07       4.266963e+07    5.053885e+07        3.997857e+07  4.935729e+07     3.728750e+07
config172  5.941086e+07  5.677871e+07  6.204301e+07      100  1.061001e+03   6.414270e+04        2.634764  8.268389e+07     8.760371e+07   6.074141e+07       5.934671e+07    5.525579e+07        5.228246e+07   4.977017e+07       4.521822e+07    4.794163e+07        4.286347e+07  4.611309e+07     4.050872e+07
config17   5.942617e+07  5.676543e+07  6.208691e+07      100  6.276351e+03   1.218451e+05        2.086225  6.857063e+07     9.758339e+07   6.062073e+07       5.930432e+07    5.863325e+07        4.973456e+07   5.664578e+07       4.016479e+07    5.598328e+07        3.697487e+07  5.532079e+07     3.378495e+07
config186  5.944997e+07  5.671379e+07  6.218616e+07      100  2.799267e+01   1.141267e+05        1.863281  7.106859e+07     1.019778e+08   5.966117e+07       5.933585e+07    5.680931e+07        4.867537e+07   5.395746e+07       3.801489e+07    5.300684e+07        3.446140e+07  5.205622e+07     3.090791e+07
config459  5.945308e+07  5.690195e+07  6.200421e+07      100  2.821426e+04   2.718493e+05        2.357797  6.694967e+07     9.701832e+07   6.229331e+07       5.918123e+07    6.112922e+07        4.972196e+07   5.996514e+07       4.026268e+07    5.957711e+07        3.710959e+07  5.918908e+07     3.395650e+07
config259  5.958996e+07  5.693737e+07  6.224254e+07      100  4.267817e+02   6.511317e+04        2.102720  7.778824e+07     9.441375e+07   6.130551e+07       5.952485e+07    5.718483e+07        5.080262e+07   5.306415e+07       4.208039e+07    5.169059e+07        3.917299e+07  5.031703e+07     3.626558e+07
config375  5.964333e+07  5.683297e+07  6.245369e+07      100  1.978305e+01   2.609114e+04        1.782434  7.152160e+07     7.267756e+07   6.165285e+07       5.961724e+07    5.918566e+07        5.635216e+07   5.671847e+07       5.308708e+07    5.589607e+07        5.199872e+07  5.507368e+07     5.091036e+07
config147  5.967831e+07  5.698959e+07  6.236702e+07      100  5.951912e+05   3.390882e+05        1.431046  7.393574e+07     8.653142e+07   6.355423e+07       5.933922e+07    6.095886e+07        5.254117e+07   5.836348e+07       4.574312e+07    5.749835e+07        4.347710e+07  5.663323e+07     4.121108e+07
config399  5.974288e+07  5.704427e+07  6.244150e+07      100  1.258876e+04   1.030879e+05        2.172981  6.700745e+07     7.531554e+07   6.238276e+07       5.963980e+07    6.122658e+07        5.572086e+07   6.007041e+07       5.180193e+07    5.968502e+07        5.049562e+07  5.929963e+07     4.918930e+07
config398  5.990764e+07  5.733726e+07  6.247803e+07      100  2.400861e+02   9.951905e+04        1.933351  6.895128e+07     7.181573e+07   5.840892e+07       5.980812e+07    5.577333e+07        5.680622e+07   5.313774e+07       5.380432e+07    5.225921e+07        5.280369e+07  5.138069e+07     5.180306e+07
config60   6.005710e+07  5.727293e+07  6.284128e+07      100  1.571946e+04   1.137953e+05        0.829173  7.809707e+07     8.986651e+07   6.360435e+07       5.994331e+07    5.998117e+07        5.246250e+07   5.635800e+07       4.498170e+07    5.515027e+07        4.248810e+07  5.394254e+07     3.999450e+07
config328  6.006580e+07  5.749073e+07  6.264087e+07      100  2.703946e+03   7.143825e+04        1.678721  7.085241e+07     1.090637e+08   5.890988e+07       5.999436e+07    5.592425e+07        4.772703e+07   5.293862e+07       3.545970e+07    5.194341e+07        3.137059e+07  5.094820e+07     2.728148e+07
config433  6.008968e+07  5.742866e+07  6.275070e+07      100  1.576417e+03   3.471680e+04        1.592867  7.711847e+07     1.039844e+08   5.729538e+07       6.005497e+07    5.233961e+07        4.907262e+07   4.738383e+07       3.809027e+07    4.573191e+07        3.442949e+07  4.407998e+07     3.076871e+07
config248  6.009357e+07  5.742310e+07  6.276403e+07      100  2.311771e+03   7.326483e+04        1.706595  7.375247e+07     8.949978e+07   6.201007e+07       6.002030e+07    5.907447e+07        5.265043e+07   5.613887e+07       4.528056e+07    5.516034e+07        4.282394e+07  5.418180e+07     4.036731e+07
config387  6.012803e+07  5.744131e+07  6.281475e+07      100  5.800962e+04   1.730777e+05        1.349964  6.494445e+07     8.759115e+07   6.276484e+07       5.995495e+07    6.221994e+07        5.304590e+07   6.167504e+07       4.613685e+07    6.149341e+07        4.383383e+07  6.131178e+07     4.153082e+07
config24   6.013767e+07  5.745157e+07  6.282376e+07      100  9.538999e+03   9.531939e+04        1.418941  7.247078e+07     9.701030e+07   6.080670e+07       6.004235e+07    5.789068e+07        5.080036e+07   5.497466e+07       4.155837e+07    5.400266e+07        3.847771e+07  5.303065e+07     3.539705e+07
config426  6.029120e+07  5.740660e+07  6.317580e+07      100  5.352178e+02   1.048779e+05        1.753686  7.345572e+07     9.235418e+07   6.176183e+07       6.018632e+07    5.883835e+07        5.214436e+07   5.591488e+07       4.410239e+07    5.494039e+07        4.142174e+07  5.396590e+07     3.874108e+07
config365  6.030915e+07  5.759291e+07  6.302539e+07      100  2.365851e+02   7.936286e+04        1.062015  7.217599e+07     1.009049e+08   6.163632e+07       6.022979e+07    5.900141e+07        5.006102e+07   5.636649e+07       3.989225e+07    5.548819e+07        3.650266e+07  5.460988e+07     3.311307e+07
config105  6.032568e+07  5.774444e+07  6.290691e+07      100  1.159552e+05   8.209721e+05        1.502420  7.216499e+07     9.351327e+07   6.102551e+07       5.950470e+07    5.824064e+07        5.100256e+07   5.545577e+07       4.250042e+07    5.452748e+07        3.966638e+07  5.359919e+07     3.683233e+07
config47   6.043283e+07  5.778738e+07  6.307827e+07      100  1.087477e+03   6.244545e+04        2.223819  7.296644e+07     6.329959e+07   5.779132e+07       6.037038e+07    5.399754e+07        5.963808e+07   5.020376e+07       5.890578e+07    4.893916e+07        5.866167e+07  4.767457e+07     5.841757e+07
config155  6.067769e+07  5.782811e+07  6.352727e+07      100  3.483784e+03   2.912555e+04        0.734563  7.775478e+07     7.668870e+07   6.221838e+07       6.064856e+07    5.833428e+07        5.663853e+07   5.445019e+07       5.262850e+07    5.315549e+07        5.129182e+07  5.186079e+07     4.995514e+07
config50   6.070003e+07  5.829060e+07  6.310947e+07      100  1.000606e+05   7.383278e+05        2.682783  5.920143e+07     7.612234e+07   6.289343e+07       5.996171e+07    6.381643e+07        5.592155e+07   6.473943e+07       5.188139e+07    6.504710e+07        5.053467e+07  6.535477e+07     4.918795e+07
config55   6.081927e+07  5.806024e+07  6.357830e+07      100  6.085120e+02   5.503316e+04        1.558958  6.877417e+07     1.092464e+08   6.016016e+07       6.076423e+07    5.800666e+07        4.864369e+07   5.585316e+07       3.652314e+07    5.513533e+07        3.248296e+07  5.441749e+07     2.844278e+07
config342  6.088238e+07  5.804916e+07  6.371559e+07      100  1.197147e+05   3.514154e+05        1.570660  6.330471e+07     7.942786e+07   6.461943e+07       6.053096e+07    6.494811e+07        5.580674e+07   6.527678e+07       5.108251e+07    6.538634e+07        4.950777e+07  6.549590e+07     4.793303e+07
config295  6.088855e+07  5.843847e+07  6.333864e+07      100  1.448855e+05   1.352933e+06        1.451808  7.619902e+07     8.149388e+07   5.867662e+07       5.953562e+07    5.429602e+07        5.404606e+07   4.991542e+07       4.855649e+07    4.845522e+07        4.672664e+07  4.699502e+07     4.489678e+07
config101  6.094650e+07  5.814130e+07  6.375171e+07      100  2.171634e+02   8.060390e+04        1.110890  7.503415e+07     8.519230e+07   6.418954e+07       6.086590e+07    6.147838e+07        5.478430e+07   5.876723e+07       4.870270e+07    5.786351e+07        4.667550e+07  5.695980e+07     4.464830e+07
config377  6.100523e+07  5.823597e+07  6.377449e+07      100  1.460945e+03   1.496829e+05        1.043337  7.304280e+07     9.405646e+07   6.151128e+07       6.085555e+07    5.862840e+07        5.255532e+07   5.574552e+07       4.425509e+07    5.478456e+07        4.148835e+07  5.382360e+07     3.872161e+07
config222  6.103162e+07  5.827038e+07  6.379286e+07      100  1.888513e+05   2.094411e+05        0.761707  7.313980e+07     7.564721e+07   6.092789e+07       6.082218e+07    5.787492e+07        5.711592e+07   5.482194e+07       5.340966e+07    5.380428e+07        5.217424e+07  5.278662e+07     5.093882e+07
config475  6.105454e+07  5.813581e+07  6.397326e+07      100  2.858746e+04   1.800613e+05        0.938057  7.128289e+07     1.062424e+08   6.110125e+07       6.087448e+07    5.855584e+07        4.953251e+07   5.601043e+07       3.819053e+07    5.516196e+07        3.440988e+07  5.431349e+07     3.062922e+07
config324  6.110014e+07  5.843936e+07  6.376092e+07      100  2.006774e+03   1.315243e+05        2.489484  7.258717e+07     6.915456e+07   6.013576e+07       6.096862e+07    5.702291e+07        5.892213e+07   5.391006e+07       5.687565e+07    5.287245e+07        5.619348e+07  5.183483e+07     5.551132e+07
config301  6.112890e+07  5.835406e+07  6.390375e+07      100  4.970611e+05   3.345374e+05        1.095708  6.992399e+07     7.520123e+07   6.296748e+07       6.079437e+07    6.122836e+07        5.719265e+07   5.948923e+07       5.359094e+07    5.890952e+07        5.239037e+07  5.832981e+07     5.118979e+07
config401  6.119208e+07  5.841646e+07  6.396771e+07      100  1.171995e+04   4.884003e+05        0.875377  7.405346e+07     1.089025e+08   5.761452e+07       6.070368e+07    5.350478e+07        4.865398e+07   4.939505e+07       3.660427e+07    4.802513e+07        3.258770e+07  4.665522e+07     2.857113e+07
config283  6.132940e+07  5.875157e+07  6.390723e+07      100  2.853944e+05   8.730245e+05        2.044019  5.908099e+07     8.145628e+07   6.548579e+07       6.045638e+07    6.708699e+07        5.520640e+07   6.868820e+07       4.995643e+07    6.922193e+07        4.820643e+07  6.975566e+07     4.645644e+07
config201  6.147047e+07  5.864937e+07  6.429157e+07      100  3.563018e+02   3.811173e+05        1.281111  7.332886e+07     9.822274e+07   6.051434e+07       6.108935e+07    5.731071e+07        5.180600e+07   5.410707e+07       4.252266e+07    5.303920e+07        3.942821e+07  5.197132e+07     3.633376e+07
config51   6.147865e+07  5.869299e+07  6.426431e+07      100  6.189510e+02   8.497762e+04        1.742634  7.789156e+07     1.033094e+08   5.989194e+07       6.139367e+07    5.539203e+07        5.091474e+07   5.089213e+07       4.043581e+07    4.939216e+07        3.694283e+07  4.789219e+07     3.344986e+07
config394  6.149886e+07  5.868160e+07  6.431613e+07      100  1.576665e+03   1.054615e+05        0.886692  7.276561e+07     6.646003e+07   5.682001e+07       6.139340e+07    5.283361e+07        6.012675e+07   4.884721e+07       5.886009e+07    4.751841e+07        5.843787e+07  4.618961e+07     5.801565e+07
config307  6.153341e+07  5.883138e+07  6.423544e+07      100  4.220683e+04   4.054539e+04        2.047417  6.250968e+07     6.394414e+07   6.257288e+07       6.149286e+07    6.258868e+07        6.088005e+07   6.260448e+07       6.026723e+07    6.260975e+07        6.006296e+07  6.261501e+07     5.985868e+07
config358  6.155066e+07  5.875644e+07  6.434487e+07      100  5.307167e+02   7.093485e+04        1.342154  7.823872e+07     1.065099e+08   6.123494e+07       6.147972e+07    5.698399e+07        5.022217e+07   5.273305e+07       3.896462e+07    5.131606e+07        3.521211e+07  4.989908e+07     3.145959e+07
config106  6.159438e+07  5.886872e+07  6.432004e+07      100  9.193221e+02   1.046246e+05        1.132390  7.769502e+07     1.046936e+08   5.966908e+07       6.148976e+07    5.516260e+07        5.068880e+07   5.065611e+07       3.988784e+07    4.915395e+07        3.628752e+07  4.765179e+07     3.268720e+07
config236  6.162629e+07  5.876374e+07  6.448883e+07      100  4.674710e+05   1.309595e+06        1.523812  7.173930e+07     1.037494e+08   6.067054e+07       6.031669e+07    5.790336e+07        4.945851e+07   5.513617e+07       3.860033e+07    5.421377e+07        3.498093e+07  5.329138e+07     3.136154e+07
config280  6.170857e+07  5.883406e+07  6.458308e+07      100  7.438408e+05   3.051188e+05        1.118171  7.086739e+07     9.685608e+07   6.306416e+07       6.140345e+07    6.111336e+07        5.254030e+07   5.916255e+07       4.367714e+07    5.851228e+07        4.072275e+07  5.786201e+07     3.776837e+07
config446  6.173706e+07  5.877730e+07  6.469681e+07      100  3.711036e+05   2.031422e+05        1.779642  7.254290e+07     7.449324e+07   6.546966e+07       6.153392e+07    6.370135e+07        5.829409e+07   6.193304e+07       5.505426e+07    6.134360e+07        5.397432e+07  6.075416e+07     5.289437e+07
config74   6.174603e+07  5.914388e+07  6.434819e+07      100  7.805803e+02   1.357055e+05        0.998421  7.047439e+07     1.171502e+08   5.843084e+07       6.161033e+07    5.541996e+07        4.772535e+07   5.240907e+07       3.384038e+07    5.140544e+07        2.921206e+07  5.040181e+07     2.458373e+07
config389  6.177253e+07  5.884981e+07  6.469525e+07      100  3.404450e+02   2.406486e+04        2.156894  7.870820e+07     8.427937e+07   6.142392e+07       6.174847e+07    5.710286e+07        5.611574e+07   5.278179e+07       5.048301e+07    5.134143e+07        4.860544e+07  4.990108e+07     4.672786e+07
config75   6.184420e+07  5.915953e+07  6.452888e+07      100  4.822387e+02   5.998345e+04        1.559114  7.299200e+07     1.161739e+08   5.902670e+07       6.178422e+07    5.553537e+07        4.818681e+07   5.204405e+07       3.458939e+07    5.088027e+07        3.005692e+07  4.971650e+07     2.552445e+07
config484  6.184603e+07  5.917947e+07  6.451260e+07      100  4.105217e+05   1.423877e+05        2.050257  5.856908e+07     8.326432e+07   6.728046e+07       6.170365e+07    6.945831e+07        5.631348e+07   7.163615e+07       5.092331e+07    7.236210e+07        4.912659e+07  7.308805e+07     4.732987e+07
config438  6.186471e+07  5.931765e+07  6.441178e+07      100  2.181107e+05   8.374376e+04        1.615607  6.011421e+07     1.083870e+08   6.310102e+07       6.178097e+07    6.384772e+07        5.012947e+07   6.459442e+07       3.847798e+07    6.484332e+07        3.459415e+07  6.509222e+07     3.071031e+07
config418  6.186597e+07  5.905446e+07  6.467748e+07      100  2.658497e+04   1.166510e+05        1.409708  7.371627e+07     9.791999e+07   6.187252e+07       6.174932e+07    5.891158e+07        5.270665e+07   5.595064e+07       4.366399e+07    5.496366e+07        4.064976e+07  5.397669e+07     3.763554e+07
config266  6.198835e+07  5.925117e+07  6.472552e+07      100  2.420531e+02   1.035245e+05        1.362664  7.209526e+07     6.901874e+07   5.918823e+07       6.188482e+07    5.596147e+07        6.010134e+07   5.273472e+07       5.831787e+07    5.165913e+07        5.772337e+07  5.058354e+07     5.712888e+07
config254  6.217030e+07  5.907585e+07  6.526476e+07      100  2.307500e+05   3.613449e+05        0.911638  7.300972e+07     8.029731e+07   6.577421e+07       6.180896e+07    6.396533e+07        5.718687e+07   6.215645e+07       5.256479e+07    6.155349e+07        5.102409e+07  6.095053e+07     4.948339e+07
config156  6.217746e+07  5.948804e+07  6.486689e+07      100  8.641551e+03   4.540079e+04        1.332210  7.514795e+07     7.322283e+07   6.165094e+07       6.213206e+07    5.827668e+07        5.935937e+07   5.490243e+07       5.658668e+07    5.377768e+07        5.566245e+07  5.265293e+07     5.473822e+07
config72   6.219946e+07  5.941978e+07  6.497913e+07      100  3.137534e+02   1.505356e+05        0.853443  7.968739e+07     1.012094e+08   6.104584e+07       6.204892e+07    5.638545e+07        5.225881e+07   5.172506e+07       4.246869e+07    5.017160e+07        3.920532e+07  4.861813e+07     3.594195e+07
config322  6.221071e+07  5.942653e+07  6.499489e+07      100  5.300582e+02   4.383191e+05        0.785132  7.696423e+07     1.001936e+08   5.791314e+07       6.177239e+07    5.315037e+07        5.216709e+07   4.838759e+07       4.256179e+07    4.680000e+07        3.936002e+07  4.521241e+07     3.615826e+07
config284  6.224080e+07  5.910333e+07  6.537827e+07      100  3.138940e+02   4.944158e+04        1.935448  7.079951e+07     6.903125e+07   6.083079e+07       6.219136e+07    5.833861e+07        6.048139e+07   5.584643e+07       5.877142e+07    5.501570e+07        5.820143e+07  5.418497e+07     5.763144e+07
config305  6.224620e+07  5.953052e+07  6.496188e+07      100  3.464641e+04   7.351143e+04        1.872076  6.537845e+07     8.950409e+07   6.504991e+07       6.217269e+07    6.496778e+07        5.533984e+07   6.488564e+07       4.850699e+07    6.485826e+07        4.622937e+07  6.483089e+07     4.395176e+07
config120  6.234248e+07  5.964437e+07  6.504060e+07      100  1.999095e+04   4.935888e+04        1.140494  6.527117e+07     1.086693e+08   6.307340e+07       6.229312e+07    6.252396e+07        5.069908e+07   6.197452e+07       3.910503e+07    6.179137e+07        3.524034e+07  6.160823e+07     3.137566e+07
config275  6.234438e+07  5.967560e+07  6.501316e+07      100  5.389055e+02   2.981260e+05        1.396468  7.151299e+07     1.129886e+08   5.937060e+07       6.204625e+07    5.633500e+07        4.931068e+07   5.329940e+07       3.657510e+07    5.228754e+07        3.232991e+07  5.127567e+07     2.808472e+07
config492  6.238036e+07  5.955585e+07  6.520487e+07      100  2.120571e+03   3.945659e+04        1.659235  8.934638e+07     1.016302e+08   5.940731e+07       6.234091e+07    5.192254e+07        5.251859e+07   4.443778e+07       4.269627e+07    4.194285e+07        3.942217e+07  3.944793e+07     3.614806e+07
config449  6.239346e+07  5.959151e+07  6.519541e+07      100  6.864707e+02   1.095603e+05        2.486908  7.605299e+07     1.052631e+08   6.219734e+07       6.228390e+07    5.873343e+07        5.153911e+07   5.526951e+07       4.079431e+07    5.411488e+07        3.721272e+07  5.296024e+07     3.363112e+07
config318  6.241100e+07  5.980125e+07  6.502075e+07      100  5.337018e+04   2.692376e+05        1.257793  6.338354e+07     6.032589e+07   6.070499e+07       6.214176e+07    6.003535e+07        6.259573e+07   5.936571e+07       6.304969e+07    5.914250e+07        6.320101e+07  5.891929e+07     6.335234e+07
config84   6.242009e+07  5.956097e+07  6.527921e+07      100  3.519187e+02   1.042197e+05        1.325719  7.197015e+07     9.918062e+07   6.269294e+07       6.231587e+07    6.037363e+07        5.309969e+07   5.805433e+07       4.388350e+07    5.728123e+07        4.081144e+07  5.650813e+07     3.773938e+07
config140  6.244961e+07  5.967517e+07  6.522406e+07      100  2.357479e+01   2.693254e+05        2.274217  7.124585e+07     1.053466e+08   6.108235e+07       6.218029e+07    5.854147e+07        5.138872e+07   5.600060e+07       4.059716e+07    5.515364e+07        3.699997e+07  5.430668e+07     3.340278e+07
config207  6.252818e+07  5.970752e+07  6.534885e+07      100  6.158191e+02   7.084908e+04        2.160915  7.517114e+07     1.097702e+08   6.141668e+07       6.245733e+07    5.797806e+07        5.062912e+07   5.453944e+07       3.880090e+07    5.339324e+07        3.485816e+07  5.224703e+07     3.091542e+07
config381  6.255158e+07  5.990178e+07  6.520138e+07      100  4.279731e+05   4.820790e+05        1.515990  6.368139e+07     7.020894e+07   6.536080e+07       6.206950e+07    6.578065e+07        6.003464e+07   6.620050e+07       5.799977e+07    6.634045e+07        5.732149e+07  6.648040e+07     5.664320e+07
config135  6.268669e+07  5.988514e+07  6.548825e+07      100  5.049738e+02   4.863166e+04        1.600226  8.294201e+07     9.236319e+07   6.529231e+07       6.263806e+07    6.087989e+07        5.520678e+07   5.646746e+07       4.777549e+07    5.499665e+07        4.529840e+07  5.352585e+07     4.282130e+07
config115  6.270707e+07  5.976913e+07  6.564501e+07      100  5.669927e+05   2.492881e+05        1.847698  7.059850e+07     1.081832e+08   6.281584e+07       6.245778e+07    6.087017e+07        5.102643e+07   5.892451e+07       3.959509e+07    5.827596e+07        3.578464e+07  5.762740e+07     3.197419e+07
config282  6.278345e+07  5.980115e+07  6.576574e+07      100  3.795031e+05   8.974047e+04        1.454633  7.198189e+07     7.136207e+07   6.382190e+07       6.269371e+07    6.178190e+07        6.052662e+07   5.974190e+07       5.835952e+07    5.906190e+07        5.763716e+07  5.838190e+07     5.691480e+07
config108  6.291751e+07  5.981851e+07  6.601651e+07      100  2.412531e+04   9.194937e+04        1.801054  7.379100e+07     7.694866e+07   6.233011e+07       6.282556e+07    5.946489e+07        5.929478e+07   5.659967e+07       5.576401e+07    5.564460e+07        5.458708e+07  5.468952e+07     5.341016e+07
config468  6.296162e+07  6.012445e+07  6.579880e+07      100  6.538792e+03   2.169478e+05        1.133456  7.292270e+07     1.076301e+08   6.234661e+07       6.274468e+07    5.970259e+07        5.152333e+07   5.705856e+07       4.030199e+07    5.617722e+07        3.656154e+07  5.529588e+07     3.282109e+07
config407  6.297115e+07  6.012211e+07  6.582020e+07      100  1.493978e+03   6.853240e+04        1.076394  7.435619e+07     1.038419e+08   6.311126e+07       6.290262e+07    6.030003e+07        5.266780e+07   5.748880e+07       4.243297e+07    5.655173e+07        3.902136e+07  5.561465e+07     3.560976e+07
config423  6.300992e+07  6.008568e+07  6.593416e+07      100  7.079759e+01   2.530080e+05        1.914248  7.461227e+07     8.937684e+07   6.215562e+07       6.275691e+07    5.904146e+07        5.610193e+07   5.592729e+07       4.944695e+07    5.488924e+07        4.722863e+07  5.385119e+07     4.501030e+07
