
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.95 (shown are averages)
------------------------------
            eval-loss    lower-CI    upper-CI  n-seeds  train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config344    7.220010    6.877853    7.562167      100   0.541979       0.423495        1.821573    17.012308        29.680529      12.219787          15.227467       11.021657           11.614202       9.823527           8.000936        9.424150            6.796515     9.024773         5.592093
config272    7.449469    7.086646    7.812291      100   0.016971       0.068223        1.880901    14.357844        28.077339      12.359848          15.006122       11.860349           11.738318      11.360850           8.470514       11.194350            7.381245    11.027850         6.291977
config129    7.469171    7.144621    7.793721      100   0.025400       0.046180        2.090751    13.656490        26.440841      11.986337          14.429567       11.568799           11.426749      11.151260           8.423931       11.012081            7.422991    10.872902         6.422052
config402    7.501952    7.159348    7.844556      100   0.196309       0.207194        1.313780    13.852278        27.111285      11.731508          14.595584       11.201315           11.466659      10.671123           8.337733       10.494392            7.294758    10.317661         6.251783
config185    7.557145    7.188105    7.926184      100   0.699911       0.414345        1.761701    14.854193        29.717322      11.981587          15.459729       11.263436           11.895331      10.545285           8.330933       10.305901            7.142800    10.066517         5.954667
config187    7.571152    7.232408    7.909896      100   0.029191       0.101467        1.417322    14.263839        25.236576      11.825442          14.015382       11.215842           11.210083      10.606243           8.404784       10.403043            7.469685    10.199843         6.534585
config254    7.662940    7.320397    8.005483      100   0.002156       0.026626        1.741289    14.641471        25.930931      12.683088          14.376436       12.193492           11.487812      11.703896           8.599189       11.540698            7.636314    11.377499         6.673440
config211    7.666588    7.336071    7.997106      100   0.000400       0.011577        1.902063    14.364031        26.530826      12.401897          14.609259       11.911364           11.628867      11.420830           8.648475       11.257319            7.655011    11.093808         6.661547
config140    7.688946    7.292784    8.085109      100   0.009968       0.607339        1.689002    13.659646        30.594722      11.954714          15.744334       11.528481           12.031737      11.102248           8.319140       10.960170            7.081607    10.818092         5.844075
config106    7.701373    7.344619    8.058127      100   0.024820       0.346938        2.119238    13.687138        26.896659      12.025847          14.554202       11.610524           11.468588      11.195202           8.382974       11.056761            7.354435    10.918320         6.325897
config471    7.710335    7.318457    8.102214      100   0.446497       0.635474        0.974427    14.074294        28.585633      11.793717          14.999883       11.223573           11.603445      10.653429           8.207008       10.463381            7.074862    10.273332         5.942716
config486    7.733551    7.382537    8.084564      100   0.027360       0.210255        1.486509    13.530988        26.878755      12.137145          14.654255       11.788684           11.598129      11.440223           8.542004       11.324069            7.523296    11.207916         6.504587
config256    7.752612    7.374799    8.130426      100   0.023254       0.134593        2.052002    13.930486        27.505754      12.101056          14.945079       11.643698           11.804911      11.186340           8.664742       11.033888            7.618019    10.881435         6.571296
config328    7.753337    7.406139    8.100535      100   0.031576       0.099467        0.994634    13.596450        25.566784      12.317499          14.253365       11.997761           11.425010      11.678023           8.596655       11.571444            7.653870    11.464864         6.711085
config27     7.756847    7.399295    8.114399      100   0.203530       0.227544        1.685495    14.265924        25.099322      11.799645          14.002468       11.183076           11.228254      10.566506           8.454040       10.360983            7.529303    10.155460         6.604565
config364    7.758804    7.368926    8.148683      100   0.175191       0.228934        1.393797    14.225527        26.871790      11.963960          14.655840       11.398569           11.601853      10.833177           8.547866       10.644713            7.529870    10.456249         6.511874
config472    7.784637    7.437177    8.132096      100   0.105551       0.219378        1.486939    13.952769        23.958526      11.472593          13.604883       10.852549           11.016473      10.232505           8.428062       10.025823            7.565258     9.819142         6.702455
config481    7.786533    7.415558    8.157507      100   0.008715       0.038276        1.364876    14.726087        27.590113      12.848688          15.058414       12.379338           11.925490      11.909988           8.792565       11.753538            7.748257    11.597088         6.703948
config490    7.801021    7.447103    8.154939      100   0.110381       0.097871        0.861285    13.942080        23.030757      11.570888          13.350163       10.978090           10.930014      10.385292           8.509866       10.187692            7.703150     9.990093         6.896434
config301    7.815707    7.469297    8.162117      100   0.004596       0.033683        1.355049    14.925953        26.894209      12.569823          14.823355       11.980790           11.805642      11.391758           8.787929       11.195414            7.782024    10.999070         6.776120
config232    7.834931    7.464269    8.205593      100   0.067006       0.204312        1.712532    14.054047        27.185532      12.224140          14.835061       11.766664           11.747443      11.309187           8.659825       11.156695            7.630619    11.004202         6.601413
config367    7.855511    7.492721    8.218300      100   0.044122       0.097498        1.316886    14.378732        22.692228      11.826965          13.260092       11.189024           10.902058      10.551082           8.544024       10.338435            7.758013    10.125788         6.972002
config118    7.891679    7.556733    8.226624      100   0.041049       0.176879        1.327140    13.639218        23.097629      12.013786          13.382158       11.607428           10.953290      11.201070           8.524422       11.065618            7.714799    10.930165         6.905177
config132    7.892429    7.544003    8.240855      100   0.005352       0.033300        1.242646    14.671805        26.632204      12.403693          14.775525       11.836665           11.811355      11.269637           8.847185       11.080627            7.859129    10.891618         6.871072
config103    7.971835    7.608345    8.335325      100   0.068741       0.288040        0.948463    14.124580        22.689953      11.614605          13.212379       10.987112           10.842986      10.359618           8.473593       10.150453            7.683795     9.941289         6.893997
config500    7.987786    7.634753    8.340818      100   0.000416       0.013330        1.611569    14.144640        23.540508      11.800590          13.709317       11.214578           11.251520      10.628565           8.793722       10.433228            7.974456    10.237890         7.155190
config147    7.988658    7.609141    8.368176      100   0.075225       0.553242        2.162242    14.064504        28.143310      12.136674          15.064641       11.654716           11.794973      11.172758           8.525306       11.012106            7.435417    10.851453         6.345528
config294    7.992237    7.662249    8.322225      100   0.000133       0.013255        1.201525    14.227042        23.990941      11.950777          13.878125       11.381711           11.349921      10.812645           8.821717       10.622956            7.978982    10.433268         7.136248
config454    8.003583    7.685537    8.321628      100   0.020962       0.062715        1.083832    14.455725        24.709958      12.533441          14.118953       12.052870           11.471202      11.572299           8.823451       11.412109            7.940867    11.251919         7.058284
config349    8.038692    7.649936    8.427449      100   0.527709       0.896889        1.493310    13.839994        25.825626      11.548565          14.025317       10.975708           11.075239      10.402851           8.125162       10.211898            7.141803    10.020946         6.158444
config96     8.069720    7.721383    8.418057      100   0.008760       0.014575        0.956081    14.186204        24.808800      12.649303          14.227544       12.265078           11.582230      11.880852           8.936916       11.752777            8.055145    11.624702         7.173373
config228    8.071827    7.677098    8.466556      100   0.021307       0.192347        1.569039    14.303733        24.329143      11.954492          13.939882       11.367181           11.342567      10.779871           8.745252       10.584101            7.879480    10.388331         7.013708
config43     8.080132    7.698878    8.461386      100   0.021457       0.302592        1.840086    14.646483        24.873792      12.059140          14.076159       11.412305           11.376751      10.765469           8.677342       10.549857            7.777539    10.334245         6.877737
config356    8.087048    7.714778    8.459318      100   0.101429       0.240332        1.545236    13.861039        27.324689      12.152267          15.022811       11.725074           11.947342      11.297881           8.871873       11.155483            7.846716    11.013086         6.821560
config150    8.092313    7.757109    8.427517      100   0.045491       0.109573        1.087230    13.716083        25.091153      12.006348          14.285840       11.578914           11.584511      11.151480           8.883183       11.009002            7.982740    10.866524         7.082297
config281    8.107016    7.722308    8.491723      100   0.007474       0.039901        1.234240    15.014543        25.225175      12.178903          14.388505       11.469993           11.679338      10.761083           8.970170       10.524779            8.067115    10.288476         7.164059
config428    8.116527    7.744963    8.488091      100   0.048914       0.114829        1.415833    13.761138        24.475293      12.103084          14.070917       11.688571           11.469823      11.274058           8.868729       11.135886            8.001698    10.997715         7.134666
config8      8.141801    7.725319    8.558283      100   0.018561       0.249900        2.552896    13.620360        26.347922      11.991044          14.691487       11.583715           11.777379      11.176386           8.863270       11.040609            7.891901    10.904833         6.920531
config169    8.180261    7.853996    8.506527      100   0.004436       0.014267        0.750703    14.528222        23.753919      12.706492          13.908914       12.251060           11.447662      11.795627           8.986411       11.643816            8.165994    11.492005         7.345577
config10     8.180770    7.805272    8.556268      100   0.043833       0.234271        1.243042    14.040550        26.034311      12.398532          14.610430       11.988028           11.754459      11.577523           8.898489       11.440689            7.946499    11.303854         6.994509
config126    8.226710    7.869878    8.583543      100   0.091872       0.447955        0.941060    13.398519        26.607526      11.972166          14.715671       11.615578           11.742707      11.258990           8.769744       11.140127            7.778756    11.021265         6.787768
config390    8.254045    7.880833    8.627256      100   0.020290       0.097238        0.977567    14.141316        22.565445      12.102235          13.465252       11.592464           11.190204      11.082694           8.915156       10.912771            8.156807    10.742847         7.398457
config380    8.257633    7.882056    8.633210      100   0.030601       0.127087        1.440930    13.364456        22.834738      11.874799          13.547880       11.502384           11.226166      11.129970           8.904451       11.005832            8.130546    10.881693         7.356642
config20     8.265768    7.895182    8.636354      100   0.001323       0.025545        1.312782    14.586133        24.488743      12.428363          14.226520       11.888921           11.660964      11.349478           9.095408       11.169664            8.240223    10.989850         7.385038
config121    8.300118    7.951519    8.648718      100   0.000075       0.012364        1.287859    14.676658        22.776467      12.140322          13.625701       11.506239           11.338010      10.872155           9.050318       10.660793            8.287754    10.449432         7.525191
config207    8.312056    7.934205    8.689908      100   0.205009       0.033132        1.395195    14.043764        21.004251      11.700811          12.967203       11.115073           10.957940      10.529335           8.948678       10.334089            8.278924    10.138843         7.609170
config38     8.317037    7.930328    8.703746      100   0.221088       0.723583        0.979667    13.314287        26.847036      11.847167          14.686879       11.480387           11.646840      11.113606           8.606800       10.991346            7.593454    10.869086         6.580108
config326    8.319346    7.944287    8.694406      100   0.001598       0.029134        1.601257    13.844766        23.609611      12.249317          13.934201       11.850454           11.515349      11.451592           9.096496       11.318638            8.290212    11.185684         7.483928
config435    8.344344    7.996306    8.692383      100   0.068725       0.058600        0.812427    14.249104        21.326218      11.876885          13.090129       11.283830           11.031107      10.690775           8.972085       10.493090            8.285745    10.295405         7.599404
config101    8.392696    8.079880    8.705512      100   0.000553       0.038504        1.249375    17.168449        29.216625      13.798591          16.040351       12.956126           12.746283      12.113662           9.452215       11.832840            8.354192    11.552019         7.256169
config238    8.394313    7.929272    8.859355      100   1.459919       0.960486        1.995760    15.270926        31.357824      12.645127          16.247931       11.988677           12.470458      11.332227           8.692985       11.113410            7.433827    10.894593         6.174670
config420    8.454914    8.090550    8.819278      100   0.176843       0.260245        1.599854    13.721092        23.101556      11.858907          13.686680       11.393361           11.332961      10.927814           8.979242       10.772632            8.194669    10.617450         7.410096
config220    8.466557    8.132282    8.800831      100   0.000105       0.047570        1.123857    16.140142        27.782991      13.556820          15.553093       12.910989           12.495619      12.265158           9.438144       12.049881            8.418986    11.834604         7.399828
config353    8.505098    8.149603    8.860594      100   0.000241       0.020052        1.056575    14.836777        24.247746      12.751747          14.292357       12.230489           11.803509      11.709231           9.314662       11.535479            8.485046    11.361726         7.655431
config203    8.507220    8.141640    8.872799      100   0.030612       0.181940        1.655051    14.253522        21.346261      11.844358          13.122483       11.242068           11.066538      10.639777           9.010594       10.439013            8.325279    10.238250         7.639964
config59     8.514801    8.132841    8.896762      100   0.000190       0.013714        1.497166    14.839175        22.605536      12.197066          13.697464       11.536539           11.470445      10.876012           9.243427       10.655836            8.501088    10.435660         7.758748
config352    8.555976    8.196390    8.915563      100   0.000402       0.135713        1.222853    14.571596        22.915783      12.513150          13.760718       11.998538           11.471951      11.483927           9.183185       11.312389            8.420263    11.140852         7.657341
config52     8.562370    8.231066    8.893673      100   0.000828       0.014061        1.429718    15.392220        24.370937      12.894458          14.377698       12.270018           11.879388      11.645577           9.381078       11.437431            8.548309    11.229284         7.715539
config485    8.619547    8.223554    9.015539      100   0.021882       0.092731        1.634097    14.040329        21.122569      12.123906          13.167356       11.644801           11.178553      11.165695           9.189750       11.005993            8.526815    10.846291         7.863881
config385    8.684183    8.227196    9.141171      100   0.070716       1.078562        0.952215    14.066229        26.183981      11.914746          14.450280       11.376875           11.516855      10.839004           8.583430       10.659714            7.605621    10.480424         6.627813
config286    8.693862    8.351591    9.036134      100   0.010711       0.084304        0.956825    16.089756        28.466669      13.607636          15.925336       12.987107           12.790002      12.366577           9.654669       12.159733            8.609558    11.952890         7.564447
config278    8.698468    8.301036    9.095899      100   0.828346       0.828163        1.191918    14.175673        24.047180      11.854743          13.830206       11.274510           11.275963      10.694278           8.721719       10.500867            7.870305    10.307456         7.018890
config90     8.714818    8.216495    9.213140      100   0.633723       0.616584        1.698655    15.317444        23.807405      12.005105          13.885823       11.177021           11.405428      10.348936           8.925032       10.072908            8.098234     9.796879         7.271435
config291    8.716730    8.347727    9.085733      100   0.117909       0.181642        1.028910    13.780641        22.229889      12.154413          13.580541       11.747855           11.418204      11.341298           9.255867       11.205779            8.535088    11.070260         7.814309
config477    8.746449    8.376600    9.116297      100   0.000504       0.079529        1.457270    14.074969        20.087980      11.983979          12.874679       11.461231           11.071354      10.938484           9.268028       10.764235            8.666920    10.589986         8.065812
config449    8.756317    8.368020    9.144613      100   0.002851       0.050794        0.936411    14.358155        21.779437      12.308772          13.522228       11.796426           11.457926      11.284080           9.393623       11.113298            8.705523    10.942517         8.017422
config320    8.758311    8.406049    9.110574      100   0.005133       0.043717        1.507415    16.083763        25.246501      13.301748          14.805297       12.606245           12.194996      11.910741           9.584695       11.678907            8.714595    11.447072         7.844494
config58     8.765512    8.385615    9.145409      100   0.113120       0.353412        1.503410    14.071298        22.329287      12.153986          13.539485       11.674658           11.342034      11.195330           9.144583       11.035554            8.412100    10.875778         7.679616
config489    8.773727    8.403575    9.143879      100   0.147670       0.406979        0.854156    13.706859        22.769167      11.980154          13.672902       11.548477           11.398836      11.116801           9.124770       10.972909            8.366748    10.829017         7.608726
config117    8.787188    8.380149    9.194226      100   0.301652       0.366420        1.103440    14.048053        20.737330      11.444424          12.958448       10.793517           11.013728      10.142610           9.069007        9.925641            8.420767     9.708672         7.772527
config381    8.797893    8.421438    9.174348      100   0.001285       0.030090        1.482998    15.056496        24.740717      13.110682          14.652561       12.624228           12.130522      12.137775           9.608482       11.975624            8.767803    11.813473         7.927123
config115    8.800764    8.472553    9.128974      100   0.000274       0.040632        1.681267    15.824646        27.472979      14.037280          15.654339       13.590439           12.699679      13.143597           9.745018       12.994650            8.760132    12.845703         7.775245
config337    8.805192    8.367574    9.242811      100   0.002226       0.006620        1.014691    14.649070        19.841607      12.038970          12.867059       11.386446           11.123422      10.733921           9.379785       10.516413            8.798572    10.298904         8.217360
config404    8.808321    8.410056    9.206585      100   2.577424       2.923142        1.515184    19.432907        45.985863      12.862866          20.659115       11.220355           14.327428       9.577845           7.995741        9.030342            5.885179     8.482838         3.774616
config26     8.862981    8.490073    9.235889      100   0.009184       0.183641        1.476595    16.117970        28.006852      13.842257          15.800003       13.273329           12.748290      12.704401           9.696578       12.514758            8.679341    12.325116         7.662103
config410    8.866043    8.462589    9.269497      100   0.005457       0.270475        1.748531    15.574659        26.633577      13.409438          15.241151       12.868133           12.393044      12.326828           9.544937       12.146393            8.595568    11.965958         7.646199
config245    8.910382    8.467972    9.352793      100   0.033807       0.476106        1.037609    13.997084        21.100558      11.985528          13.100801       11.482639           11.100862      10.979750           9.100922       10.812121            8.434276    10.644491         7.767630
config35     8.919341    8.556417    9.282264      100   0.000359       0.043478        1.701656    14.538573        20.793342      12.340284          13.266513       11.790712           11.384806      11.241140           9.503099       11.057949            8.875863    10.874758         8.248627
config398    8.925679    8.516351    9.335008      100   0.009099       0.029946        1.200442    14.534178        21.926375      12.320703          13.696496       11.767334           11.639026      11.213965           9.581556       11.029509            8.895733    10.845052         8.209910
config60     8.930257    8.496667    9.363846      100   0.024711       0.215816        1.983120    13.748827        19.824637      11.782912          12.807671       11.291434           11.053429      10.799955           9.299188       10.636129            8.714441    10.472303         8.129694
config199    8.937684    8.482808    9.392560      100   0.823596       0.665501        2.222816    14.501120        24.366402      11.984986          14.201632       11.355953           11.660440      10.726919           9.119247       10.517242            8.272183    10.307564         7.425119
config170    8.938657    8.514667    9.362647      100   0.665291       1.009574        1.167827    14.819344        25.402959      12.069075          14.366826       11.381508           11.607793      10.693941           8.848760       10.464752            7.929083    10.235563         7.009405
config277    8.947815    8.544073    9.351557      100   0.001998       0.014997        1.536479    14.842989        20.978204      12.433664          13.370592       11.831332           11.468689      11.229001           9.566786       11.028224            8.932818    10.827446         8.298851
config78     8.976534    8.583546    9.369522      100   0.132363       0.154732        1.449876    13.945247        21.215178      11.903060          13.387783       11.392513           11.430934      10.881967           9.474086       10.711784            8.821803    10.541602         8.169520
config433    9.009249    8.660614    9.357885      100   0.138895       0.592168        1.053973    15.025299        26.017191      12.887319          14.901332       12.352824           12.122368      11.818330           9.343403       11.640165            8.417081    11.462000         7.490760
config497    9.013250    8.563806    9.462694      100   0.365211       0.417322        1.400287    14.192146        22.772603      12.196171          13.818914       11.697177           11.580492      11.198183           9.342069       11.031852            8.595928    10.865521         7.849788
config246    9.015966    8.598125    9.433807      100   0.267471       0.315819        1.675854    13.962359        23.097488      12.154631          14.004431       11.702699           11.731166      11.250767           9.457902       11.100123            8.700147    10.949479         7.942392
config368    9.021104    8.602913    9.439295      100   0.453044       0.326487        0.946389    14.847987        20.339180      11.920505          12.984719       11.188635           11.146104      10.456765           9.307489       10.212808            8.694617     9.968851         8.081745
config275    9.047182    8.597559    9.496805      100   0.960662       0.991282        1.030597    14.226970        25.793182      12.241217          14.590688       11.744779           11.790065      11.248341           8.989441       11.082862            8.055900    10.917382         7.122359
config325    9.057555    8.599681    9.515429      100   1.033477       1.037931        1.896455    15.221785        26.707344      12.440837          14.904573       11.745600           11.953881      11.050362           9.003188       10.818617            8.019624    10.586871         7.036059
config77     9.081557    8.723247    9.439867      100   0.091437       0.165570        0.942004    14.702246        20.564242      12.608896          13.207449       12.085559           11.368251      11.562221           9.529053       11.387775            8.915987    11.213329         8.302921
config424    9.098843    8.735756    9.461930      100   0.007670       0.027223        1.078524    15.809731        25.201114      13.296082          15.014065       12.667670           12.467303      12.039258           9.920541       11.829787            9.071620    11.620316         8.222700
config50     9.133522    8.728217    9.538827      100   0.165114       0.175238        1.948852    14.174366        18.592257      11.705564          12.507643       11.088363           10.986489      10.471162           9.465336       10.265429            8.958284    10.059695         8.451233
config123    9.136563    8.746492    9.526635      100   0.492544       0.701336        1.162749    14.426966        23.366110      12.421069          13.936079       11.919595           11.578571      11.418121           9.221063       11.250963            8.435227    11.083805         7.649391
config105    9.139287    8.731431    9.547142      100   0.345779       0.534069        1.141308    14.141117        21.319997      12.037021          13.289610       11.510997           11.282013      10.984973           9.274416       10.809631            8.605217    10.634290         7.936018
config288    9.146076    8.831467    9.460686      100   0.000489       0.058769        1.142556    16.211432        24.694375      13.610157          14.837279       12.959838           12.373006      12.309519           9.908732       12.092746            9.087307    11.875973         8.265883
config44     9.147274    8.757463    9.537085      100   0.021016       0.097132        1.955505    13.779334        20.824575      12.100111          13.388091       11.680306           11.528970      11.260500           9.669849       11.120565            9.050142    10.980630         8.430435
config280    9.150450    8.763773    9.537126      100   0.011737       0.081322        0.968782    14.476681        20.821522      12.804083          13.398957       12.385933           11.543316      11.967784           9.687675       11.828400            9.069128    11.689017         8.450581
config332    9.168886    8.739230    9.598542      100   0.060232       0.261265        1.180020    13.774286        19.572374      11.816813          12.836741       11.327445           11.152832      10.838077           9.468924       10.674954            8.907621    10.511831         8.346318
config41     9.171335    8.736934    9.605737      100   0.015533       0.133441        1.695520    14.896252        21.349019      12.186861          13.573572       11.509514           11.629710      10.832166           9.685848       10.606383            9.037894    10.380601         8.389940
config324    9.176818    8.765304    9.588331      100   0.570853       0.702266        1.071564    13.562004        21.548679      11.782978          13.291335       11.338222           11.226999      10.893466           9.162663       10.745214            8.474551    10.596962         7.786439
config67     9.203284    8.810022    9.596546      100   0.018109       0.289934        1.468158    14.303730        19.879688      11.851695          12.953579       11.238686           11.222052      10.625678           9.490525       10.421341            8.913350    10.217005         8.336174
config400    9.244596    8.875216    9.613976      100   0.004780       0.359415        1.242056    14.878502        26.613059      13.048134          15.416504       12.590542           12.617365      12.132951           9.818227       11.980420            8.885180    11.827889         7.952134
config340    9.246925    8.744074    9.749777      100   0.772718       1.169117        1.567345    14.755134        23.941351      12.042886          13.922271       11.364824           11.417501      10.686762           8.912732       10.460741            8.077808    10.234720         7.242885
config498    9.251907    8.837999    9.665816      100   0.027623       0.148238        0.981747    13.966205        20.270146      11.909760          13.217634       11.395649           11.454506      10.881537           9.691379       10.710167            9.103669    10.538796         8.515960
config292    9.261173    8.882441    9.639904      100   0.006404       0.150495        1.187909    15.979326        26.543579      13.623474          15.533326       13.034511           12.780762      12.445548          10.028199       12.249227            9.110678    12.052906         8.193157
config296    9.273248    8.850657    9.695839      100   0.780305       0.765964        1.525331    14.845906        23.328657      12.193637          13.967790       11.530570           11.627573      10.867503           9.287356       10.646480            8.507284    10.425458         7.727211
config222    9.307300    8.047385   10.567215      100   1.186484       2.193975        2.349175    14.599048        32.154797      12.152414          16.339131       11.540755           12.385214      10.929096           8.431297       10.725210            7.113325    10.521324         5.795353
config415    9.314136    8.909717    9.718555      100   0.193994       0.153040        1.626433    14.159157        20.126122      12.196063          13.200843       11.705289           11.469523      11.214516           9.738203       11.050925            9.161096    10.887334         8.583990
config456    9.329700    8.823317    9.836084      100   0.295220       0.482443        1.290871    14.115771        19.846310      11.533308          12.899540       10.887692           11.162848      10.242076           9.426155       10.026870            8.847258     9.811665         8.268360
config98     9.337385    8.948992    9.725778      100   0.087095       0.384844        1.004359    14.557960        25.789031      12.976028          15.155458       12.580545           12.497065      12.185062           9.838672       12.053234            8.952541    11.921406         8.066410
config63     9.344032    8.949760    9.738303      100   0.016576       0.100658        1.698007    13.300063        18.788267      12.003518          12.759913       11.679382           11.252825      11.355245           9.745737       11.247200            9.243374    11.139154         8.741011
config156    9.358862    8.833124    9.884599      100   0.167636       0.562387        1.574867    14.842625        21.642979      12.313546          13.529397       11.681276           11.501001      11.049006           9.472606       10.838250            8.796474    10.627493         8.120342
config309    9.370448    9.023267    9.717629      100   0.000156       0.078772        1.661831    16.253230        23.892589      13.596432          14.670960       12.932233           12.365552      12.268033          10.060145       12.046633            9.291676    11.825234         8.523207
config266    9.371692    9.004622    9.738761      100   0.007326       0.035675        1.235954    16.181725        24.642581      13.604289          14.975277       12.959930           12.558451      12.315571          10.141625       12.100785            9.336016    11.885998         8.530408
config359    9.372581    9.028921    9.716242      100   0.000032       0.027352        1.055037    16.251700        25.616203      13.902461          15.339798       13.315151           12.770697      12.727841          10.201596       12.532071            9.345229    12.336301         8.488862
config158    9.372754    8.952224    9.793285      100   0.010751       0.122581        1.493337    13.500994        16.980036      11.588632          12.098018       11.110541           10.877513      10.632451           9.657008       10.473087            9.250173    10.313724         8.843338
config405    9.373834    8.921784    9.825884      100   0.654145       0.761358        1.551266    14.231585        23.786275      12.027535          14.202823       11.476523           11.806961      10.925511           9.411098       10.741840            8.612477    10.558169         7.813856
config416    9.378700    8.931256    9.826144      100   1.834693       0.823224        1.448379    15.486613        24.226053      12.719001          14.328847       12.027098           11.854545      11.335195           9.380243       11.104561            8.555476    10.873927         7.730709
config251    9.386134    8.964969    9.807299      100   0.013206       0.758038        2.009460    14.154852        21.622212      12.543430          13.415402       12.140575           11.363699      11.737719           9.311997       11.603434            8.628096    11.469149         7.944195
config6      9.399032    8.996414    9.801650      100   0.020957       0.048796        1.144442    14.383909        19.158944      12.166426          12.963971       11.612056           11.415227      11.057685           9.866484       10.872895            9.350236    10.688104         8.833988
config165    9.415001    8.976991    9.853012      100   1.196573       1.016576        1.918434    14.365383        24.415377      12.399395          14.299408       11.907898           11.770415      11.416401           9.241423       11.252569            8.398426    11.088736         7.555428
config407    9.438783    8.920639    9.956928      100   0.770922       0.813734        1.716273    15.738865        24.339446      12.599265          14.414564       11.814365           11.933344      11.029464           9.452123       10.767831            8.625050    10.506198         7.797976
config74     9.443958    9.008657    9.879260      100   0.042071       0.947527        1.991050    13.434130        20.764595      11.879665          13.016281       11.491048           11.079203      11.102432           9.142124       10.972893            8.496431    10.843354         7.850739
