
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.95 (shown are averages)
------------------------------
             eval-loss     lower-CI     upper-CI  n-seeds    train-mae  train-uUB-mae  train-time_min  test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95  test-qloss1  test-uUB-qloss1
config388     8.794665     8.256455     9.332874      100     0.787332       1.713449        1.202702    10.904904        15.266805       9.680435          10.096959        9.374318            8.804498       9.068201           7.512036        8.966162            7.081216     8.864123         6.650395
config360     8.830027     8.244644     9.415410      100     0.294735       0.537962        1.655097    12.466495        20.280981      10.761339          12.709034       10.335050           10.816047       9.908760           8.923061        9.766664            8.292065     9.624568         7.661069
config431     8.855559     8.165567     9.545552      100     0.587565       1.250370        2.637334     9.792472        18.075001       9.383089          11.462488        9.280743            9.809360       9.178397           8.156232        9.144282            7.605189     9.110167         7.054147
config250     8.868822     8.032402     9.705242      100     0.425129       0.162863        1.545415    11.904044        37.228539      10.345840          19.214278        9.956290           14.710712       9.566739          10.207147        9.436888            8.705959     9.307038         7.204770
config161     8.883834     8.353019     9.414648      100     0.450520       0.864501        2.108679     9.169614        31.075369       8.645079          16.513662        8.513946           12.873235       8.382812           9.232808        8.339101            8.019333     8.295390         6.805857
config407     8.887518     8.388638     9.386398      100     0.491235       0.767900        1.714881     8.430599         9.292326       9.397590           8.551668        9.639338            8.366503       9.881086           8.181339        9.961668            8.119617    10.042251         8.057896
config484     8.889025     8.250509     9.527540      100     1.144542       1.215942        0.928825     9.686614        28.518138       8.928967          15.352840        8.739555           12.061515       8.550143           8.770191        8.487006            7.673083     8.423868         6.575974
config97      8.892715     8.313397     9.472033      100     0.455326       0.591767        1.238500    10.588250        15.385547      11.019677          10.911064       11.127533            9.792443      11.235390           8.673822       11.271342            8.300949    11.307294         7.928075
config114     8.907378     8.142910     9.671847      100     0.952412       0.872514        1.905045     9.912622        16.088973      10.482840          11.002167       10.625394            9.730466      10.767949           8.458764       10.815467            8.034864    10.862985         7.610963
config413     8.928485     8.342749     9.514221      100     1.806080       1.146345        1.724959     8.270562        10.402990       9.053668           8.747716        9.249444            8.333898       9.445221           7.920080        9.510480            7.782140     9.575739         7.644201
config365     8.933961     8.348054     9.519868      100     1.137237       1.602506        1.966159     8.817383         8.328386       7.865951           7.698746        7.628093            7.541336       7.390235           7.383926        7.310949            7.331456     7.231663         7.278986
config335     8.936596     8.278294     9.594898      100     0.542906       0.466113        1.485909    10.679967        25.170145       9.944016          14.622990        9.760028           11.986201       9.576041           9.349412        9.514711            8.470482     9.453382         7.591553
config328     8.991362     8.350765     9.631960      100     0.917508       0.819023        2.149814     7.107933        24.655410       9.521175          14.245050       10.124485           11.642459      10.727795           9.039869       10.928899            8.172339    11.130002         7.304809
config384     9.004215     8.350085     9.658345      100     0.867913       1.025111        2.587118    10.857588        20.938199       9.808962          12.753508        9.546806           10.707335       9.284649           8.661162        9.197264            7.979104     9.109878         7.297047
config81      9.009960     8.375222     9.644699      100     0.788327       2.497673        1.169424     9.629873        21.049897       9.163978          11.868249        9.047504            9.572837       8.931030           7.277425        8.892205            6.512287     8.853381         5.747150
config283     9.078170     8.439891     9.716449      100     1.833720       2.539740        1.399099     8.588363        24.877149       7.831963          13.294800        7.642863           10.399213       7.453762           7.503626        7.390729            6.538430     7.327696         5.573234
config128     9.134778     8.578064     9.691492      100     0.293715       0.629111        1.435199     9.743217        15.278651      11.315146          11.000977       11.708128            9.931558      12.101110           8.862140       12.232104            8.505667    12.363099         8.149194
config20      9.141835     8.602707     9.680963      100     1.259086       1.756802        2.502058     7.951791        22.456608       8.110087          12.937718        8.149661           10.557996       8.189235           8.178274        8.202426            7.385033     8.215617         6.591792
config221     9.183368     8.568328     9.798408      100     0.624174       0.729503        1.242151    11.324517        25.930661      10.293023          14.892685       10.035150           12.133191       9.777277           9.373697        9.691319            8.453865     9.605361         7.534034
config188     9.187608     8.637208     9.738008      100     0.179340       0.071994        1.339232    13.095859        36.231248      11.442048          19.105584       11.028595           14.824168      10.615143          10.542752       10.477325            9.115613    10.339507         7.688475
config224     9.210346     8.639414     9.781278      100     0.713057       1.208234        2.460218     8.471020        15.109790       8.296605          10.620730        8.253001            9.498465       8.209397           8.376200        8.194862            8.002112     8.180328         7.628024
config260     9.245239     8.711734     9.778745      100     2.424196       2.364569        1.275410     7.471418        20.448266       6.940719          11.879258        6.808044            9.737006       6.675370           7.594755        6.631145            6.880671     6.586920         6.166587
config61      9.252155     8.687326     9.816984      100     0.162926       0.254363        1.812805    12.213740        17.524530      11.054393          12.139222       10.764556           10.792895      10.474719           9.446568       10.378107            8.997792    10.281495         8.549017
config389     9.262983     8.668803     9.857162      100     1.409833       3.142273        1.533817     7.480109         9.828501       6.849743           7.486738        6.692152            6.901297       6.534560           6.315857        6.482030            6.120710     6.429499         5.925563
config198     9.285086     8.651477     9.918695      100     1.484155       2.325639        1.420804     7.930074        10.077016       7.527023           8.108025        7.426260            7.615778       7.325498           7.123530        7.291910            6.959447     7.258322         6.795365
config309     9.287265     8.766335     9.808194      100     1.575575       1.498342        1.518210     9.011290         8.628908       8.063847           8.098391        7.826986            7.965762       7.590125           7.833133        7.511171            7.788923     7.432218         7.744713
config153     9.291286     8.746188     9.836383      100     0.197943       0.171535        1.641709    13.993035        33.306686      12.364455          18.030727       11.957310           14.211737      11.550165          10.392747       11.414450            9.119751    11.278735         7.846754
config324     9.303234     8.571203    10.035264      100     1.661339       1.937976        2.185140     7.912662        14.768453       7.912043          10.092750        7.911889            8.923825       7.911734           7.754899        7.911683            7.365257     7.911631         6.975615
config266     9.309009     8.744860     9.873158      100     0.760879       0.444700        1.093228    10.235628        29.620442       9.517833          16.511305        9.338384           13.234021       9.158935           9.956737        9.099119            8.864309     9.039303         7.771881
config215     9.389889     8.669226    10.110553      100     0.682069       1.310160        1.607172     9.325812        10.026351       8.801583           8.796906        8.670526            8.489544       8.539469           8.182183        8.495784            8.079729     8.452098         7.977276
config126     9.391258     8.883618     9.898897      100     0.798968       0.935964        0.740832    10.698124        13.022839      11.506579          10.138073       11.708693            9.416882      11.910807           8.695690       11.978178            8.455293    12.045549         8.214896
config207     9.413881     8.739179    10.088583      100     1.127934       1.099025        2.179855    11.045896        23.440499      10.367587          13.887462       10.198010           11.499202      10.028433           9.110943        9.971907            8.314856     9.915381         7.518770
config148     9.426875     8.714183    10.139566      100     0.692610       1.720857        1.950900    10.370751        14.983542       9.419289          10.387211        9.181423            9.238128       8.943558           8.089045        8.864269            7.706018     8.784981         7.322990
config137     9.448850     8.876194    10.021505      100     3.714881       3.121734        1.342159     7.773901        14.545275       7.542206           9.354859        7.484282            8.057255       7.426358           6.759651        7.407050            6.327116     7.387742         5.894581
config30      9.457464     8.881557    10.033370      100     0.471525       0.188981        1.460929    12.061135        36.169688      10.293925          19.179453        9.852122           14.931895       9.410320          10.684336        9.263052            9.268483     9.115785         7.852630
config193     9.470532     8.866915    10.074149      100     1.778659       1.099016        1.073437    10.267733        21.850495       9.795689          13.337455        9.677678           11.209195       9.559666           9.080935        9.520329            8.371515     9.480992         7.662095
config93      9.477802     8.905838    10.049766      100     1.722076       2.092660        2.232992     7.077054        11.205446       7.562357           8.792623        7.683683            8.189417       7.805009           7.586211        7.845451            7.385142     7.885893         7.184073
config14      9.484830     8.870776    10.098884      100     0.323261       0.186271        1.984086    12.011276        30.897965      11.052871          17.256235       10.813270           13.845802      10.573668          10.435370       10.493801            9.298559    10.413934         8.161748
config429     9.485411     8.845648    10.125174      100     2.388922       3.174219        1.209664     8.125516        15.455702       8.369814           9.680222        8.430889            8.236352       8.491964           6.792482        8.512322            6.311192     8.532680         5.829902
config165     9.521435     8.915218    10.127652      100     2.195979       2.708613        2.016577     7.835591        14.225072       7.947477           9.543652        7.975449            8.373296       8.003420           7.202941        8.012744            6.812823     8.022068         6.422704
config37      9.545313     8.973013    10.117613      100     1.868320       1.809024        1.329908     7.421125         7.378465       7.361128           7.604459        7.346129            7.660958       7.331130           7.717456        7.326130            7.736289     7.321131         7.755122
config173     9.551928     8.951536    10.152321      100     0.070647       0.102622        2.310859    12.479983        32.718949      12.311732          18.022332       12.269669           14.348178      12.227606          10.674024       12.213585            9.449306    12.199564         8.224588
config130     9.630127     8.984131    10.276122      100     2.042489       1.617102        1.297645     7.755035        10.255996       7.736441           8.839382        7.731792            8.485229       7.727144           8.131076        7.725594            8.013025     7.724045         7.894973
config184     9.783576     9.121317    10.445836      100     0.355521       0.608176        1.405480    10.251258        12.377647       9.409095          10.355175        9.198554            9.849558       8.988013           9.343940        8.917833            9.175401     8.847652         9.006861
config44      9.790995     9.150178    10.431812      100     0.596854       0.879930        1.556078    11.437826        17.481546      10.594840          12.068610       10.384094           10.715376      10.173348           9.362142       10.103099            8.911064    10.032850         8.459987
config236     9.795316     9.096199    10.494433      100     1.847031       2.171239        2.021053     7.197181         7.416968       6.823627           7.547774        6.730239            7.580475       6.636850           7.613176        6.605721            7.624077     6.574591         7.634977
config348     9.927427     9.203258    10.651597      100     0.598266       0.602156        1.185698    11.657103        24.837862      10.960386          15.040436       10.786207           12.591080      10.612028          10.141723       10.553968            9.325271    10.495909         8.508819
config414    10.001806     9.404773    10.598840      100     0.606099       0.525110        1.286354    10.410393         7.206799       9.731289           8.640419        9.561513            8.998823       9.391736           9.357228        9.335144            9.476696     9.278552         9.596165
config277    10.010710     9.427090    10.594331      100     0.489187       0.376555        1.287316    11.059402        27.004351      11.373552          16.033701       11.452090           13.291039      11.530627          10.548376       11.556806            9.634155    11.582985         8.719934
config333    10.034477     9.524992    10.543963      100     1.609408       3.943090        1.399495     8.112514        21.340275       7.551946          11.709399        7.411804            9.301680       7.271663           6.893960        7.224949            6.091387     7.178235         5.288814
config170    10.078317     9.458831    10.697804      100     1.244639       2.006697        1.410442    10.779152        13.625909       9.778478          10.117937        9.528309            9.240944       9.278141           8.363951        9.194751            8.071620     9.111362         7.779289
config346    10.186034     9.491276    10.880793      100     1.430716       2.193996        1.379653     9.243882        11.385042       8.856102           9.242093        8.759157            8.706355       8.662213           8.170618        8.629898            7.992039     8.597583         7.813459
config467    10.205496     9.494404    10.916588      100     1.141023       1.756667        1.836152     8.647460         7.583966       9.664479           8.130195        9.918733            8.266752      10.172988           8.403310       10.257740            8.448829    10.342491         8.494348
config58     10.211712     9.540628    10.882796      100     1.285222       2.431769        1.992485     8.901396        24.684856       9.090040          14.008069        9.137201           11.338872       9.184363           8.669676        9.200083            7.779943     9.215803         6.890211
config286    10.231416     9.487461    10.975370      100     1.463608       1.089069        3.082086    13.673989        20.867235      12.398329          13.462043       12.079414           11.610745      11.760498           9.759446       11.654193            9.142347    11.547888         8.525248
config342    10.243774     9.662171    10.825378      100     0.103032       0.392158        1.611337    12.901045        29.204846      13.861449          16.981754       14.101550           13.925981      14.341651          10.870208       14.421684            9.851617    14.501718         8.833026
config158    10.255672     9.566019    10.945325      100     1.032449       1.355218        1.456405    12.979016        19.819380      12.158445          12.923216       11.953303           11.199175      11.748160           9.475134       11.679779            8.900454    11.611398         8.325773
config490    10.267759     9.529325    11.006193      100     2.006877       2.237310        1.211249     8.154467         8.991010       7.949176           8.384340        7.897853            8.232672       7.846530           8.081005        7.829422            8.030449     7.812315         7.979893
config4      10.278040     9.365508    11.190573      100     2.119119       1.373525        2.296300    12.131172        12.570582      11.015581          10.255172       10.736684            9.676319      10.457786           9.097466       10.364820            8.904515    10.271854         8.711565
config159    10.290710     9.437647    11.143772      100     2.013407       2.179914        2.297349     8.051768        22.140261       8.251927          13.279546        8.301967           11.064367       8.352007           8.849188        8.368687            8.110795     8.385367         7.372402
config394    10.343885     9.002893    11.684878      100    15.589875       1.523184        1.156594    21.914701         9.073293      17.867582           8.913761       16.855803            8.873878      15.844023           8.833995       15.506763            8.820701    15.169503         8.807407
config478    10.369130     9.738970    10.999290      100     0.192726       2.279120        2.052065    12.378524        21.648591      11.204972          13.085276       10.911584           10.944448      10.618196           8.803619       10.520400            8.090009    10.422604         7.376400
config294    10.389234     9.638088    11.140380      100     1.137453       1.143917        1.750580    11.709043        20.389108      11.337578          13.350924       11.244712           11.591378      11.151846           9.831832       11.120891            9.245317    11.089936         8.658801
config54     10.409836     8.077599    12.742073      100     1.551046       2.509230        2.085013     8.206697        31.072485       8.097237          16.437614        8.069872           12.778896       8.042507           9.120179        8.033385            7.900606     8.024263         6.681033
config295    10.413463     9.656214    11.170711      100     0.706730       1.051750        1.705566     9.014955         9.700369       8.756323           9.486481        8.691664            9.433009       8.627006           9.379537        8.605454            9.361713     8.583901         9.343889
config197    10.430985     9.849163    11.012807      100     0.900763       1.004179        1.336220    12.876607        34.211760      11.928987          18.558105       11.692082           14.644691      11.455178          10.731277       11.376209            9.426806    11.297241         8.122335
config248    10.447416     9.696620    11.198213      100     0.155120       0.170323        2.839415    14.503622        34.032377      13.121565          19.029040       12.776051           15.278206      12.430537          11.527372       12.315365           10.277094    12.200194         9.026816
config500    10.449723     9.799033    11.100414      100     1.005463       2.031862        1.429240    10.069650        11.849921       9.314567           9.682304        9.125796            9.140400       8.937026           8.598496        8.874102            8.417861     8.811179         8.237226
config168    10.453646     9.849305    11.057987      100     0.851074       1.546893        1.296257    12.148797        15.307138      10.777246          11.264789       10.434358           10.254202      10.091471           9.243615        9.977175            8.906752     9.862879         8.569890
config445    10.484374     9.768232    11.200516      100     1.072905       1.567120        1.966334    11.726417        17.783679      11.062251          12.183832       10.896210           10.783870      10.730168           9.383908       10.674821            8.917254    10.619474         8.450600
config452    10.486013     9.650579    11.321448      100     1.310475       1.818066        2.261794    10.163934        21.409375      10.418224          13.362157       10.481797           11.350353      10.545369           9.338549       10.566560            8.667947    10.587751         7.997346
config108    10.501747     9.650582    11.352912      100     1.789072       3.868555        3.180179     7.434051        17.387211       7.540243          10.595199        7.566790            8.897196       7.593338           7.199193        7.602188            6.633192     7.611037         6.067191
config232    10.521941     9.853217    11.190664      100     0.334645       2.350259        2.256014     9.043594        18.681073      11.252153          12.043563       11.804293           10.384185      12.356433           8.724808       12.540479            8.171682    12.724526         7.618556
config486    10.571385     9.711492    11.431277      100     0.608774       1.236342        2.258599     9.621231        25.160669      13.367569          15.165537       14.304154           12.666754      15.240738          10.167971       15.552933            9.335043    15.865128         8.502115
config209    10.590963     9.906531    11.275395      100     1.043039       1.710586        0.965831     9.704027        11.701421       9.441341           9.919710        9.375670            9.474282       9.309999           9.028854        9.288108            8.880378     9.266218         8.731902
config495    10.599960     9.964988    11.234932      100     2.387891       1.146870        1.235303     9.337648         7.618218       9.635087           8.777085        9.709447            9.066801       9.783807           9.356518        9.808593            9.453090     9.833380         9.549662
config99     10.620072    10.029984    11.210159      100     0.340389       0.792981        1.271429    11.400935         6.443508      11.174326           8.580508       11.117674            9.114758      11.061022           9.649008       11.042138            9.827091    11.023253        10.005174
