
CONFIG EVALUATION WITH CRITERIA:1*train-uUB-mae + 1*test-uUB-qloss0.95 (shown are averages)
------------------------------
               eval-loss      lower-CI      upper-CI  n-seeds     train-mae  train-uUB-mae  train-time_min   test-qloss0  test-uUB-qloss0  test-qloss0.6  test-uUB-qloss0.6  test-qloss0.75  test-uUB-qloss0.75  test-qloss0.9  test-uUB-qloss0.9  test-qloss0.95  test-uUB-qloss0.95   test-qloss1  test-uUB-qloss1
config967   1.704978e+06  1.560901e+06  1.849054e+06      100  2.723631e+04   5.747837e+03        1.017913  5.232096e+06     1.195934e+07   4.179591e+06       5.479270e+06    3.916465e+06        3.859253e+06   3.653339e+06       2.239236e+06    3.565630e+06        1.699230e+06  3.477922e+06     1.159224e+06
config571   1.716172e+06  1.580654e+06  1.851689e+06      100  6.465872e+02   8.710912e+03        1.797016  5.451681e+06     1.002542e+07   4.096734e+06       4.771973e+06    3.757998e+06        3.458611e+06   3.419261e+06       2.145248e+06    3.306349e+06        1.707461e+06  3.193437e+06     1.269673e+06
config532   1.718371e+06  1.570327e+06  1.866415e+06      100  1.330330e+03   5.298151e+03        0.909389  5.627311e+06     1.465565e+07   4.183296e+06       6.481389e+06    3.822292e+06        4.437825e+06   3.461289e+06       2.394261e+06    3.340954e+06        1.713073e+06  3.220619e+06     1.031885e+06
config930   1.722435e+06  1.572399e+06  1.872471e+06      100  4.419925e+02   2.632215e+03        1.347487  5.450337e+06     1.047898e+07   4.151905e+06       4.946867e+06    3.827297e+06        3.563840e+06   3.502689e+06       2.180812e+06    3.394486e+06        1.719803e+06  3.286283e+06     1.258794e+06
config963   1.728499e+06  1.577109e+06  1.879889e+06      100  7.688939e+02   5.631793e+03        1.205522  5.234581e+06     1.205896e+07   3.997360e+06       5.530901e+06    3.688055e+06        3.898886e+06   3.378750e+06       2.266872e+06    3.275648e+06        1.722867e+06  3.172546e+06     1.178862e+06
config528   1.731659e+06  1.578656e+06  1.884663e+06      100  3.772375e+01   1.162876e+04        1.296612  5.172450e+06     1.132901e+07   4.329033e+06       5.260181e+06    4.118179e+06        3.742974e+06   3.907325e+06       2.225766e+06    3.837040e+06        1.720031e+06  3.766756e+06     1.214295e+06
config688   1.741988e+06  1.598014e+06  1.885961e+06      100  1.587801e+01   3.168063e+03        1.332978  5.602437e+06     1.612964e+07   4.243814e+06       7.040700e+06    3.904159e+06        4.768465e+06   3.564503e+06       2.496231e+06    3.451285e+06        1.738820e+06  3.338066e+06     9.814083e+05
config823   1.745805e+06  1.601479e+06  1.890130e+06      100  9.723587e+02   3.938382e+04        2.429516  5.062865e+06     9.930611e+06   3.917905e+06       4.736386e+06    3.631665e+06        3.437829e+06   3.345424e+06       2.139273e+06    3.250011e+06        1.706421e+06  3.154598e+06     1.273569e+06
config745   1.750972e+06  1.600586e+06  1.901357e+06      100  8.290431e+01   2.962312e+03        1.939683  5.483380e+06     1.181266e+07   4.152174e+06       5.456039e+06    3.819372e+06        3.866884e+06   3.486570e+06       2.277728e+06    3.375637e+06        1.748009e+06  3.264703e+06     1.218291e+06
config619   1.755455e+06  1.603262e+06  1.907647e+06      100  5.781803e+01   1.218868e+03        2.990799  5.389952e+06     1.241643e+07   4.120991e+06       5.682413e+06    3.803751e+06        3.998909e+06   3.486511e+06       2.315404e+06    3.380764e+06        1.754236e+06  3.275017e+06     1.193067e+06
config756   1.758107e+06  1.601265e+06  1.914950e+06      100  3.150141e+02   3.386175e+03        1.364640  5.399688e+06     1.727156e+07   4.335376e+06       7.471451e+06    4.069298e+06        5.021424e+06   3.803220e+06       2.571397e+06    3.714527e+06        1.754721e+06  3.625834e+06     9.380452e+05
config943   1.758362e+06  1.609424e+06  1.907301e+06      100  3.159972e+03   2.505764e+03        1.226410  5.555565e+06     1.049409e+07   4.227289e+06       4.975206e+06    3.895220e+06        3.595485e+06   3.563151e+06       2.215764e+06    3.452461e+06        1.755857e+06  3.341771e+06     1.295950e+06
config739   1.770351e+06  1.613793e+06  1.926908e+06      100  9.566951e+02   6.181436e+03        1.644771  5.164414e+06     1.398509e+07   4.299403e+06       6.266615e+06    4.083151e+06        4.336995e+06   3.866898e+06       2.407376e+06    3.794814e+06        1.764170e+06  3.722730e+06     1.120963e+06
config867   1.776693e+06  1.615057e+06  1.938329e+06      100  1.298633e+02   2.483081e+03        2.093650  5.514956e+06     1.442590e+07   4.364848e+06       6.435360e+06    4.077321e+06        4.437724e+06   3.789794e+06       2.440089e+06    3.693951e+06        1.774210e+06  3.598109e+06     1.108331e+06
config964   1.806961e+06  1.646676e+06  1.967247e+06      100  8.001229e+03   4.036593e+03        2.149813  5.809554e+06     1.685036e+07   4.458886e+06       7.346716e+06    4.121219e+06        4.970806e+06   3.783552e+06       2.594895e+06    3.670996e+06        1.802925e+06  3.558441e+06     1.010954e+06
config956   1.823884e+06  1.667431e+06  1.980337e+06      100  5.952428e+03   6.492794e+03        1.626100  4.925779e+06     1.025025e+07   3.951631e+06       4.924234e+06    3.708094e+06        3.592730e+06   3.464556e+06       2.261226e+06    3.383377e+06        1.817391e+06  3.302198e+06     1.373556e+06
config789   1.827640e+06  1.661656e+06  1.993625e+06      100  4.093497e+01   2.646824e+03        1.626515  5.413695e+06     1.329651e+07   4.376597e+06       6.051343e+06    4.117322e+06        4.240051e+06   3.858047e+06       2.428758e+06    3.771622e+06        1.824994e+06  3.685198e+06     1.221229e+06
config860   1.835132e+06  1.672007e+06  1.998258e+06      100  8.817852e+03   1.252973e+04        1.139126  5.603274e+06     1.860892e+07   4.223695e+06       8.007036e+06    3.878800e+06        5.356564e+06   3.533905e+06       2.706093e+06    3.418940e+06        1.822603e+06  3.303975e+06     9.391121e+05
config625   1.835343e+06  1.670031e+06  2.000655e+06      100  2.712477e+04   3.498848e+04        0.980710  5.193837e+06     1.311063e+07   4.343127e+06       5.967297e+06    4.130450e+06        4.181464e+06   3.917773e+06       2.395632e+06    3.846880e+06        1.800354e+06  3.775988e+06     1.205076e+06
config683   1.841253e+06  1.670770e+06  2.011737e+06      100  1.173697e+02   5.763856e+03        1.483214  5.421717e+06     1.260240e+07   4.377702e+06       5.802244e+06    4.116699e+06        4.102206e+06   3.855695e+06       2.402169e+06    3.768694e+06        1.835489e+06  3.681692e+06     1.268810e+06
config551   1.847679e+06  1.693537e+06  2.001820e+06      100  1.195565e+02   2.728799e+03        1.021201  5.526257e+06     1.220598e+07   3.886640e+06       5.662171e+06    3.476736e+06        4.026219e+06   3.066832e+06       2.390267e+06    2.930197e+06        1.844950e+06  2.793562e+06     1.299633e+06
config747   1.863890e+06  1.696742e+06  2.031038e+06      100  6.914790e+02   2.096951e+04        2.181311  5.316153e+06     1.060384e+07   4.251896e+06       5.070627e+06    3.985831e+06        3.687325e+06   3.719767e+06       2.304022e+06    3.631079e+06        1.842921e+06  3.542391e+06     1.381820e+06
config837   1.867599e+06  1.708073e+06  2.027126e+06      100  1.783501e+02   3.139643e+03        1.506010  5.396162e+06     1.003196e+07   4.201415e+06       4.873540e+06    3.902728e+06        3.583934e+06   3.604042e+06       2.294328e+06    3.504479e+06        1.864460e+06  3.404917e+06     1.434591e+06
config853   1.874200e+06  1.709602e+06  2.038798e+06      100  2.884901e+01   2.329508e+03        2.294549  5.546933e+06     1.327890e+07   4.235000e+06       6.074459e+06    3.907017e+06        4.273349e+06   3.579034e+06       2.472240e+06    3.469706e+06        1.871870e+06  3.360378e+06     1.271500e+06
config1000  1.882424e+06  1.715090e+06  2.049757e+06      100  6.200181e+01   2.915874e+03        1.516585  5.459933e+06     1.236297e+07   4.212989e+06       5.741834e+06    3.901253e+06        4.086551e+06   3.589516e+06       2.431269e+06    3.485604e+06        1.879508e+06  3.381692e+06     1.327747e+06
config690   1.910324e+06  1.750036e+06  2.070612e+06      100  4.537439e+02   4.306049e+03        1.744867  5.043818e+06     1.024465e+07   4.297794e+06       4.978145e+06    4.111289e+06        3.661519e+06   3.924783e+06       2.344893e+06    3.862614e+06        1.906018e+06  3.800446e+06     1.467143e+06
config620   1.915813e+06  1.746046e+06  2.085580e+06      100  3.560516e+01   1.822191e+03        1.955154  5.909572e+06     1.319282e+07   4.602562e+06       6.069349e+06    4.275810e+06        4.288481e+06   3.949058e+06       2.507613e+06    3.840140e+06        1.913991e+06  3.731223e+06     1.320368e+06
config914   1.918380e+06  1.765940e+06  2.070820e+06      100  8.030835e+00   4.896296e+03        1.877631  5.409509e+06     9.313080e+06   4.041804e+06       4.639651e+06    3.699878e+06        3.471293e+06   3.357952e+06       2.302936e+06    3.243977e+06        1.913483e+06  3.130001e+06     1.524031e+06
config933   1.921292e+06  1.753926e+06  2.088658e+06      100  1.142780e+01   2.807320e+03        2.038627  5.474152e+06     1.082464e+07   4.549718e+06       5.199701e+06    4.318609e+06        3.793466e+06   4.087500e+06       2.387230e+06    4.010464e+06        1.918485e+06  3.933428e+06     1.449739e+06
config868   1.933253e+06  1.738078e+06  2.128427e+06      100  1.856086e+05   8.636627e+03        1.991135  5.134293e+06     1.319730e+07   4.672367e+06       6.077710e+06    4.556886e+06        4.297812e+06   4.441404e+06       2.517915e+06    4.402910e+06        1.924616e+06  4.364417e+06     1.331317e+06
config858   1.934210e+06  1.772153e+06  2.096267e+06      100  2.791451e+05   4.038258e+04        1.418969  5.455310e+06     1.037748e+07   4.348195e+06       5.019384e+06    4.071416e+06        3.679860e+06   3.794637e+06       2.340335e+06    3.702378e+06        1.893827e+06  3.610118e+06     1.447319e+06
config738   1.941974e+06  1.777604e+06  2.106344e+06      100  1.135766e+03   1.163118e+04        1.221005  5.439205e+06     9.600908e+06   3.998623e+06       4.756340e+06    3.638478e+06        3.545198e+06   3.278332e+06       2.334057e+06    3.158284e+06        1.930343e+06  3.038235e+06     1.526629e+06
config912   1.945763e+06  1.769011e+06  2.122516e+06      100  3.316483e+02   5.308550e+03        2.150045  5.576705e+06     1.377891e+07   4.808084e+06       6.301993e+06    4.615929e+06        4.432762e+06   4.423773e+06       2.563532e+06    4.359722e+06        1.940455e+06  4.295670e+06     1.317378e+06
config583   1.952082e+06  1.779237e+06  2.124926e+06      100  1.130654e+02   1.840058e+03        1.462512  5.832347e+06     1.308418e+07   4.481720e+06       6.052217e+06    4.144063e+06        4.294228e+06   3.806406e+06       2.536238e+06    3.693854e+06        1.950242e+06  3.581302e+06     1.364245e+06
config603   1.959711e+06  1.761981e+06  2.157441e+06      100  8.302947e+03   2.961070e+04        2.066884  5.132460e+06     1.176185e+07   4.519846e+06       5.552325e+06    4.366693e+06        3.999943e+06   4.213539e+06       2.447561e+06    4.162488e+06        1.930100e+06  4.111437e+06     1.412640e+06
config803   1.963617e+06  1.786450e+06  2.140784e+06      100  3.124193e+01   1.083599e+04        2.777186  5.280607e+06     1.617957e+07   4.546583e+06       7.194228e+06    4.363077e+06        4.947893e+06   4.179571e+06       2.701559e+06    4.118403e+06        1.952781e+06  4.057234e+06     1.204002e+06
config814   1.969515e+06  1.789808e+06  2.149222e+06      100  5.244040e+02   2.609532e+03        1.895164  5.328225e+06     1.213501e+07   4.633311e+06       5.713051e+06    4.459583e+06        4.107560e+06   4.285855e+06       2.502069e+06    4.227945e+06        1.966906e+06  4.170036e+06     1.431742e+06
config554   1.970944e+06  1.824940e+06  2.116948e+06      100  1.019344e+02   7.650943e+03        2.671127  5.316536e+06     8.706417e+06   4.050824e+06       4.447602e+06    3.734396e+06        3.382898e+06   3.417968e+06       2.318194e+06    3.312492e+06        1.963293e+06  3.207016e+06     1.608392e+06
config768   1.972236e+06  1.790471e+06  2.154001e+06      100  2.884696e+01   1.007209e+03        2.250362  5.295683e+06     1.084396e+07   4.481098e+06       5.240128e+06    4.277452e+06        3.839171e+06   4.073806e+06       2.438214e+06    4.005924e+06        1.971228e+06  3.938042e+06     1.504243e+06
config700   1.987712e+06  1.813840e+06  2.161585e+06      100  3.394898e+01   2.162919e+03        1.600201  5.436015e+06     1.095305e+07   4.426924e+06       5.289366e+06    4.174652e+06        3.873445e+06   3.922379e+06       2.457523e+06    3.838288e+06        1.985550e+06  3.754197e+06     1.513576e+06
config735   1.989865e+06  1.826328e+06  2.153401e+06      100  3.124838e+01   5.573250e+03        0.940150  5.316641e+06     8.671261e+06   4.097722e+06       4.447912e+06    3.792993e+06        3.392074e+06   3.488263e+06       2.336237e+06    3.386686e+06        1.984291e+06  3.285110e+06     1.632346e+06
config880   1.992943e+06  1.815134e+06  2.170753e+06      100  4.899233e+01   4.354071e+03        1.403398  5.438154e+06     9.209213e+06   4.330131e+06       4.648819e+06    4.053125e+06        3.508720e+06   3.776119e+06       2.368622e+06    3.683784e+06        1.988589e+06  3.591449e+06     1.608556e+06
config595   1.997166e+06  1.818243e+06  2.176090e+06      100  5.442674e+02   3.714502e+03        2.209036  5.178358e+06     1.140768e+07   4.294306e+06       5.461851e+06    4.073293e+06        3.975394e+06   3.852280e+06       2.488937e+06    3.778609e+06        1.993452e+06  3.704938e+06     1.497966e+06
config983   1.998984e+06  1.818366e+06  2.179602e+06      100  3.372742e+01   2.130239e+03        1.737150  5.632666e+06     1.447463e+07   4.741536e+06       6.593930e+06    4.518753e+06        4.623755e+06   4.295971e+06       2.653579e+06    4.221710e+06        1.996854e+06  4.147449e+06     1.340129e+06
config599   2.006178e+06  1.823212e+06  2.189145e+06      100  7.801381e+03   5.941644e+03        1.257232  5.633398e+06     1.105791e+07   4.404399e+06       5.337274e+06    4.097149e+06        3.907115e+06   3.789899e+06       2.476956e+06    3.687483e+06        2.000237e+06  3.585066e+06     1.523517e+06
config707   2.009410e+06  1.817277e+06  2.201543e+06      100  1.255944e+02   5.588561e+03        1.150606  5.243202e+06     1.035128e+07   4.359018e+06       5.079202e+06    4.137972e+06        3.761182e+06   3.916926e+06       2.443161e+06    3.843244e+06        2.003821e+06  3.769561e+06     1.564481e+06
config979   2.015149e+06  1.838458e+06  2.191840e+06      100  9.600427e+01   2.393028e+03        1.133685  5.297956e+06     9.591530e+06   4.432193e+06       4.804936e+06    4.215752e+06        3.608287e+06   3.999311e+06       2.411638e+06    3.927164e+06        2.012756e+06  3.855017e+06     1.613873e+06
config652   2.019696e+06  1.835809e+06  2.203582e+06      100  1.751768e+01   2.781302e+03        1.829183  5.223885e+06     1.073290e+07   4.336201e+06       5.228067e+06    4.114280e+06        3.851859e+06   3.892359e+06       2.475651e+06    3.818386e+06        2.016914e+06  3.744412e+06     1.558178e+06
config587   2.022983e+06  1.829091e+06  2.216874e+06      100  2.743845e+05   1.027460e+04        1.908194  4.787695e+06     1.439411e+07   4.480871e+06       6.574276e+06    4.404166e+06        4.619319e+06   4.327460e+06       2.664361e+06    4.301891e+06        2.012708e+06  4.276322e+06     1.361056e+06
config557   2.025825e+06  1.844647e+06  2.207002e+06      100  5.433323e+00   3.396292e+03        1.537492  5.657175e+06     1.165680e+07   4.313165e+06       5.571932e+06    3.977162e+06        4.050716e+06   3.641160e+06       2.529500e+06    3.529159e+06        2.022429e+06  3.417158e+06     1.515357e+06
config544   2.027222e+06  1.839169e+06  2.215275e+06      100  5.556049e+03   1.206043e+04        1.206025  5.388670e+06     1.276591e+07   4.743199e+06       5.975963e+06    4.581831e+06        4.278477e+06   4.420463e+06       2.580991e+06    4.366674e+06        2.015162e+06  4.312885e+06     1.449333e+06
config994   2.028818e+06  1.841803e+06  2.215832e+06      100  3.116055e+02   5.598493e+03        1.184063  5.144436e+06     1.100153e+07   4.448316e+06       5.331018e+06    4.274286e+06        3.913390e+06   4.100257e+06       2.495762e+06    4.042247e+06        2.023219e+06  3.984237e+06     1.550676e+06
config881   2.038304e+06  1.863518e+06  2.213091e+06      100  1.556470e+04   2.335529e+04        1.887866  5.638469e+06     1.055097e+07   4.788321e+06       5.159801e+06    4.575784e+06        3.812007e+06   4.363247e+06       2.464214e+06    4.292401e+06        2.014949e+06  4.221556e+06     1.565685e+06
config589   2.038994e+06  1.861108e+06  2.216879e+06      100  1.637665e+02   3.735547e+03        1.448116  5.781979e+06     1.002973e+07   4.390747e+06       4.980590e+06    4.042939e+06        3.718305e+06   3.695131e+06       2.456020e+06    3.579195e+06        2.035258e+06  3.463259e+06     1.614496e+06
config902   2.045027e+06  1.867474e+06  2.222581e+06      100  2.968678e+04   5.458256e+03        1.585319  5.569803e+06     1.134239e+07   4.370520e+06       5.466924e+06    4.070700e+06        3.998058e+06   3.770879e+06       2.529191e+06    3.670939e+06        2.039569e+06  3.570998e+06     1.549947e+06
config995   2.045365e+06  1.844347e+06  2.246382e+06      100  1.325333e+04   6.390406e+03        1.525660  4.921166e+06     1.057813e+07   4.403119e+06       5.184979e+06    4.273608e+06        3.836691e+06   4.144096e+06       2.488403e+06    4.100925e+06        2.038974e+06  4.057755e+06     1.589545e+06
config645   2.046368e+06  1.870295e+06  2.222441e+06      100  1.506237e+01   3.462069e+03        0.818372  5.440059e+06     9.531479e+06   4.476498e+06       4.801854e+06    4.235608e+06        3.619448e+06   3.994718e+06       2.437042e+06    3.914421e+06        2.042906e+06  3.834124e+06     1.648771e+06
config757   2.047129e+06  1.827875e+06  2.266382e+06      100  2.301825e+05   5.331239e+04        1.878749  5.346778e+06     1.519664e+07   4.771407e+06       6.858013e+06    4.627564e+06        4.773358e+06   4.483721e+06       2.688702e+06    4.435774e+06        1.993816e+06  4.387826e+06     1.298931e+06
config677   2.055036e+06  1.860909e+06  2.249164e+06      100  3.942967e+03   4.176388e+04        1.193017  5.448544e+06     1.378928e+07   4.803410e+06       6.351800e+06    4.642127e+06        4.492431e+06   4.480843e+06       2.633062e+06    4.427082e+06        2.013273e+06  4.373321e+06     1.393483e+06
config793   2.056624e+06  1.880350e+06  2.232897e+06      100  1.849142e+02   6.226841e+03        1.638843  5.850832e+06     9.916569e+06   4.197573e+06       4.948460e+06    3.784258e+06        3.706433e+06   3.370943e+06       2.464406e+06    3.233171e+06        2.050397e+06  3.095400e+06     1.636388e+06
config766   2.060972e+06  1.879080e+06  2.242864e+06      100  9.660502e+03   7.236492e+03        1.267295  5.011375e+06     9.097926e+06   4.138673e+06       4.648964e+06    3.920498e+06        3.536723e+06   3.702322e+06       2.424483e+06    3.629597e+06        2.053736e+06  3.556872e+06     1.682989e+06
config851   2.073472e+06  1.887415e+06  2.259529e+06      100  4.797805e+01   3.062165e+03        1.719065  5.656034e+06     1.118314e+07   4.543550e+06       5.427732e+06    4.265429e+06        3.988880e+06   3.987308e+06       2.550027e+06    3.894601e+06        2.070410e+06  3.801894e+06     1.590792e+06
config692   2.077881e+06  1.900390e+06  2.255372e+06      100  3.341373e+00   8.861776e+03        1.782618  5.446055e+06     9.275035e+06   4.203275e+06       4.723867e+06    3.892580e+06        3.586075e+06   3.581885e+06       2.448283e+06    3.478320e+06        2.069019e+06  3.374755e+06     1.689755e+06
config900   2.089888e+06  1.899517e+06  2.280259e+06      100  2.193402e+03   8.048773e+03        0.666608  5.087440e+06     1.034782e+07   4.502841e+06       5.127202e+06    4.356691e+06        3.822047e+06   4.210542e+06       2.516891e+06    4.161825e+06        2.081839e+06  4.113109e+06     1.646788e+06
config709   2.094416e+06  1.913352e+06  2.275479e+06      100  1.248402e+03   3.096913e+03        1.627644  5.060689e+06     9.878153e+06   4.453561e+06       4.960152e+06    4.301779e+06        3.730652e+06   4.149997e+06       2.501152e+06    4.099403e+06        2.091319e+06  4.048809e+06     1.681485e+06
config887   2.098810e+06  1.897854e+06  2.299766e+06      100  1.159931e+04   3.720659e+04        1.810593  5.085542e+06     1.001277e+07   4.421872e+06       4.990981e+06    4.255954e+06        3.735533e+06   4.090037e+06       2.480086e+06    4.034731e+06        2.061603e+06  3.979425e+06     1.643121e+06
config830   2.102312e+06  1.910952e+06  2.293672e+06      100  1.817017e+02   2.478305e+03        1.732195  5.988808e+06     1.143593e+07   4.662270e+06       5.539450e+06    4.330636e+06        4.065329e+06   3.999001e+06       2.591207e+06    3.888456e+06        2.099834e+06  3.777911e+06     1.608460e+06
config836   2.103383e+06  1.917989e+06  2.288776e+06      100  1.936332e+02   2.662622e+03        1.388302  5.367230e+06     9.286625e+06   4.438825e+06       4.748159e+06    4.206724e+06        3.613542e+06   3.974623e+06       2.478926e+06    3.897256e+06        2.100720e+06  3.819888e+06     1.722515e+06
config921   2.103483e+06  1.904678e+06  2.302288e+06      100  1.654646e+01   5.181250e+03        1.449732  5.933290e+06     1.383990e+07   4.854848e+06       6.424154e+06    4.585238e+06        4.570217e+06   4.315627e+06       2.716280e+06    4.225757e+06        2.098301e+06  4.135887e+06     1.480322e+06
config569   2.104162e+06  1.929735e+06  2.278588e+06      100  2.448162e+03   1.360842e+04        1.355198  5.049371e+06     8.880043e+06   4.286681e+06       4.591944e+06    4.096009e+06        3.519919e+06   3.905336e+06       2.447895e+06    3.841779e+06        2.090553e+06  3.778221e+06     1.733212e+06
config897   2.108560e+06  1.908105e+06  2.309016e+06      100  6.458341e+05   5.573270e+04        1.023765  5.066622e+06     1.932483e+07   4.364964e+06       8.416196e+06    4.189549e+06        5.689038e+06   4.014134e+06       2.961880e+06    3.955663e+06        2.052827e+06  3.897191e+06     1.143775e+06
config838   2.111606e+06  1.902298e+06  2.320914e+06      100  9.382217e+05   1.637420e+05        1.722152  5.589997e+06     1.290731e+07   4.639979e+06       5.985554e+06    4.402474e+06        4.255116e+06   4.164970e+06       2.524677e+06    4.085802e+06        1.947864e+06  4.006634e+06     1.371051e+06
config782   2.117593e+06  1.928777e+06  2.306409e+06      100  5.112514e+00   2.164970e+03        1.643236  5.383584e+06     9.486634e+06   4.460301e+06       4.831136e+06    4.229480e+06        3.667261e+06   3.998660e+06       2.503386e+06    3.921719e+06        2.115428e+06  3.844779e+06     1.727470e+06
config831   2.121240e+06  1.939714e+06  2.302766e+06      100  4.144874e+01   2.337394e+03        1.806293  5.578765e+06     9.242164e+06   4.446207e+06       4.743262e+06    4.163067e+06        3.618537e+06   3.879927e+06       2.493811e+06    3.785547e+06        2.118903e+06  3.691168e+06     1.743994e+06
config763   2.132578e+06  1.936747e+06  2.328409e+06      100  1.461053e+02   5.166392e+03        1.489050  5.660639e+06     1.170732e+07   4.516794e+06       5.656853e+06    4.230833e+06        4.144235e+06   3.944872e+06       2.631617e+06    3.849552e+06        2.127412e+06  3.754231e+06     1.623206e+06
config685   2.136969e+06  1.949701e+06  2.324237e+06      100  1.321288e+03   1.626152e+04        1.526890  5.304046e+06     9.204338e+06   4.314729e+06       4.730466e+06    4.067399e+06        3.611998e+06   3.820070e+06       2.493530e+06    3.737627e+06        2.120707e+06  3.655184e+06     1.747885e+06
config780   2.139410e+06  1.937176e+06  2.341645e+06      100  9.655425e+01   4.710766e+03        1.335143  5.353531e+06     1.053937e+07   4.520119e+06       5.231158e+06    4.311767e+06        3.904105e+06   4.103414e+06       2.577051e+06    4.033963e+06        2.134699e+06  3.964512e+06     1.692348e+06
config904   2.140501e+06  1.954084e+06  2.326917e+06      100  4.885975e+01   3.579816e+03        1.562885  5.597683e+06     8.785509e+06   4.195093e+06       4.586401e+06    3.844445e+06        3.536624e+06   3.493797e+06       2.486847e+06    3.376915e+06        2.136921e+06  3.260032e+06     1.786995e+06
config737   2.154331e+06  1.959061e+06  2.349601e+06      100  9.859255e+01   7.494052e+03        1.320039  5.197108e+06     9.618914e+06   4.391867e+06       4.899707e+06    4.190557e+06        3.719906e+06   3.989247e+06       2.540104e+06    3.922143e+06        2.146837e+06  3.855040e+06     1.753569e+06
config827   2.156835e+06  1.793539e+06  2.520130e+06      100  1.135312e+05   1.803835e+05        1.600475  5.299955e+06     1.139201e+07   4.527830e+06       5.445343e+06    4.334799e+06        3.958675e+06   4.141767e+06       2.472007e+06    4.077424e+06        1.976451e+06  4.013080e+06     1.480895e+06
config893   2.161897e+06  1.953585e+06  2.370209e+06      100  4.784304e+01   4.102879e+03        1.863234  5.818430e+06     1.320669e+07   4.992095e+06       6.228438e+06    4.785511e+06        4.483876e+06   4.578927e+06       2.739314e+06    4.510066e+06        2.157794e+06  4.441204e+06     1.576273e+06
config713   2.171533e+06  1.970291e+06  2.372775e+06      100  1.520940e+01   1.345885e+04        1.254213  5.376571e+06     1.267249e+07   4.564537e+06       6.031806e+06    4.361529e+06        4.371635e+06   4.158521e+06       2.711464e+06    4.090851e+06        2.158074e+06  4.023182e+06     1.604684e+06
